propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,hasLift,floor,labels,neighborhood,newDevelopmentFinished,parkingSpace.parkingSpacePrice
101181302,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/27/9e/1113493939.jpg,01431-NG,48,142000.0,penthouse,sale,83.0,True,2,1,Paseo de las Carboneras,Granada,Las Gabias,San Francisco - El Chorrillo,es,37.1225943,-3.6685185,False,https://www.idealista.com/inmueble/101181302/,8688,"Enjoy this wonderful penthouse in a luxurious private urbanization with a community pool and green areas! Located in the highest area of Las Gabias, near the Golf Course, calm, quiet and privileged environment, with unbeatable views. It has a spacious, bright living room with access to a terrace and magnificent panoramic views of the Sierra Nevada, the Golf Course and Granada. American kitchen with utility room. Two bedrooms with fitted wardrobes, the main one with access to the terrace and views of the Sierra Nevada. Spacious bathroom with natural light. Heating and sanitary hot water by city gas. All exterior. It consists of solar panels, on the roof of the entire urbanization, whose installation, maintenance and performance is subrogated to a private company, so that the electricity bill receives a significant monthly reduction. Possibility of storage room and garage of 24.42 m2 useful for 12,000 euros and/or storage room and garage of 39.63 m2 useful (in which two cars enter) for 18,000 euros. Which are very well located, since they are just below the penthouse, you only have to go down two level floors by stairs, leading to two separate parking lots and storage rooms. which provides great daily comfort in this regard. * The indicated PVP does not include taxes or Notary and Registry expenses. * Professional agency fees not included. * The surfaces expressed on this page are descriptive and approximate. Prices may be subject to change without prior notice.",False,good,False,1711.0,True,False,False,False,False,False,flat,penthouse,"San Francisco - El Chorrillo, Las Gabias",Penthouse in Paseo de las Carboneras,,True,False,False,1,,,,12000.0
101040620,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/33/3d/1107929257.jpg,,26,69900.0,flat,sale,56.0,True,1,1,aviles no number,Granada,La Zubia,La Zubia,es,37.1189137,-3.5811895,True,https://www.idealista.com/inmueble/101040620/,6675,"Are you looking for a very bright apartment, with a lot of life, to move into and in the heart of La Zubia? This is your chance! Here it is! With a fantastic location, close to all services: shops, bus stops, pharmacies, parks, supermarkets, banks.. . The apartment has 1 large bedroom, totally exterior and very bright, a bathroom with a shower, an independent kitchen and a living room with a small balcony that gives a lot of natural light to the entire room. In addition, with a garage included in the price! Fantastic qualities: parquet flooring, double-glazed windows. The house is sold unfurnished. Ask us for information and one of our advisors will accompany and guide you on the visit. In addition, if you need financing to buy this home, we have an agile and experienced mortgage advice  department to offer you the best financing on the market in a close and free way. In compliance with Decree of the Junta de Andalucía 218/2005 of October 11, it is reported that notary fees, registration, property transfer tax and other expenses inherent to the sale are not included in the price.",True,good,False,1248.0,True,False,True,False,False,False,flat,,"La Zubia, La Zubia",Flat in aviles no number,,True,True,True,1,,,,
95411652,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/9d/79/1077975762.jpg,06468,43,630000.0,flat,sale,268.0,True,5,4,Avenida de la Constitución,Granada,Granada,Los Pajaritos - Plaza de Toros,es,37.1858049,-3.6079242,False,https://www.idealista.com/inmueble/95411652/,1255,"Magnificent 268 m2 apartment on the 6th floor on Avenida de la Constitución, with an excellent terrace overlooking the Albaycin, Sierra Nevada and Fuente Nueva University Campus. South facing, exterior, with four bedrooms, three bathrooms, a service room with a bathroom, a spacious and bright kitchen with an office and a terrace, a dining room and a living room. It has central heating and hot water. Air conditioning and Guatemalan green marble flooring and Natural Oak Parket in Espiga. It is located in an area with all kinds of services, buses, metro, area of trees, very central, medical centers, near the university, schools, hospitals, supermarkets, unobstructed views, transit area, children's areas, RENFE.. . NOTE: The indicated PVP does not include taxes or writing expenses, nor agency fees. The surfaces indicated on this page are descriptive and approximate.",False,good,False,2351.0,True,False,True,False,False,False,flat,,"Plaza de Toros, Granada",Flat in Avenida de la Constitución,Featured,True,True,True,6,,Plaza de Toros,,
101180262,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/eb/79/1113451983.jpg,MB0001,64,390000.0,chalet,sale,333.0,False,4,3,Calle Paris,Granada,Atarfe,,es,37.288664,-3.6743046,False,https://www.idealista.com/inmueble/101180262/,14078,,True,good,False,1171.0,True,False,True,False,False,False,chalet,independantHouse,Atarfe,Detached house in Calle Paris,,True,True,,,,,,
101178712,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/37/42/1113393309.jpg,01429-NG,46,250000.0,flat,sale,126.0,True,4,2,Calle Agustina de Aragón,Granada,Granada,Figares,es,37.1655439,-3.6019925,False,https://www.idealista.com/inmueble/101178712/,1346,"Spacious apartment with 3 bedrooms (originally four bedrooms), living room with access to a terrace, separate kitchen with utility room, two bathrooms, one with a bathtub and the other with a shower. Central heating and central ACS with individual meter. As if that were not enough, the apartment optionally has a very large garage and storage room accessible by elevator in the same building. The location is unbeatable, located in one of the best buildings in the neighborhood, with all kinds of services at hand (metro, supermarkets, pharmacies, health center... ), next to Calle Alhamar and Calle San Antón, just 5 minutes from El Corte Ingles and the shopping area, very close to the best schools. CONTACT PROFESSIONALS! Do not hesitate and request your visit! We will be happy to assist you! * The indicated PVP does not include taxes or Notary and Registry expenses. * Professional agency fees not included. * The surfaces expressed on this page are descriptive and approximate. Prices may be subject to change without prior notice.",True,good,False,1984.0,True,False,False,False,False,False,flat,,"Figares, Granada",Flat in Calle Agustina de Aragón,,True,False,True,3,,,,25000.0
101067093,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/d7/7f/1108901388.jpg,14192,42,720000.0,chalet,sale,227.0,False,5,4,"Plaza de San Nicolás, 1",Granada,Granada,Albaicín,es,37.1818865,-3.5929923,True,https://www.idealista.com/inmueble/101067093/,706,"""SOME DREAMS ARE FOR SALE"". Looking to make an investment in an enviable location and obtain a great return?. You are in luck, since we have just put this property designed for you on sale. In the prestigious area of San Nicolás, in the heart of the Albayzin, just a few minutes walk from the historic city center, in a deliciously quiet and elegant environment, we offer this extraordinary house for sale, renovated in 2018. ""MUST BE HIGHLIGHTED"": ""Own plot with legalized swimming pool bordering the oldest wall of Granada (s. XI), enviable location, garage with room for at least 2 vehicles, housing license for tourist purposes currently in the portfolio of one of the most exclusive luxury accommodation chains, Genteel Home, associated with Marriott International, and which will continue to manage its property with a great profitability above 7%... Do you need more reasons to visit it? COME AND SEE WHAT WILL BE THE HOUSE OF YOUR DREAMS. COME SEE IT AND DON'T BE AHEAD OF IT. PS: Visits will only be on exceptional days when the house is free of tenants.",False,good,False,3172.0,True,False,True,False,False,False,chalet,terracedHouse,"Albaicín, Granada","Terraced house in Plaza de San Nicolás, 1",,True,True,,,,,,
101186481,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/b6/56/1113676483.jpg,,29,170000.0,flat,sale,100.0,True,4,2,Calle Manolé,Granada,Granada,Los Pajaritos - Plaza de Toros,es,37.1947638,-3.6105382,False,https://www.idealista.com/inmueble/101186481/,2209,,True,good,False,1700.0,True,False,False,False,False,False,flat,,"La Cruz, Granada",Flat in Calle Manolé,,,,True,1,,La Cruz,,
101187208,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/1b/85/1113702295.jpg,247SILVA,25,240000.0,chalet,sale,270.0,False,4,2,Avenida Llanos de silva no number,Granada,Atarfe,,es,37.2868433,-3.6768186,True,https://www.idealista.com/inmueble/101187208/,14009,,True,good,False,889.0,True,False,False,False,False,False,chalet,independantHouse,Atarfe,Detached house in Avenida Llanos de silva no number,,True,True,,,,,,
95179309,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/bc/74/1079080879.jpg,06232,50,1600000.0,chalet,sale,453.0,False,7,7,Calle Escultor Cayetano Aníbal,Granada,Gojar,,es,37.1097244,-3.6024826,False,https://www.idealista.com/inmueble/95179309/,7525,"""Finca La Cabaña, is a rural house that has 7 bedrooms, equipped kitchen, barbecue and 7 bathrooms with shower, Living room with Fireplace in the center to give a cozy atmosphere, Reading room and different terrace spaces in the bedrooms with views cleared to the gardens. With an area of 5,000 m2, located in Gójar, in a quiet area of the Granada belt, next to the Sierra Nevada Natural Park and 8 km from the center of the capital. Enjoy extraordinary views over Granada, the Sierra and La Vega, centuries-old gardens, tennis court, large saline water pool, chill-out area, golf green, parking, etc. The center of the town of Gójar is just 500 meters away, where you will find all the necessary services. "".",False,good,False,3532.0,True,False,True,False,False,False,chalet,independantHouse,Gojar,Detached house in Calle Escultor Cayetano Aníbal,,True,True,,,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",,,
101186924,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/c2/e4/1113691840.jpg,,24,130000.0,flat,sale,75.0,True,3,1,Ribera,Granada,Maracena,,es,37.2064827,-3.6371953,False,https://www.idealista.com/inmueble/101186924/,4713,,True,good,False,1733.0,True,False,False,False,False,False,flat,,Maracena,Flat in Ribera,,True,True,True,2,,,,
101177792,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/06/0b/1113355110.jpg,R GR668,27,74900.0,chalet,sale,148.0,False,3,2,ROMEROS,Granada,Santa Fe,,es,37.1901462,-3.7184494,False,https://www.idealista.com/inmueble/101177792/,10715,"The house is located on a pedestrian street in the municipality of Santa Fe, near the most important points of cultural and social tourist interest in this wonderful town. Its privileged location means that public transport services and sports areas are close to the house. The house is distributed over three floors: The ground floor, like the rest, has been completely renovated, it consists of a living room with a very well-lit open-plan kitchen with portholes, a laundry area with a small toilet. Under the stairs a pantry, as you will see, every corner of the house is well used. On the second floor, we find a master bedroom with a balcony, then we find a room that can be used as both a bedroom and a living room, which will allow you to have a great time, then through a corridor we find the complete and renovated bathroom and there to a third bedroom. On the third floor we find a completely open area that you can give it many uses, we also have a beautiful, very sunny terrace that will allow you to spend very pleasant moments sunbathing or a good meeting with friends. Do you want to know more about this beautiful property? Contact us and we will visit the house together. It will be a pleasure to help you find your new home. The indicated PVP does not include taxes or Deed expenses. Agency fees not included. **The surfaces expressed on this page are descriptive and approximate. Prices may be subject to change without prior notice. ” *This house is sold without/with furniture.",True,good,False,506.0,True,False,True,False,False,False,chalet,terracedHouse,Santa Fe,Terraced house in Romeros,,,,,,,,,
101182572,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/13/42/1113541340.jpg,1051,36,160000.0,flat,sale,104.0,True,3,1,Calle Pintor Hermenegildo Lanz,Granada,Granada,Zaidín,es,37.1534037,-3.5957258,False,https://www.idealista.com/inmueble/101182572/,2672,,True,good,False,1538.0,True,False,False,False,False,False,flat,,"Zaidín, Granada",Flat in Calle Pintor Hermenegildo Lanz,,,,True,5,,,,
98269212,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/21/ba/1006954402.jpg,,25,128000.0,chalet,sale,99.0,False,3,2,Calle Cahorros,Granada,Monachil,,es,37.1270282,-3.5588152,False,https://www.idealista.com/inmueble/98269212/,6610,"Beautiful semi-detached house in the Monachil neighborhood. Distributed in 3 bedrooms, all of them very bright, a full bathroom with a shower and a toilet, a living-dining room and an independent kitchen with access to the backyard. It has a private garage in the basement with capacity for two cars and a storage area. Located in a quiet and residential environment, close to schools and recreational areas. Just 10 min by car from the PTS area. Do not miss the opportunity and call us to arrange a visit. The price of the house does not include sales expenses or furniture. We have a financial department with free financial advice for all clients, consult conditions without obligation.",True,good,False,1293.0,True,False,True,True,False,False,chalet,terracedHouse,Monachil,Terraced house in Calle Cahorros,,True,True,,,,,,
100944728,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/9a/53/1104754448.jpg,,50,244900.0,chalet,sale,187.0,False,4,3,Peligros,Granada,Peligros,,es,37.2296875,-3.6313829,False,https://www.idealista.com/inmueble/100944728/,6506,"Beautiful semi-detached house with two floors, tower and ground floor with garden area, barbecue and swimming pool located at the entrance of Peligros. The first floor consists of an entrance hall, living room and kitchen. The second floor is made up of 2 bedrooms with a balcony, and the master bedroom with an en-suite bathroom with a Jacuzzi, and a full bathroom with a shower. The ground floor consists of an independent apartment with kitchen, pantry. bedroom with built-in wardrobe and complete bathroom en suite. The plot also has a laundry room, woodshed, storage room, cellar and garage.",False,good,False,1310.0,True,False,True,False,False,False,chalet,terracedHouse,Peligros,Terraced house,,True,True,,,,,,
100056866,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/24/3b/1067189693.jpg,10937,72,898000.0,chalet,sale,283.0,False,5,3,subdistrict Cuesta Escoriaza - Barranco del Abogado,Granada,Granada,Realejo,es,37.1716719,-3.5909321,False,https://www.idealista.com/inmueble/100056866/,923,"The house is located in the city of Granada where the Alhambra, the Albaicín neighborhood, the Sacromonte neighborhood with the Granada Cathedral make it a benchmark city of culture and art, it is geographically surrounded by the Sierra Nevada Natural Park and, It is also very close to the Mediterranean Sea.Less than 30 minutes from the capital is the Sierra Nevada ski resort, the southernmost resort in all of Europe, and one of those with the most kilometers of skiable slopes.50 minutes from the capital we find the Costa Tropical with the cities of Motril, Almuñécar and Salobreña. The towns of the Alpujarra also stand out, scattered among the Sierra Nevada mountains, a unique enclave that is highly visited. Granada was the birthplace of famous people such as the poet Federico García Lorca, the writer Francisco Ayala, the sculptor and architect Alonso Cano, the singer Enrique Morente, it is considered one of the cultural capitals par excellence and is one of the main tourist destinations in the world. Unique home where you can enjoy the quality of its surroundings at the foot of the emblematic Realejo neighborhood, more specifically on the magnificent Paseo de la Bomba, in front of the Genil River and some incredible garden areas. From the impressive entrance, common terraces, 283 m2 of construction and with an open plan concept for all living areas, the property perfectly integrates the interior spaces with the exterior spaces, achieving a harmonious architectural balance of the property.It uses only the highest quality materials from the era in which it was built.Every detail has been carefully implemented and all the elements contribute to an aesthetic sequence that is hard to beat. From its large entrance and exit hall to a magnificent light well where a fabulous marble fountain is integrated, then to a double room en suite, and up the stairs to the second floor. The second floor is divided into two living areas, a spacious living room and a living room with its large fireplace, a kitchen with access to a second patio and a second dining room. Third floor with 4 bedrooms, one of them en suite, two bathrooms and all exterior. Fourth floor with two fabulous terraces and views of the impressive snow-capped mountains of the Sierra. Community pool and gym wide garage **The indicated PVP does not include taxes or Deed expenses.Agency fees not included.The surfaces expressed on this page are descriptive and approximate.Prices may be subject to change without prior notice.This house is sold with furniture.**.",False,good,False,3173.0,True,False,True,False,False,False,chalet,independantHouse,"Cuesta Escoriaza - Barranco del Abogado, Granada",Detached house,,True,True,,,,Cuesta Escoriaza - Barranco del Abogado,,
100592214,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/b8/79/1092842771.jpg,01228-NG,59,345000.0,chalet,sale,185.0,False,3,4,Manuel de Falla,Granada,Otura,,es,37.0884261,-3.6227588,False,https://www.idealista.com/inmueble/100592214/,10115,"Beautiful independent house in Otura with a 500-meter plot and pool. House of 200 meters built according to cadastre composed of: Ground floor with hall, toilet, kitchen, garage, spacious living room with fireplace and direct access to a wonderful covered porch to enjoy the pool area with family and friends. First floor with three large bedrooms and two full bathrooms, one of them en suite with the master bedroom. On this floor there is a skylight that allows light to enter the living room. The pool area is finished with stamped concrete and there is a wooden shed with a toilet that can also be used to store pool-garden tools and utensils. Vehicle access in outdoor area with capacity for several cars. Heating and hot water by diesel boiler, having the possibility of using a 100-liter electric water heater to have hot water in summer without having to start the diesel boiler. Air conditioning through splits in all rooms (living room and the three bedrooms). Ceiling fans in all bedrooms, kitchen and porch. Come visit it because you will love it! The indicated PVP does not include taxes or Deed expenses. Professional agency fees not included. The surfaces expressed on this page are descriptive and approximate.",True,good,False,1865.0,True,False,True,False,False,False,chalet,independantHouse,Otura,Detached house in Manuel de Falla,,True,True,,,,,,
99194228,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/a8/25/1036211947.jpg,,27,219000.0,chalet,sale,205.0,False,3,4,Fernandez de Arroyo,Granada,La Zubia,La Zubia,es,37.1257421,-3.5798132,False,https://www.idealista.com/inmueble/99194228/,5972,"Beautiful Semi-detached House in La Zubia The house is distributed over 2 spacious floors, a basement and a 110 m2 patio. The house is structured in: - First Floor: Entrance hall with access to the living-dining room, independent kitchen, a toilet and a large patio with the possibility of building a pool. - Second floor: three bedrooms and a full bathroom, the main room has an en-suite bathroom and a dressing room. -Basement: has a toilet, fireplace, diesel boiler and direct access to the patio. We have a financial intermediation service with free advice for all our buyer clients.",True,good,False,1068.0,True,True,True,False,False,False,chalet,semidetachedHouse,"La Zubia, La Zubia",Semi-detached house in Fernandez de Arroyo,,True,True,,,,,,
101179730,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/7a/83/1113432810.jpg,,67,349900.0,chalet,sale,285.0,False,4,3,FUENTE 16 CAÑOS,Granada,Güéjar-Sierra,,es,37.1649719,-3.4451095,False,https://www.idealista.com/inmueble/101179730/,13664,"The house is located on a farm with 1500m2, with a private pool, gardens, fruit trees. Güéjar Sierra is a municipality in the province of Granada, just 20 minutes from the capital, which for a few years has become one of the reference places for the practice of what is known as nature tourism. And it is that the environment in which it is located is not for less! Chestnut forests and river valleys, the source of the Genil River, the Sierra Nevada National Park.. . a real pleasure for nature lovers. Added to its wide range of active tourism activities is the creation of a MTB center for lovers of this sport. 180 km divided into 10 routes of different difficulties is what awaits all those bikers who venture to explore the marked paths: routes for all tastes and levels (2 blue, 3 red and 5 black). The indicated PVP does not include taxes or Deed expenses. Agency fees not included. The surfaces expressed on this page are descriptive and approximate. This house is sold without furniture.",True,good,False,1228.0,True,True,False,False,False,False,chalet,independantHouse,Güéjar-Sierra,Detached house in Fuente 16 Caños,,True,True,,,,,,
101182229,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/70/c5/1113528160.jpg,,43,142000.0,penthouse,sale,83.0,True,2,1,Paseo DE LAS CARBONERAS,Granada,Las Gabias,San Francisco - El Chorrillo,es,37.1223936,-3.6709671,False,https://www.idealista.com/inmueble/101182229/,8860,"Enjoy this wonderful penthouse in a luxurious private urbanization with a community pool and green areas! Located in the highest area of Las Gabias, near the Golf Course, calm, quiet and privileged environment, with unbeatable views. It has a spacious, bright living room with access to a terrace and magnificent panoramic views of the Sierra Nevada, the Golf Course and Granada. American kitchen with utility room. Two bedrooms with fitted wardrobes, the main one with access to the terrace and views of the Sierra Nevada. Spacious bathroom with natural light. Heating and sanitary hot water by city gas. All exterior. It consists of solar panels, on the roof of the entire urbanization, whose installation, maintenance and performance is subrogated to a private company, so that the electricity bill receives a significant monthly reduction. Possibility of storage room and garage of 24.42 m2 useful for 12,000 euros and/or storage room and garage of 39.63 m2 useful (in which two cars enter) for 18,000 euros. Which are very well located, since they are just below the penthouse, you only have to go down two level floors by stairs, leading to two separate parking lots and storage rooms. which provides great daily comfort in this regard. * The indicated PVP does not include taxes or Notary and Registry expenses. * Professional agency fees not included. * The surfaces expressed on this page are descriptive and approximate. Prices may be subject to change without prior notice.",True,good,False,1711.0,True,True,False,False,False,False,flat,penthouse,"San Francisco - El Chorrillo, Las Gabias",Penthouse in Paseo De Las Carboneras,,,,True,1,,,,
98930781,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/f9/1c/1028252635.jpg,,55,145000.0,flat,sale,100.0,True,3,1,Almuñecar,Granada,Granada,Zaidín,es,37.1598038,-3.6030348,False,https://www.idealista.com/inmueble/98930781/,1989,"Magnificent eighth floor of 100 m2, all exterior. It consists of 3 bedrooms, bathroom, living room with access to a terrace and kitchen.The kitchen is fully equipped with an independent exit to another terrace, and one of the individual bedrooms also has access to a third terrace.It is a very bright apartment and has unobstructed views. It is located in a central area of the Zaidín neighborhood, Avenida Cádiz, a few minutes' walk from the center of Granada.It has multiple nearby services such as supermarkets, pharmacies, schools, sports facilities and health centers, all the services necessary for daily life. It also has dozens of local and proximity shops around it The apartment also has a closed garage space of about 20 m2. Likewise, it is located in a very central area of the neighborhood as it is close to bus stops, schools, shops, banks and with very good communication with main roads and highways. Extras: it has a wonderful terrace and includes a closed garage. COME SEE IT WITHOUT COMPROMISE! FINANCING UP TO 100%! FREE FINANCIAL STUDY WITHOUT COMMITMENT. Our KIRON financial department has more than 10 banking entities in agreement and has been operating in Spain for more than 25 years without interruption. Tecnocasa, a personalized services company with more than 25 years of in-depth knowledge of the sector.We have a dynamic team of professionals with superior training and experience in personal advice. Our long professional career allows us to offer excellent management and find solutions to the needs of each client with the aim of pursuing their satisfaction and trust.",True,good,False,1450.0,True,False,True,True,False,False,flat,,"Zaidín, Granada",Flat in Almuñecar,,,,True,8,,,,
100160188,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/fb/b3/1071442872.jpg,GR634V,42,169900.0,chalet,sale,161.0,False,3,3,"Calle Jacinto Guerrero, 5",Granada,Peligros,,es,37.2354819,-3.6278261,True,https://www.idealista.com/inmueble/100160188/,6965,"This beautiful townhouse is located in one of the best areas of Peligros. A town considered one of the most comfortable to live in, since it is connected to the Granada beltway just 5 minutes away. The house is located in a privileged area since it has a school, theater, church, bus stop and parks with green areas in its vicinity. We will also have local shops, ice cream parlors, tapas bars, among other services with which your family will enjoy the advantages of living in a town with all the necessary services to be happy. The house has three floors, on the first we find a living room, toilet, kitchen, outdoor patio and access to the upper and lower floors. On the upper floor there are three bedrooms and two full bathrooms, one of them en-suite in the master bedroom. On the lower floor we have a garage with capacity for two vehicles and a laundry area with outlets for a washer and dryer. The house is delivered with a fully furnished, modern and functional kitchen (without electrical appliances) and equipped bathrooms and toilet. The furniture, decorative elements, electrical appliances and appliances that appear in the photographs of this announcement are not included in the price, except those explicitly mentioned in the previous paragraphs. The price of the aforementioned property does not include the professional fees of the real estate agency, expenses and taxes derived from the sale, which will be those that correspond according to current legislation. The areas expressed are descriptive and approximate.",True,good,False,1055.0,True,False,True,False,False,False,chalet,terracedHouse,Peligros,"Terraced house in Calle Jacinto Guerrero, 5",,,,,,,,,
99461647,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/d9/d0/1044725953.jpg,JD-5578,54,207000.0,chalet,sale,222.0,False,3,3,Calle Torreón de las Infantas,Granada,La Zubia,La Zubia,es,37.1198121,-3.5892004,False,https://www.idealista.com/inmueble/99461647/,6449,"House at the entrance of La Zubia, very well connected and with all the services offered by one of the most demanded towns in Granada with the tranquility of being in a residential area with no passage, a bright and quiet house a few minutes from the town center. This large townhouse differs from the others in its large rooms, since its kitchen and living room on the main floor are spacious and bright, with a modern and classic touch thanks to its good conservation and qualities of its improvements, on the first floor we find three large bedrooms and one of them with a full bathroom apart from the one that already has the plant, on the upper floor we have a large terrace with beautiful views and equipped to enjoy the sun or to be able to invest in solar panels, in the semi-basement we have space for two vehicles and plenty of storage, a great house with large rooms. If we also add its beautiful patio with good privacy and that the house is ready to move into, we don't have much to say for you to decide to take this big step. Come visit it without obligation. All expenses and taxes generated from the sale will be satisfied according to law. The furniture is not included in the price, Real Estate Expenses not included in the price.",True,good,False,932.0,True,False,True,False,False,False,chalet,terracedHouse,"La Zubia, La Zubia",Terraced house in Calle Torreón de las Infantas,,True,True,,,,,,
95699807,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/97/e8/1068404302.jpg,11172,48,330000.0,chalet,sale,290.0,False,5,4,"Calle Aristóteles, 1",Granada,Armilla,San Miguel,es,37.1456358,-3.6167838,True,https://www.idealista.com/inmueble/95699807/,3877,"REFERENCE 11172. Are you looking for a spacious, comfortable home with an unbeatable location? This house on the corner next to the NEVADA Shopping Center is the perfect home for you! With 290 m2, this house has more than enough space for you and your family to enjoy a comfortable and welcoming environment. With 5 bedrooms, 3 bathrooms and 1 toilet, all in perfect condition, you will have space for your whole family and more. In addition, the house has several terraces with unobstructed views, which will allow you to enjoy the sun and the views of the city of Granada. And if you prefer a more intimate space, the patio provides a quiet place to relax. The house also has a cellar, where you can store your favorite wines and enjoy them with your friends and family at your leisure. And if you are passionate about cars, the 2-car garage is a great advantage that will allow you to keep them safe and protected. The location of this house is another of its great attractions. With a privileged location next to the NEVADA Shopping Center, you will have access to all the amenities and services you need within a few minutes' walk. In addition, its excellent communication with the city will allow you to move to any point in Granada with total ease. The house is also very bright and sunny, which will allow you to enjoy a pleasant and cozy atmosphere throughout the year. Don't think twice, this house next to the NEVADA Shopping Center is the perfect home for you and your family! Come visit her and discover everything she has to offer. **The indicated price does not include notary fees, taxes or agency fees. Furniture is not included. The surfaces expressed on this page are descriptive and approximate. The price may be modified without prior notice**.",True,good,False,1138.0,True,False,True,False,False,False,chalet,independantHouse,"San Miguel, Armilla","Detached house in Calle Aristóteles, 1",,True,True,,,,,,
101181861,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/eb/c6/1113512002.jpg,70003,48,142000.0,penthouse,sale,83.0,True,2,1,Paseo de las Carboneras,Granada,Las Gabias,San Francisco - El Chorrillo,es,37.1219385,-3.6686776,False,https://www.idealista.com/inmueble/101181861/,8749,,False,good,False,1711.0,True,False,False,False,False,False,flat,penthouse,"San Francisco - El Chorrillo, Las Gabias",Penthouse in Paseo de las Carboneras,,True,False,False,1,,,,12000.0
100538146,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/d5/d5/1091036908.jpg,NAV-22032,53,280000.0,flat,sale,127.0,True,3,2,Camino Real de los Neveros no number,Granada,Granada,Bola de Oro,es,37.1567257,-3.5758278,True,https://www.idealista.com/inmueble/100538146/,3050,"We offer this fantastic apartment for sale in one of the most demanded residential areas of Granada, Bola de Oro. A place to live peacefully, but surrounded by all the services offered by the capital of the province (health centers, urban bus... ). Magnificent apartment in the Bola de Oro area, very bright. ALL EXTERIOR. It has three bedrooms, two bathrooms, living room, kitchen, living room and laundry room. Good qualities, heating and hot water by independent natural gas, tilt-and-turn climalit windows and recently mosquito nets, smooth paintings, air conditioning with hot and cold pump in the living room, fitted wardrobes fully dressed inside in detail. The apartment is very well preserved and cared for. Many improvements have been made to it since it was purchased. Large garage and storage room with natural light included in the price. Northeast orientation and clear views. Very small, quiet community, good relationship between neighbors. Do not hesitate to contact us to visit it without obligation. Surrounded by all kinds of services, such as sports areas, large green areas, supermarkets, restaurants and bars. At the same time it is a very quiet area surrounded by gardens and very well connected to the city center by bus that stops very close to the building. The indicated PVP does not include taxes or Deed expenses. Agency fees (2.5% of the sale price + VAT, minimum €2,500) not included. **The surfaces expressed on this page are descriptive and approximate. Prices may be subject to change without prior notice. *** This house is sold in principle without furniture call us. We will wait for you! live as you dream are you at home.",True,good,False,2205.0,True,True,True,False,False,False,flat,,"Bola de Oro, Granada",Flat in Camino Real de los Neveros no number,,True,True,True,1,,,,
