propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
100982250,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/36/0b/1106003973.jpg,3478-02936,56,,265000.0,chalet,sale,258.0,False,3,3,"Diseminado Albercón de la Virgen, 18",Las Palmas,Santa Maria de Guia de Gran Canaria,,es,,28.1435648,-15.6253234,True,https://www.idealista.com/inmueble/100982250/,18671,"COME AND SEE THIS BEAUTIFUL SEMI-DETACHED HOUSE It is designed with a quiet family life in mind, the housing is prepared to provide well-being in all aspects, has been prepared with special care, beginning with the façade, the letter of introduction of the homes, for this reason we sought to combine efficiency, design and functionality.Continuing with the interior of the house, distributed on three levels, with spacious and bright rooms, as well as high-quality finishes, it is impressive! In the semi-basement floor there is the space reserved for the garage and another area that you can use as a living room, gym, home theater, or whatever you want. Continuing to the ground floor, you will see the spacious dining room, the room that brings family and friends together on any occasion.Also, there is the independent kitchen, a courtesy toilet and the garden terrace.You will enjoy it more than you imagine. Finally, on the upper floor are the three bedrooms, the main suite type with bathroom and private balcony, while the other rooms share a second bathroom and one of them with access to a balcony.All bedrooms have a built-in wardrobe. Book your appointment to solve all your questions, expand information and learn about plans financing, if you need it. We are here to help you fulfill your dream. The selling price Does not include taxes of the transmission, notary fees, registration, or any other that according to law may correspond to the buyer. ""The exposed data is merely indicative and is subject to involuntary errors or omissions"".",False,good,False,,1027.0,True,False,False,False,False,False,True,True,chalet,Santa Maria de Guia de Gran Canaria,"Terraced house in Diseminado Albercón de la Virgen, 18",,terracedHouse,,,
100838555,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/5e/20/1100609812.jpg,V-0005,35,,243000.0,chalet,sale,188.0,False,3,2,Carretera del picacho,Las Palmas,Arucas,Los Castillos-Los Portales-Visvique,es,,28.0885277,-15.5367353,False,https://www.idealista.com/inmueble/100838555/,10596,"Between Arucas and Teror, in the Los Castillos area, we find this cozy house, with beautiful views and a lot of charm. It is located in a residential neighborhood within a natural environment 10 minutes from Arucas, 9 from Teror, and 20 from Las Canteras Beach. On the ground floor is the living room, a bathroom, the kitchen, terrace and garden with views of 30m2 with barbecue, pergola, and small orchard. On the next floor, two bedrooms, and a bathroom, and the last one, laundry room, the third bedroom, and terrace. Finally in the basement we have the large garage and the cistern. In addition, the house has a solar thermal and photovoltaic installation. From the house you can make beautiful routes on foot and / or by bicycle. The house adjoins the Protected Natural Area of Lomo Riquiánez and is located near the Doramas Rural Park (Osorio). Book your appointment to visit it! The expenses derived from the sale of the property (notary, registration, taxes, etc. ) are not included in the sale price. The exposed data may be subject to inadvertent errors or omissions.",False,good,False,,1293.0,True,False,False,False,False,False,True,True,chalet,"Los Castillos-Los Portales-Visvique, Arucas",Terraced house in Carretera del picacho,,terracedHouse,,,
100957194,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/7a/af/1105147930.jpg,0110-00356,41,2,315000.0,flat,sale,150.0,False,3,2,"Calle Reyes Católicos, 87",Las Palmas,Las Palmas de Gran Canaria,Vegueta - Triana,es,Vegueta,28.0983452,-15.4141012,True,https://www.idealista.com/inmueble/100957194/,3545,"You read that right, an apartment in a 100% restored building maintaining the beauty that characterizes the buildings of the 40s with a very unique image giving the Vegueta area a character from another era and being in an area of the city where It has everything a stone's throw away, courts, the historic center, etc… Apartment located on the first floor of the 150 m2 building where light is the most common note.It is distributed in a living-dining room, divided into two rooms for better use, a very spacious kitchen with 120 x 60 tiles with a crystallized base, two complete bathrooms with 75 x 75 high-gloss tiles and resin shower trays, all covered with waterproof materials, three complete rooms where the priority is light, one of them is at the bottom of the floor to have more privacy and can be used as a work area.As a jewel in the crown, it has a beautiful balcony to enjoy the sun when required. Regarding the common areas, they have also been rehabilitated with anti-slip ceramic flooring. It has a fully waterproofed 80 m2 community roof terrace with incredible 360 views of the area. In the restoration, nothing was left untouched, reinforcing with metal and concrete beams both in doors and windows, distributing the rooms for a better use of the floor meters. All the doors and windows have been changed, African teak doors and 6 mm double-layer chemically matte glass, the electrical network has been changed in accordance with current regulations, highlighting above all the priority in LED lighting with warm and cold light in each one of the rooms. At the same price we have the apartment on the second floor with a 100 m2 floor and a 50 m2 terrace located at the back, where we have the best views of the sea and Avenida Marítima. You could also make a joint offer for both floors and have 70% of the building at your disposal. At the same time I leave you a 360 video link to enjoy 100% of the apartment Notary fees, registration and taxes generated by the sale are not included in the price. The Data shown is merely indicative and may be subject to inadvertent errors or omissions.",False,good,False,False,2100.0,True,False,False,False,False,False,,,flat,"Vegueta, Las Palmas de Gran Canaria","Flat in Calle Reyes Católicos, 87",,,,,
34304402,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/89/ca/162330889.jpg,113,6,,625000.0,countryHouse,sale,2084.0,False,1,1,"Calle farnesio, 35",Las Palmas,Las Palmas de Gran Canaria,Carretera del Centro - Cono sur,es,Carretera del Centro,28.0988167,-15.4251742,True,https://www.idealista.com/inmueble/34304402/,2956,"Two houses with a plot of 2084 m2 with facade to two streets. Superb location a few steps from the city center. Solar ideal for large promotion of apartments for rent, hotel, Bed & Breakfast, student residence, senior residence, private clinic.",False,renew,False,,300.0,False,False,True,False,False,False,,,countryHouse,"Carretera del Centro, Las Palmas de Gran Canaria","Eural manor in Calle farnesio, 35",,caseron,,,
101179097,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/1b/45/1113406549.jpg,60752377,18,3,104500.0,flat,sale,100.0,False,3,2,"Calle Fray Luis de León, 85",Las Palmas,Telde,La Herradura - Balcón del Telde,es,,27.9950084,-15.4315306,True,https://www.idealista.com/inmueble/101179097/,14299,"Apartment in Telde. It consists of a living-dining room-kitchen, 3 bedrooms, 2 bathrooms and a laundry room with space on the roof. Located in the Lomo de la Herradura urbanization. Residential area consolidates that it has all the services. find out.",False,good,False,,1045.0,False,False,False,False,False,False,,,flat,"La Herradura - Balcón del Telde, Telde","Flat in Calle Fray Luis de León, 85",,,,,
101031192,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/45/04/1110758748.jpg,0086-00831,28,2,165000.0,flat,sale,85.0,True,3,2,Antonio Benitez Macario,Las Palmas,Telde,La Pardilla - San Antonio,es,,28.0081537,-15.4048921,False,https://www.idealista.com/inmueble/101031192/,13194,"For sale beautiful corner apartment totally exterior and very bright located in a very quiet residential area free of constant traffic. The apartment consists of three large bedrooms, one of them with a bathroom and a dressing room. A second common bathroom in the distributor hallway, fully equipped independent kitchen and, not least, we find a spacious, very bright living-dining room. The property includes in the price a very good parking space with very good access and a large storage room. As for the services, you have a small supermarket open 365 days a year, a pharmacy and a bus stop. The apartment is located 5 minutes by car from the center of Telde, from the La Estrella shopping area where you will find a supermarket and large stores such as Alcampo, Leroy Merlin, Decathlon, and Macro, less than 10 minutes from Las Terrazas Shopping Center and Centro Commercial El Mirador. Grab your towel and in less than 10 minutes you will be at the beach of your choice, the closest ones: Playa de La Garita, Melenara, Salinetas, Playa del Hombre. And if you have to catch a plane you have the airport just 15 minutes away. And if you are a dog lover like me, you have large open spaces where you can walk them and make them play all afternoon. If you are looking for tranquility, comfort and services nearby.. . this is the home you were looking for, do not delay in calling.",True,good,False,True,1941.0,True,False,False,False,False,False,True,True,flat,"La Pardilla - San Antonio, Telde",Flat in Antonio Benitez Macario,,,,,
96001246,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/4a/2d/938365613.jpg,3478-02480,30,bj,199000.0,flat,sale,82.0,True,2,2,"Semana de la Pasión, 19",Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,La Isleta,28.1652967,-15.4351948,True,https://www.idealista.com/inmueble/96001246/,4643,"Wishing to live in a privileged environment but without being far from the city-This is your apartment, a wonderful home in which tranquility will be the most special point for being in a spectacular natural park with all the comforts. The house is located in the Las Coloradas neighborhood, it is a newly built building with an elevator and adapted for people with reduced mobility - the house consists of.",False,good,False,True,2427.0,True,False,True,False,False,False,,,flat,"La Isleta, Las Palmas de Gran Canaria","Flat in Semana de la Pasión, 19",,,,,
100816555,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/bc/45/1100116879.jpg,CC02,69,,200000.0,chalet,sale,183.0,False,3,2,"Los Avellanos, 12",Las Palmas,Las Palmas de Gran Canaria,Tamaraceite - San Lorenzo,es,Tamaraceite,28.1007718,-15.4833914,True,https://www.idealista.com/inmueble/100816555/,5270,"Semi-detached house for sale in the La Galera neighborhood. It has an open garage of 75 square meters, with a complete bathroom and capacity for several cars or to use as a local. On the first floor we find the house, which has three bedrooms, a full bathroom, a cozy kitchen equipped with top quality materials and a spacious separate living-dining room, with access to the balcony. All this distributed in the 82 square meters built that the property has, Ideal home for families due to its spaciousness and distribution. Built in the year 1995. It also has private use of part of the roof. In its surroundings it has all the services: Bus stops, schools, pharmacies, supermarkets, 2 minutes from the Los Alisios shopping center and 2 minutes from the incorporation into the ring road. If you are looking for a home in one of the best areas of the capital, with a large garage, do not hesitate to contact us. Transmission expenses, notary and taxes not included. If you have any questions or want to make a visit, consult our professional César Comini at the number.",False,good,False,,1093.0,True,False,False,False,False,False,True,True,chalet,"Tamaraceite, Las Palmas de Gran Canaria","Semi-detached house in Los Avellanos, 12",,semidetachedHouse,,,
101168030,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/87/ce/1113021299.jpg,,14,,307900.0,chalet,sale,229.0,False,4,3,Calle Estanque no number,Las Palmas,Santa Brigida,Casco Urbano,es,,28.0370864,-15.4965479,True,https://www.idealista.com/inmueble/101168030/,11287,,False,good,False,,1345.0,False,False,False,False,False,False,True,True,chalet,"Casco Urbano, Santa Brigida",Semi-detached house in Calle Estanque no number,,semidetachedHouse,,,
100468120,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/e5/b8/1096104476.jpg,0086-00818,51,,595000.0,chalet,sale,298.0,False,5,4,ALFEREZ PROVISIONAL,Las Palmas,Las Palmas de Gran Canaria,Ciudad Alta,es,Siete Palmas,28.1049244,-15.4487592,False,https://www.idealista.com/inmueble/100468120/,2406,"Fantastic triplex house in the Terra Verde Urbanization (Siete Palmas). Located in the upper part of the urbanization (4th row), and with the entrance from the top floor (3rd floor), we access this wonderful property through a spacious 5-meter-high hall with sloping ceilings. On this level we also have access through the private garage (for two cars). On this level is the huge and bright master bedroom suite, with part of the bathroom open to the room, and also a large dressing room. Both rooms with beautiful views of the Juan Pablo II Park. On the 2nd floor, there are: the living-dining room, with access to a small and sunny terrace, a toilet, a storage room, the huge kitchen with a dining room, the pantry and the utility room. On floor 1, or the ground floor, are the remaining four (4) bedrooms, and two (2) bathrooms, one of which is also a suite. All rooms have fitted wardrobes.",False,good,False,,1997.0,True,False,False,False,False,False,True,True,chalet,"Siete Palmas, Las Palmas de Gran Canaria",Semi-detached house in Alferez Provisional,,semidetachedHouse,,,
100528296,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/1b/1e/1097577949.jpg,GL0033-3007,24,1,248000.0,flat,sale,93.0,True,3,2,Calle Carvajal,Las Palmas,Las Palmas de Gran Canaria,Centro,es,Arenales - Lugo - Avda Marítima,28.1166545,-15.4199952,False,https://www.idealista.com/inmueble/100528296/,1769,"In the heart of Las Palmas de Gran Canaria, the Arenales neighborhood, allows you to enjoy the best of Las Palmas de Gran Canaria just a few minutes from your home. From the historic charm of the Vegueta and Triana neighborhood, to the commercial area of Mesa y López, and the iconic Las Canteras beach Located next to the ""Lorenzo Godoy"" children's park and very close to the maritime avenue, you will have at your disposal an outdoor space to walk, exercise or simply enjoy the sea and the privileged climate of the island. In addition, the area has an excellent transport connection, including buses, taxis and bike lanes, which will allow you to easily move around the city. First floor apartment with three bedrooms, living room, kitchen, bathroom and toilet, as well as a garage and storage room. With porter service and located in a quiet building, you can enjoy a home without noise in the heart of the city This apartment for sale in Arenales is an attractive option with enormous potential, thanks to its privileged location and the possibility of designing and reforming to our liking Do not miss the opportunity to live in the heart of Las Palmas de Gran Canaria and enjoy a pleasant and comfortable urban life! Contact us for more information The selling price Does not include taxes of the transmission, notary fees, registration, or any other that according to law may correspond to the buyer. The exposed data are merely indicative and are subject to involuntary errors or omissions.",False,renew,False,True,2667.0,False,False,False,False,False,False,True,True,flat,"Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Flat in Calle Carvajal,,,,,
88065334,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/f4/2c/1077936952.jpg,PS0033-1586,39,bj,350000.0,countryHouse,sale,92.0,False,2,1,Vía,Las Palmas,Telde,Valle de los Nueve - El Ejido - Medianías,es,,27.9600879,-15.4889206,False,https://www.idealista.com/inmueble/88065334/,18895,"In the middle of nature, in an unparalleled setting, surrounded by a pine forest, and all kinds of fruit trees (apple trees, walnut trees, quince trees, fig trees, cherry trees... ), we found this magnificent property, a cozy house in the middle of a 11,600 square meter estate, available to enjoy Nature and the Family. The House consists of a bedroom, two living rooms, a bathroom and a room next to the house and a magnificent porch where you can enjoy the nature of the place, but if we want we will have the possibility of making the house with three bedrooms with a small reform. The price does not include Notary, Registry, and taxes expenses.",False,good,False,,3804.0,False,False,False,False,False,False,,,countryHouse,"Valle de los Nueve - El Ejido - Medianías, Telde",Estate in Vía,,countryHouse,,,
99039277,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/95/55/1102091577.jpg,MT0092-9229,53,bj,965000.0,countryHouse,sale,688.0,False,12,8,Calle Barranco Jimenez,Las Palmas,Firgas,,es,,28.1012796,-15.5520346,False,https://www.idealista.com/inmueble/99039277/,11621,"Fabulous hostel for sale in Firgas with mountain and ravine views. Fully equipped and with project to start the rental activity.  It consists of several multiple rooms, full bathrooms and within the common areas we can find lounges, yoga room, gym, dining room, reading room, other rooms with different options and a full industrial kitchen. It has a fully equipped apartment at the side of the property for accommodation of onsite workers or security guards.  It is located a few minutes from the main street of the town and has easy access to the motorway.    In the PVP are not included the expenses of the sale, such as, notary, registration, taxes, etc. that will be settled by whom it corresponds by law.",False,good,False,,1403.0,False,False,False,False,False,False,,,countryHouse,Firgas,Estate in Calle Barranco Jimenez,,countryHouse,,,
95155420,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/9d/c8/970280646.jpg,OF0033-2145,27,bj,295000.0,countryHouse,sale,203.0,False,1,0,Calle Ceferino Armas Henríquez,Las Palmas,Arucas,Cardones-Tinocas,es,,28.1331787,-15.4886831,False,https://www.idealista.com/inmueble/95155420/,5251,"Rustic farm of 43,860 m2 for sale in Tinocas. The farm is partially walled. Inside the farm there is a 200 m2 house, a large irrigation pond and a water tank that you have the right to use. Of the total area of the farm, 24,143 m2 are productive for agricultural use and the rest corresponds to the rear part of the farm that is located on the mountainside. Interesting as an investment since it is adjacent to the highway and is adjacent to an urban area. The purchase and sale expenses are not included in the price.",False,renew,False,,1453.0,False,False,False,False,False,False,,,countryHouse,"Cardones-Tinocas, Arucas",Estate in Calle Ceferino Armas Henríquez,,countryHouse,,,
100708269,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/f9/46/1111482005.jpg,MS0033-3027,27,4,203000.0,flat,sale,61.0,True,1,1,Calle los Martínez de Escobar,Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Santa Catalina - Canteras,28.1370408,-15.4346051,False,https://www.idealista.com/inmueble/100708269/,1509,"If you want to live one step away from Playa de las Canteras and all the services that the Guanarteme/Santa Catalina/Mesa y López area offers without having to travel by car, this is your apartment. Excellently renovated water and electricity installations, white lacquered aluminum windows with double glazing, security door, air conditioning in the master bedroom, quality kitchen furnished with electrical appliances included, stoneware floors, piped music in the bedroom, in short, a floor to enter to live without having to do anything. Located on the 4th floor of a building of 7, only 2 neighbors per floor, in a very quiet community, with a stair lift and elevator, a community with neighbors who are very involved in the maintenance of the building as they have been updated in recent years, downspouts, connections electrical, waterproofing of roofs, the stairlift itself, arrangement of the hall, etc. The apartment is distributed in an entrance hall, a kitchen-living room and a balcony that has been integrated into the living room with windows facing the street, 1 bathroom with a built-in wardrobe and 1 large bedroom, both with windows to a well-kept interior patio. Tax, registration, notary and any other expenses derived from the sale are not included in the PVP price.",False,good,False,True,3328.0,False,False,False,False,False,False,,,flat,"Santa Catalina - Canteras, Las Palmas de Gran Canaria",Flat in Calle los Martínez de Escobar,,,,,
99443836,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/4e/1e/1053433235.jpg,DN0033-2861,34,1,155000.0,flat,sale,78.0,True,2,2,Calle Mar Azul,Las Palmas,Las Palmas de Gran Canaria,Tamaraceite - San Lorenzo,es,Casa Ayala - Costa Ayala,28.1354685,-15.4813882,False,https://www.idealista.com/inmueble/99443836/,4619,"I present to you, a different purchase proposal. A place to live in peace and harmony with nature, feeling the energy transmitted by natural elements such as rocks and sea water. This floor that we show you has been painted by the master Mario Kucera, using different materials such as gold, silver and mother-of-pearl, transmitting to the work through his healing hands, all his healing energy and spiritual growth. The apartment is on the first floor, it has two bedrooms, a bathroom, a toilet, an equipped and independent kitchen, a living room, a dining room, a laundry room, and a garage. It has a constructed area of 78 square meters. It is 10 minutes from Las Palmas and is very close to the main services such as a health center, pharmacy, sports area, bus stop, etc. For more information and to arrange a visit, do not hesitate to contact me. Expenses derived from the sale are not included in the price of the property.",False,good,False,False,1987.0,False,False,False,False,False,False,True,True,flat,"Casa Ayala - Costa Ayala, Las Palmas de Gran Canaria",Flat in Calle Mar Azul,,,,,
99826707,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/e4/8e/1056025299.jpg,MB0033-2904,31,,1600000.0,chalet,sale,493.0,False,7,5,Calle Plan Loreto,Las Palmas,Las Palmas de Gran Canaria,Tafira,es,Tafira,28.0625453,-15.4589086,False,https://www.idealista.com/inmueble/99826707/,7137,"Located in front of the Tafira Baja University Campus, in LPGC. This enormous villa of almost 500 m² of main construction, also has an attached guest house, and extends over a luxury urban plot, for its more than 4,000 m² of surface, surrounded by the green magic of trees and palm groves neighbors. The main building, with a sober and imposing architecture, develops noble uses on a single floor with a spectacular flat roof. This house has 5 bedrooms, 3 bathrooms, a very large living room and kitchen. The guest house has 2 bedrooms, 2 bathrooms and a spacious living room-kitchen. In addition to many other residential uses with natural light and ventilation. The access to the property is done through a street of use neighborhood, from the old road to the center, with a private outdoor parking area, terraces, porches, gardens, greenery and plenty of open-air space; where the sensation of spaciousness and intimacy are exceptional. To all of the above we must add that the potential of the property as a real estate investment is double, on the one hand. existing homes can grow up to 1,200 m² both in length and height; and on the other hand, the urban conditions of its huge plot allow it to be segregated into several smaller plots where a small luxury development could be built. Surround your next space investment beyond what you can imagine. For more information about the potential of this property, take advantage of this opportunity and call me.",False,good,False,,3245.0,False,False,False,False,False,False,,,chalet,"Tafira, Las Palmas de Gran Canaria",Detached house in Calle Plan Loreto,,independantHouse,,"[{'name': 'luxuryType', 'text': 'Luxury'}]",
99876916,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/1c/0e/1105486993.jpg,0008-11318,44,6,290000.0,penthouse,sale,100.0,True,3,1,"SUAREZ NARANJO, 78",Las Palmas,Las Palmas de Gran Canaria,Centro,es,Arenales - Lugo - Avda Marítima,28.1174805,-15.4249085,True,https://www.idealista.com/inmueble/99876916/,1301,"PENTHOUSE for sale in the center of Las Palmas.OPPORTUNITY to have an attic with a 21 m2 terrace. This PENTHOUSE is located in the demanding ARENALES neighborhood, an area surrounded by public administrations, businesses and services of all kinds and perfectly communicated both by private vehicle and by public transport and even on foot or by bike. The BUILDING, is emblematic and well-known in the area, is updated and has access ramps from the street, 2 elevators, surveillance cameras in common areas including elevators, doorman, etc. As regards the PENTHOUSE in question, they attract two things: the light that it has in all the rooms and its tranquility.Its surface is 100 m2 built apart from its 21 m2 terrace and in its current configuration it has a spacious hall, 3 bright and quiet rooms (the rooms overlook 2 interior patios), a large kitchen (which was expanded at the time removing a toilet), a bathroom, a living room and the jewel in the crown: a large terrace facing southwest that has a drain (yes, you can install a shower to cool off when you sunbathe or if you want to water the plants).All rooms have ventilation to the street or patio. In addition, included in the price, you have a huge GARAGE PLACE, where you can comfortably fit a large car and a motorcycle.The location of the square is next to the entrance and exit of the car park and next to the elevator. This apartment is for people who have a project in their head, know how to see beyond what is in front of them and are clear about how they want their home to be.ATTENTION, IMPORTANT: The cover photo of this announcement shows a photo of a terrace that DOES NOT CORRESPOND to the apartment for sale.It is a terrace of another penthouse located in THE SAME BUILDING, of the same size and distribution.It is merely to give you an idea of how the terrace may look once it is uncovered. If you want more information, do not hesitate to call me and we will talk and ask me about the possibility of mortgage financing, including the reform to be carried out.",True,renew,False,True,2900.0,True,False,True,False,False,False,True,True,flat,"Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria","Penthouse in Suarez Naranjo, 78",,penthouse,,,
100682775,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/93/96/1090433148.jpg,MB0033-3005,35,4,1290000.0,flat,sale,320.0,True,4,4,Avenida Federico García Lorca,Las Palmas,Las Palmas de Gran Canaria,Ciudad Alta,es,La Minilla,28.1256385,-15.4426107,False,https://www.idealista.com/inmueble/100682775/,665,"Exclusive luxury home located in a residential complex in the best area of the city of Las Palmas de Gran Canaria. This dream property is located in the beautiful urbanization of La Minilla, one of the most attractive young neighborhoods, in the city with the best climate in the world. This very complete home is located on an intermediate level, practically at street level, in an interesting high-end stepped residential building of generous proportions. The house is developed on an exceptional single floor.And it communicates with the rest of the residential complex through large terrace-corridor and open-air stairs, as well as elevators to the garage floor where, once again, the spaciousness of the spaces draws attention for its comfort. The more than 300 m2 available to live with the greatest guarantee of luxury, have spectacular views of Las Canteras and El Rincón where, however, the privacy of those who enjoy them is preserved.This marvel is distributed according to the following spaces: - Spectacular living room furnished with an exquisite taste for the contemporary, open to the views from the large terrace through sliding doors. - Large kitchen, with a clean and modern design that communicates with a hygienic and well-lit area for laundry and kitchenware.It is perfectly equipped with high-end appliances for stove lovers. - 1 magnificent royal suite-type master bedroom, with all kinds of amenities including: 2 magazine dressing rooms, 1 spa bathroom to lose your senses, and access to a large terrace with privacy and unparalleled views. - 1 large master bedroom, with bathroom en suite and an intimate and bright patio. - 2 double bedrooms, with another intimate and bright patio. - 1 generous bathroom with a modern design, next to the previous bedrooms. - 1 very charming toilet for guests. The flooring of the entire interior of the house is resolved using natural oak flooring, this being a material of exceptional quality and nobility, suitable for the most demanding taste due to its soft tonality, its beauty and its comfortable warmth. In addition, all rooms have air conditioning, central vacuum system and other useful domestic amenities. The property also includes in the garage floor: 3 parking spaces of 47 m2, with capacity for up to 4 cars; and 1 storage room of 17 m2. Among the most attractive uses of the community, the following can be highlighted: concierge service, fitness gym, swimming pool with pressure waterfalls, solarium terrace, jacuzzi, 2 Finnish saunas, and 2 bathrooms with dressing rooms. The Minilla neighborhood is perfectly located in the city of Las Palmas, close to the ring road, 1 minute from Hospital Dr.Negrín, a short walk from Playa de las Canteras or the Mesa y López Commercial Zone, and surrounded by local commercial services such as hypermarkets and hairdressers, as well as beautiful green, sports and recreational areas. Make your dreams come true.",False,good,False,True,4031.0,False,False,False,False,False,False,True,True,flat,"La Minilla, Las Palmas de Gran Canaria",Flat in Avenida Federico García Lorca,,,,,
100954623,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/bc/b4/1105069939.jpg,11240-KEN,50,,380000.0,chalet,sale,160.0,False,3,2,Calle Montevideo,Las Palmas,Las Palmas de Gran Canaria,Puerto - Canteras,es,Santa Catalina - Canteras,28.1347332,-15.4307341,False,https://www.idealista.com/inmueble/100954623/,1356,"Close to the heart of the commercial area of Mesa y López, there is an opportunity for investors. Single-family building between party walls, with two floors above ground to reform or tear it down and build a building (160m2 built) or as an urban plot (122m2 plot) The building is located in the urban center of the capital, a street parallel to Mesa and Lopez. Consolidated environment, several pedestrian routes, and commercial streets with big trademark. The area is dominated by tall buildings of 4-8 floors The property is located on Urban Land in the PGO in force, Full Adaptation to the TR-LOTCENC and the Management Guidelines, definitively approved according to the COTMAC Agreement dated 29-Oct-2012 (BOC of 4-Dec-2012), published in its entirety in BOP No. 158 dated 12-Dec-2012, and which entered into force on 2-Jan-2013, regulated by Zonal Standard M4, and whose parameters are regulated in the ""Modification of the General Management Plan for Las Palmas de Gran Canaria regarding the Urban Planning Regulations Detailed”, definitively approved by plenary agreement of this City Council, dated Jul 31, 2020, and published in the BOC on Aug 28, 2020 and in the BOP on 04-Sep-2020, within the Zonal M Standard. Up to a maximum of M4 is allowed For building purposes, no minimum or maximum plot is established. According to the verifications carried out, the property complies with the ordinance current. All documentation in order. An unbeatable location in the city a few meters from the shopping area, Las Alcaravaneras beach, Las Canteras beach and the Naval base. If you need financing we can help you get it both individuals and companies The information detailed here may be subject to inadvertent errors or omissions, expenses and taxes not included.",False,renew,False,,2375.0,True,True,False,False,False,False,,,chalet,"Santa Catalina - Canteras, Las Palmas de Gran Canaria",Terraced house in Calle Montevideo,,terracedHouse,,,
