propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,hasLift,labels,detailedType.subTypology,parkingSpace.parkingSpacePrice
100170142,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/4f/89/1072307553.jpg,K&M 72,53,,2100000.0,chalet,sale,679.0,False,5,4,subdistrict Puntiró,Balears (Illes),Palma de Mallorca,Son Ferriol - Sant Jordi,es,Puntiró,39.6040226,2.7991672,False,https://www.idealista.com/inmueble/100170142/,13329,"Spectacular villa in the highest part of Puntiró. It is located in a very quiet area near the Puntiró golf course. This spectacular villa has impressive views of the bay of Palma and the tramontana. It is made with very good taste, in the Mediterranean style, with a natural stone façade, with top quality materials, and has been thought of in all the details for the most absolute convenience and comfort. This exclusive property has a plot of 7286 m2, with a construction of 679 m2. The house consists of a basement, a ground floor and a first floor. In the basement we have: a very spacious garage for 2 large cars and a space for motorcycles and bicycles. We have 2 very spacious spaces, one of which could be converted into a guest apartment with 2 bedrooms, a bathroom and a living room, and the other could be converted into a gym, a workshop, a wine cellar or whatever you want. On the ground floor we have: hall, toilet, a large living room with fireplace, large doors and windows with access to the terrace, a large fully equipped kitchen-dining room with fireplace. All spaces are very bright and welcoming. We also have 2 bedrooms with en-suite bathrooms, a dressing room and a large mezzanine with a very cozy room where it invites us to rest. On the first floor we have: a very spacious and bright master bedroom with large windows with access to the terrace, where we can enjoy the impressive views, dressing room and bathroom. Outside the house we have a pool with a terrace of natural stone floors, where we can enjoy views of the sea and mountains and a beautiful garden. We also have a barbecue area with summer kitchen and toilet. The farm is surrounded by trees and Mediterranean vegetation with colorful flowers. Materials and qualities: This property is distinguished by the quality of its construction materials, from the reinforced concrete of its walls, to the materials inside. Interior doors and beams are made of noble wood, all wooden beams are treated, interior paint of the best quality, manual clay floors, aluminum windows with double glazing and security, all also with security locks, underfloor heating in The whole house has Lan cable, fiber optics, electricity from Endesa and solar panels, running water from the street and 2 rainwater collection cisterns. The farm is completely closed with a stone wall and a grid. This property can be the house of your dreams, where you can enjoy its beauty and comfort. Do not hesitate to call us for a visit.",False,good,False,3093.0,False,False,False,False,False,False,True,True,chalet,"Puntiró, Palma de Mallorca",Detached house,Top,,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",independantHouse,
92550224,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/2a/a0/842421240.jpg,200309,26,,2300000.0,chalet,sale,456.0,False,4,4,subdistrict Son Dureta,Balears (Illes),Palma de Mallorca,Sta Catalina - Son Armadans - Maritim,es,Son Dureta,39.5712998,2.6216956,False,https://www.idealista.com/inmueble/92550224/,2446,"Magnificent classic villa in a quiet residential area with views both towards Palma's cathedral and Bellverslottet. The property was built in 2000 and has only had one owner, it is a practical home filled with natural light and built to a high standard. The location is secluded, with complete privacy and there is also no traffic on the street as the villa is on a cul-de-sac. There are two entrance gates from the street. A large gate with electronic opening where you drive the car into the garage and a smaller gate in front of the passage to the main entrance. On the entrance floor, there is first the hall and a guest toilet.  From the hall there are double doors into the dining room and the living room, both of which have large windows with a panoramic view of Palma and the private pool.  Sliding doors out to the large terrace of approx. 50 square meters provide the opportunity to extend the living room and integrate outside with inside. In the living room there is a stove that provides good heat in winter and has a high cozy factor. Outside the living room facing Palma city is a smaller terrace of approx. 9 sqm. After the dining area is the kitchen with a separate ""everyday"" dining area. Here are large windows overlooking the terraces and Palma including the cathedral. Via sliding doors you get out onto the terrace also from the kitchen. The gas stove in the kitchen is from Smeg. The kitchen is spacious with room for many. Behind the kitchen is a laundry room. On the second floor are the four bedrooms, all of which have room for double beds. Master bedroom has sliding doors to the terrace of approx. 22 sqm. The view here is towards the Bellver castle.  There are also three bathrooms on this floor. From the basement via the entrance floor, a beautiful beige 1.40 m wide marble staircase leads and up to the bedroom section on the first floor. The stair handrail is made of stainless steel, which gives a modern and elegant touch to the classic marble. The entire house has beige marble floors that add to the light feel and classic style. The walls are painted in a sober light tone. Internal doors are made of solid oak and every room throughout the house has individual gas heating with elements. The house has an alarm system from Securitas. Under the terrace on the first floor is a cistern that holds 45,000 liters of water. It is possible to connect the cistern to the roof to collect rainwater. This water is used to water plants and fill up the pool and in the event of a power outage there is always extra water. The garage has parking space for up to 3 cars. In the basement there is a bathroom with two separate showers and a toilet, which means that you can easily make a gym here. The room is full of light and also has a door that leads directly to the garden where the pool is located. There is another spacious room at the back of the garage, currently used as storage and showroom. This room can be converted into, for example, a private cinema/teenage room. The house is perfect for a family that wants to live close to central Palma in a quiet location. Walking distance: La Caixa Bank approx. 3 min Mercadona large, well-stocked grocery store approx. 5 min Clinica Juaneda, hospital about 7 min San Cayetano, Palma's largest school approx. 3 min Escuela del Sagrado Corazon smaller school about 5 min Swedish School approx. 20 min Lycée Français de Palma, school approx. 10 min Distance by car: Son Moix football arena and sports facility approx. 7 min Juaneda Miramar Hospital approx. 7 min Palma center approx. 10 min.",False,renew,False,5044.0,False,False,False,False,False,False,True,True,chalet,"Son Dureta, Palma de Mallorca",Detached house,Top,,"[{'name': 'villaType', 'text': 'Villa'}]",independantHouse,
100866071,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/69/08/1101538553.jpg,FFP087,25,,995000.0,chalet,sale,120.0,False,3,1,Illetes,Balears (Illes),Calvià,Illetes,es,,39.5437663,2.5849986,False,https://www.idealista.com/inmueble/100866071/,6281,"This wonderful townhouse which measures 100 m² with three bedrooms, two bathrooms plus two terraces was renovated with light and refreshing colours in 2021. You will find the living room and open plan kitchen with one bathroom and terraces on the same level. The morning coffee is best enjoyed on the terrace in the front and after a day on the beach relax in the shaded and cozy back terrace. The bedrooms are situated on the upper floor and share a large bathroom. The master bedroom has a french balcony with fabulous views over the sea. You can look out over the Bay of Palma from the community´s relaxing pool area. One parking space is included in the price. Illetas Beach and Puro Beach Club are both within walking distance. A selection of nice restaurants can also be found nearby. The bus to Palma leaves regularly just outside the door. Please contact us for more information and viewings.",True,good,False,8292.0,False,False,False,False,False,False,True,True,chalet,"Illetes, Calvià",Terraced house,Top,,,terracedHouse,
101001317,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/95/db/1106625370.jpg,JA/NA9(12),27,6,1150000.0,penthouse,sale,242.0,True,4,2,subdistrict Son Espanyolet,Balears (Illes),Palma de Mallorca,Sta Catalina - Son Armadans - Maritim,es,Son Espanyolet,39.5797441,2.6300357,False,https://www.idealista.com/inmueble/101001317/,2060,"PENTHOUSE WITH SPECTACULAR TERRACE AND VIEWS Impressive penthouse with stunning views of the city, sea, and mountains. It is located in one of the best and most demanded areas of Palma: Son Españolet. Just a few minutes from the famous area of Santa Catalina, the center of Palma, and the school area. With excellent access to the freeway. From its terraces, you can enjoy the Mediterranean climate and the views they offer of the sea, Bellver Castle, Na Burguesa, the Cathedral, and part of the city. With a total of 156 m2 corresponding to the house, and almost 86 m2 to terrace. Its distribution is as follows: -Spacious and bright living room with double height, overlooking the Bellver Castle. It has access to a terrace on the ground floor and the upper terrace of almost 87 m2. -Large kitchen, furnished and equipped, with office area and access to the laundry room. -It has 3 double rooms with the possibility of 4 since a multifunctional diaphanous area could be easily adapted to change. All rooms are equipped with built-in closets. The main bedroom has a dressing area and en suite bathroom (with bathtub and shower). -Another bathroom serves the rest of the bedrooms. Upper terrace: Of large dimensions and spectacular panoramic views of the sea, the mountains, and part of the city, it includes a dining area with barbecue and a fully equipped kitchen, as well as a ""Chill Out"" area. It is an ideal place to enjoy meetings with friends and family. Parking space and storage room with direct access from the elevator. Marble floors. Interior oak carpentry and exterior aluminum with double glazing. Air conditioning hot/cold pump. Heating radiators city gas. Skylights with an electric opening in bathrooms provide natural light.",True,good,False,4752.0,False,False,False,False,False,False,True,True,flat,"Son Espanyolet, Palma de Mallorca",Penthouse,Top,True,,penthouse,
100314692,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9d/1d/0d/1077703716.jpg,6802161,18,1,330000.0,flat,sale,98.4,True,2,1,Calle de Despuig,Balears (Illes),Palma de Mallorca,Sta Catalina - Son Armadans - Maritim,es,Sta Catalina - El Jonquet,39.5740108,2.634009,False,https://www.idealista.com/inmueble/100314692/,1468,"This beautiful apartment in Palma de Mallorca has a perfect location, in the center of the island's capital, with good access to several international shops and restaurants, as well as public transport.The attractive apartment has a constructed area of approx.82 m2 that are distributed as follows: a bright living room with access to the balcony, a furnished and equipped kitchen, 2 beautiful bedrooms with fitted wardrobes, 1 bathroom, as well as a utility room.The equipment features of this attractive apartment in Palma include: air conditioning, electric heating, wooden windows and parquet flooring.It is in a perfect situation, in the heart of Palma, in the famous Santa Catalina neighbourhood, known for its international bars and restaurants, as well as a traditional market full of delicious local products.The apartment is a few minutes walk from the famous streets such as Jaime III and Paseo Mallorca or the Paseo Marítimo, where you can play sports, take a walk and enjoy delicious meals in the excellent restaurants located on the seafront.The international airport is only 10 minutes away by car.",True,good,False,3354.0,False,False,False,False,False,False,,,flat,"Sta Catalina - El Jonquet, Palma de Mallorca",Flat in Calle de Despuig,Top,True,,,
99308791,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/34/84/1040000043.jpg,6801916,16,2,750000.0,penthouse,sale,144.0,True,2,2,Calle del Cardenal Rossell,Balears (Illes),Palma de Mallorca,Playa de Palma,es,Coll d'En Rabassa,39.5492062,2.6982648,False,https://www.idealista.com/inmueble/99308791/,4706,"Located on the 2nd floor of a small family building, we present this wonderful penthouse in Coll d'en Rabassa. The sunny south-east facing property offers a living space of approx. 120 m2 and a spectacular roof terrace of approx. 87 m2 with fantastic sea views. The attractive home is divided into a bright living/dining room, a beautiful open kitchen, 2 bedrooms and 2 bathrooms, one of which is en-suite. The impressive roof terrace invites you to enjoy and spend pleasant moments with friends and family. Other features: Jatoba wood flooring, air conditioning with heat pump, aluminum Majorcan shutters and Siroca wood doors. All furniture is included in the sale price. In addition, there is the possibility of renting or buying a parking space. It is a perfect apartment for lovers of the sun, the beach and the wonderful Mediterranean atmosphere. The center of the capital Palma de Mallorca and the international airport are only a few minutes away by car.",True,good,False,5208.0,False,False,False,False,False,False,,,flat,"Coll d'En Rabassa, Palma de Mallorca",Penthouse in Calle del Cardenal Rossell,Top,True,,penthouse,
100973813,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/9a/07/1105709765.jpg,RIB4(7),31,bj,465000.0,flat,sale,120.0,True,3,2,subdistrict Les Maravelles,Balears (Illes),Palma de Mallorca,Playa de Palma,es,Les Maravelles,39.5211493,2.7461311,False,https://www.idealista.com/inmueble/100973813/,9835,"GROUND FLOOR WITH GARDEN AND TERRACES A FEW MINUTES FROM THE BEACH *VIRTUAL PICTURES SHOWING HOW IT WOULD LOOK WITH A LITTLE RENOVATION  In the Sometimes area, just a few minutes walking from the beach, we find this bright first floor with a separate entrance, a large private garden, and several porches. Although it is an original building, it is in perfect preservation. It is a chalet-type building with only 4 houses. No community fees. The house is about 120 m2 plus another 162 m2 of garden and private porches; it has the following distribution: -Spacious and bright living room with direct access to the outside. -Independent kitchen, furnished, and access to the laundry room. -3 double bedrooms, with built-in closet. -2 bathrooms with shower In the garden itself, there is space to leave a car or use it as a terrace. Stoneware floors. Interior carpentry of North and exterior carpentry of wood with double glazing. Majorcan shutters. Air conditioning is hot/cold in the living room and two bedrooms.",True,good,False,3875.0,False,False,False,False,False,False,,,flat,"Les Maravelles, Palma de Mallorca",Flat,Top,False,,,
99925021,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/4f/ac/1060778964.jpg,6802031,18,1,390000.0,flat,sale,150.0,True,2,1,Plaza Migdia,Balears (Illes),Calvià,El Toro,es,,39.4846686,2.4813627,False,https://www.idealista.com/inmueble/99925021/,17284,"Only 1 km from the prestigious port of Port Adriano, we present this wonderful apartment in El Toro, an attractive family town in the southwest of Mallorca. The bright apartment is located on the 1st floor of a completely renovated small building and consists of a constructed area of approx. 120 m2 that is divided as follows: A spacious living-/dining room with fireplace and access to an impressive semi-covered terrace of approx. 15 m2, a nice kitchen with utility room, 2 double bedrooms with fitted wardrobes (one of them with access to the same terrace) and a bathroom. It is a very bright house a short distance from the beach and surrounded by all the necessary services such as a pharmacy, hairdresser's and parks. Other features: Air conditioning, parquet flooring, 2 private covered parking spaces and community storage room. This fantastic apartment in El Toro is being sold fully furnished. El Toro is a prized residential area close to the beautiful port of Port Adriano. Port Adriano offers a wide variety of excellent restaurants and shops. The center of Palma is 23 km away and the ""Son Sant Joan"" airport is 33 km away.",True,good,False,2600.0,False,False,False,False,False,False,True,True,flat,"El Toro, Calvià",Flat in Plaza Migdia,Top,False,,,
99079308,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/9d/a8/1032848166.jpg,6801756,18,3,1980000.0,penthouse,sale,247.0,True,3,2,Calle de Sant Jaume,Balears (Illes),Palma de Mallorca,Ciutat Antigua,es,Sant Jaume,39.573896,2.6487495,False,https://www.idealista.com/inmueble/99079308/,492,"This wonderful renovated penthouse in Palma is located on the 3rd floor of one of the most emblematic palaces in the historic old town of Palma. The luxurious property stands out for its warm and welcoming atmosphere and its magnificent unique location. The generous constructed area of approx. 215 m2 is divided as follows: A beautiful 2-storey living-/dining room, a fully furnished and equipped modern kitchen, 3 double bedrooms and 2 bathrooms (one of them en suite). Additionally, the master bedroom offers an impressive dressing area. Other features: wooden floors, Majorcan shutters, radiator heating and pre-installation for air conditioning. The building has an elevator, doorman and community gardens. At your disposal there are 2 parking spaces in the same building and a storage room. The picturesque historic center of Palma, also called the ""old town"", is where the essential tourist attractions to visit are located, such as the majestic cathedral ""La Seu"", the Royal Palace of the Almudaina and the Museum of Contemporary Art of Es Baluard.",True,good,False,8016.0,False,False,False,False,False,False,True,True,flat,"Sant Jaume, Palma de Mallorca",Penthouse in Calle de Sant Jaume,Top,True,"[{'name': 'luxuryType', 'text': 'Luxury'}]",penthouse,
99647539,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/b8/26/1050282504.jpg,6801996,16,2,580000.0,penthouse,sale,103.2,True,2,2,Calle de Georges Bernanos,Balears (Illes),Palma de Mallorca,Sta Catalina - Son Armadans - Maritim,es,El Terreno,39.5579168,2.6228881,False,https://www.idealista.com/inmueble/99647539/,2674,"This beautiful penthouse in El Terreno is located in a quiet street near the port, the Paseo Marítimo and the fashionable Santa Catalina neighborhood. A total of 8 new and exclusive Scandinavian designed flats are being built here. The completion of the work is scheduled for the end of spring 2023. Clear lines, structures and bright rooms will create a pleasant atmosphere and a high level of living comfort. All homes will have high quality parquet, tiles, built-in air conditioning, heating and underfloor heating in the bathrooms. The penthouse has a living area of approximately 86 m2, which is divided as follows: an open living/dining room, an American kitchen, 2 bedrooms and 2 bathrooms. The highlight is the huge roof terrace of approximately 69 m2 with a beautiful view of the sea and the port. All residential units have an underground parking space and a practical storage room. El Terreno is one of the most attractive neighborhoods in Palma and is within walking distance of the bustling center of the island's capital. Palma offers a huge cultural offer, an excellent gastronomic variety and numerous shops and boutiques. This penthouse in Palma-El Terreno is an oasis in the middle of one of the most popular and vibrant cities in Europe, with a cosmopolitan touch and a direct location on the Mediterranean Sea.",True,good,False,5620.0,False,False,False,False,False,False,True,True,flat,"El Terreno, Palma de Mallorca",Penthouse in Calle de Georges Bernanos,Top,True,,penthouse,
99935095,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/fd/0a/1061243859.jpg,6801548,16,2,550000.0,flat,sale,96.0,True,2,2,Carretera el T Carretera Magaluf-S. Ponsa,Balears (Illes),Calvià,El Toro,es,,39.4939615,2.4781397,False,https://www.idealista.com/inmueble/99935095/,16980,"This recently renovated apartment in El Toro offers a fabulous view of the Mediterranean Sea and the port of Port Adriano due to its indescribable location on the seafront. The modern property has a bright living space of approx. 65 m2 divided into a spacious living/dining room with pre-installation for a kitchen, 2 bedrooms with fitted wardrobes and 2 bathrooms. The direct proximity to the luxurious marina of Port Adriano, as well as to the countless golf courses in the southwest of Mallorca, make this sunny apartment an ideal vacation property. Other features are: Air conditioning, underfloor heating, double glazed windows, storage room and a community parking space. El Toro is a small town in the southwest of Mallorca. Port Adriano is one of Mallorca's newest marinas and offers a wide range of international restaurants and shopping facilities.",True,good,False,5729.0,False,False,False,False,False,False,,,flat,"El Toro, Calvià",Flat in Carretera el t Carretera Magaluf-S. Ponsa,Top,True,,,
99412267,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/d1/a4/1043080529.jpg,6801559,19,2,332000.0,flat,sale,80.4,True,2,2,Avenida Europa,Balears (Illes),Llucmajor,S'Arenal,es,,39.4995516,2.7557238,False,https://www.idealista.com/inmueble/99412267/,11941,"Just 5 minutes from the beach we present this fantastic new build apartment in Arenal. The bright property is located on the 2nd floor of a small building with an elevator and will be delivered fully furnished. The cozy constructed area of approx. 67 m2 is divided into a nice living-/ dining room with access to a terrace of approx. 30 m2 with unobstructed views, a beautiful modern and open kitchen, 2 bedrooms with fitted wardrobes, one of them with an en-suite bathroom and terrace, and another complete bathroom. Extras: Air conditioning hot/cold, large sliding windows with double glazing and utility room with washing machine included. The apartment is of high quality and tastefully furnished. In the Arenal area you can enjoy beautiful beaches, the marina, several international restaurants and cafes. Here you can also find various shopping opportunities and public transport with excellent connections.",True,good,False,4129.0,False,False,False,False,False,False,,,flat,"S'Arenal, Llucmajor",Flat in Avenida Europa,Top,False,,,
99333679,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/3d/68/1040615208.jpg,6801820,17,1,795000.0,flat,sale,145.2,False,3,3,Calle Benito Jerónimo Feijóo,Balears (Illes),Calvià,Portals Nous - Bendinat,es,,39.5346398,2.5662438,False,https://www.idealista.com/inmueble/99333679/,8177,"This fantastic apartment in Portals Nous with pool and garden views offers a unique opportunity to enjoy the luxurious lifestyle of Puerto Portals. The property is located in a private community, which has a wonderful well-kept garden and a refreshing communal pool. The attractive property has a constructed area of approx. 121 m2 that is divided into a spacious living-/ dining room with access to a spectacular terrace with views of the exclusive port of Puerto Portals, a kitchen, 3 bedrooms and 2 bathrooms. The community gives direct access to the port with a wide variety of international restaurants, bars and high-end boutiques. The apartment is equipped with a sound system, air conditioning h/c, electric heating, fitted wardrobes and double glazed windows. Puerto Portals is widely known as the most glamorous marina on the island, located in the southwest of the island just 10 minutes drive from the center of Palma.",True,good,False,5475.0,False,False,False,False,False,False,,,flat,"Portals Nous - Bendinat, Calvià",Flat in Calle Benito Jerónimo Feijóo,Top,True,,,
100521163,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/8d/a7/1090444645.jpg,MP-1617,23,,2350000.0,chalet,sale,291.0,False,5,3,Portals Nous - Bendinat,Balears (Illes),Calvià,Portals Nous - Bendinat,es,,39.5376601,2.5753524,False,https://www.idealista.com/inmueble/100521163/,7330,"VILLA WITH POOL IN CENTRAL LOCATION OF PORTALS NOUS This is a light and spacious detached family villa in an ideal location in the centre of Portals Nous village. The house is constructed on a large plot of approx. 1.420 m², with constructed area of 291 m², is distributed over two floors as follows: entrance hall, large open-plan living and dining room with direct access to the terrace, fully fitted kitchen, four double bedrooms with fitted wardrobes and two bathrooms. There is a separate guest apartment underneath with kitchen, bedroom and bathroom. Additional extra features include double glazing throughout, gas oil central heating, air conditioning in the bedrooms and a piped music system in all rooms.   The property offers plenty of outside space where family and friends can relax and enjoy the warm Mediterranean climate and year-round sunshine. It is surrounded by several open and covered terraces with BBQ and outdoor dining areas, a delightful garden and a large swimming pool. The villa also benefits from a garage. There is ample storage space.  The property has been well maintained by its current owners and is in excellent condition and offers much potential either as a holiday home or permanent residence. The villa is conveniently situated within walking distance of Portals Nous centre with its wide range of amenities and services. The local area is home to several excellent international schools, the prestigious Bendinat Golf Club and the exclusive marina of Puerto Portals. Various sandy beaches are within close proximity. The area is well connected by motorway and the city of Palma and international airport are just a short drive away.  .",False,good,False,8076.0,False,False,False,False,False,False,True,True,chalet,"Portals Nous - Bendinat, Calvià",Detached house,Top,,"[{'name': 'bright', 'text': 'Bright'}, {'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",independantHouse,
98618491,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/f3/9d/1033633558.jpg,MP-1596,23,,3500000.0,chalet,sale,406.0,False,4,4,Portals Nous - Bendinat,Balears (Illes),Calvià,Portals Nous - Bendinat,es,,39.5378019,2.580307,False,https://www.idealista.com/inmueble/98618491/,6954,"LUXURY VILLA IN BENDINAT Luxury villa in Bendinat with views over the golf course and partial sea views. The living area is distributed into the main house and the guest house. Main house Ground floor: living/dining room with fireplace, fully equipped open kitchen, one bedroom en suite, office/library, laundry room, guest toilet, terrace, patio, wine cellar. First floor: Master bedroom with walk in wardrobe, own terrace and bathroom en suite, 3rd bedroom with bathroom en suite. Basement: garage and storage. Guest house: bedroom, kitchenette, bathroom The house is equipped with central heating system through the house and underfloor heating in the main bedroom and bathroom, air conditioning, parquet and stone floors, lift (connecting 3 floors). It has various terraces, garden, pool, garage in the basement and a separate garage outside. BENDINAT: The popular residential area of Bendinat enjoys a prime coastal location. Minutes away from the popular Puerto Portals marina and the village of Portals Nous. There are many international schools located in this area and there are an abundance of shops, restaurants and all medical facilities. The prestigious Golf de Bendinat club is located in this area. The closest beaches are those of Illetas, Bendinat and Portals and the motorway is within easy access to Palma City. The Airport is between 10 - 15 minutes car journey.  .",False,good,False,8621.0,False,False,False,False,False,False,True,True,chalet,"Portals Nous - Bendinat, Calvià",Detached house,Top,,"[{'name': 'bright', 'text': 'Bright'}, {'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",independantHouse,
100938952,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/b6/4f/1104565083.jpg,110230023,19,3,450000.0,flat,sale,93.0,False,2,2,subdistrict Son Armadams,Balears (Illes),Palma de Mallorca,Sta Catalina - Son Armadans - Maritim,es,Son Armadams,39.5715054,2.6302873,False,https://www.idealista.com/inmueble/100938952/,1716,"Architect-designed apartment that is a positive surprise after walking up 3 flights of stairs in a dark stairwell. Here is light and airy, well thought out and practical with clean lines. An elegant residence within walking distance to everything Palma has to offer! From the beautiful, renovated original front door, you have a smaller hall with the open working kitchen opposite and the spacious living room with dining area to the right. The room ends with a bay window. To the left of the entrance is a hall which today is used as a library, next to it is the master bedroom with an en-suite bathroom and a full wardrobe wall. At the end of the library is another spacious bedroom, now used as an office and music room. The entire wall facing the longitudinal balcony is a sliding glass wall, the room is flooded with light. The balcony outside is about 4 square meters and the sun shines here between 10-13 in winter time and then again about an 1 hour later in the afternoon for approx 1 more hour. In summer, when the sun is high, it is sunny here most of the day. Next to the office room is the second bathroom and a large wardrobe/storage room. The height of the ceilings in the house varies depending on the electrical installations and recessed lighting and is 3 meters at the highest points. In connection with the total renovation that was carried out in 2018, all electricity and plumbing were replaced, air conditioning was installed and so was central. The entire home has radiators in addition to the fact that the air conditioning can be used for both cooling and heating.  All windows are double-glazed, it's quiet and nice here and when you get out into the street you live in a very local neighborhood with an Eroski Supermarket, bakery, china shop (they have everything and more), pet shops, cafes, interior design shop etc and one block away is the well-known Palma Sport & Tennis Club. Diagonally across the street is trendy Santa Catalina with its wast selection of restaurants and bars and approx. 250 m straight down is Palma's beautiful harbor promenade. You live in the middle of everything and yet local and peaceful! It is also a quiet community of 6 apartments, 2 on each floor.",False,good,False,4839.0,False,False,False,False,False,False,,,flat,"Son Armadams, Palma de Mallorca",Flat,Top,False,,,
99777472,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/72/70/1054272924.jpg,2348,12,1,450000.0,flat,sale,152.0,True,3,1,subdistrict Sant Jaume,Balears (Illes),Palma de Mallorca,Ciutat Antigua,es,Sant Jaume,39.5719681,2.6479348,False,https://www.idealista.com/inmueble/99777472/,325,"This old town apartment is located in the heart of the old town just steps from the famous street de San Jaime The property is located on the first floor, accessed through a beautiful Mallorcan courtyard. The apartment still has the original Mallorcan doors, large windows and exposed beams. The living area of 135 m2 is divided into 4 bedrooms (3 double and 1 single) 1 bathroom, a large living room with lots of light and access to a small balcony, kitchen, laundry room and 2 storage rooms. In addition, the building has a roof terrace for the community with magnificent views of the old town.",False,good,False,2961.0,False,False,False,False,False,False,,,flat,"Sant Jaume, Palma de Mallorca",Flat,Top,False,,,
99484843,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/08/fb/1078862468.jpg,IBBOVERNM1122,19,4,185000.0,penthouse,sale,103.0,True,4,2,subdistrict Marqués de la Fontsanta,Balears (Illes),Palma de Mallorca,Las Avenidas,es,Marqués de la Fontsanta,39.5757284,2.6607281,False,https://www.idealista.com/inmueble/99484843/,1133,"Amelia Inmobiliaria offers EXCLUSIVELY: Great penthouse to REFORM in Marqués de la Fontsanta, Palma de Mallorca, Illes Balears!  It is a 4th without elevator in one of the best areas of Palma.  The apartment consists of 103m2 divided into a hall, large living room- dining room, 3 double bedrooms, two of them with fitted wardrobes, and one single, 2 full bathrooms and a closed kitchen. Thanks to its windows and its orientation, the apartment enjoys a lot of light throughout the day. In addition, we have access to two balconies. One on the main facade of the property and another on the back. Excellent opportunity both for investors and for those who want to live in one of the most sought-after areas of the island. Are you going to miss it? At Amelia Inmobiliaria, we seek to digitize the real estate market and we believe in the importance of personalized treatment, generating a unique and transformative experience for each client. Feel free to contact us for more information.",False,renew,False,1796.0,False,False,False,False,False,False,,,flat,"Marqués de la Fontsanta, Palma de Mallorca",Penthouse,Top,False,,penthouse,
98427135,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/a3/25/1011879773.jpg,2257,14,,2550000.0,chalet,sale,295.0,False,4,4,Costa de la Calma,Balears (Illes),Calvià,Costa de la Calma,es,,39.5240383,2.4836848,False,https://www.idealista.com/inmueble/98427135/,15145,"This light-flooded newly built villa offers plenty of space for family and friends, only a few minutes by car from the beaches of Costa Calma and Santa Ponsa. The open and fully equipped kitchen with cooking island is ideally integrated into the open living concept and has access to the terrace and also to the garden with pool and outdoor area. The large window fronts let a lot of light into the individual rooms and offer a beautiful view of the surrounding landscape. All 4 bedrooms have their own en suite bathroom. The bedrooms can be shaded with large blinds, providing additional privacy. In front of the bedrooms there is a specially designed garden with fruit trees and Mallorcan plants, reflecting the Mediterranean quality of life. In the basement there is a large carport and storage rooms, a direct access connects this area with the living level. The modern bungalow-style villa is situated in a very private location due to its special architecture and is ideally suited as a holiday property as well as a primary residence.",False,good,False,8644.0,False,False,False,False,False,False,True,True,chalet,"Costa de la Calma, Calvià",Terraced house,Top,,"[{'name': 'luxuryType', 'text': 'Luxury'}]",terracedHouse,
