propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,labels,topNewDevelopment,superTopHighlight,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.parkingSpacePrice,newDevelopmentFinished
101170413,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/7b/68/1113099284.jpg,R4050040,18,4,240000.0,flat,sale,128.0,True,4,2,Inmaculada Concepcion Benalmadena,Málaga,Benalmádena,Arroyo de la Miel,es,,36.6023503,-4.5314179,False,https://www.idealista.com/inmueble/101170413/,16472,"Here we present this beautiful apartment in Arroyo de la Miel, in Benalmádena.   It is distributed in four bedrooms (one of them has a sauna), two full bathrooms, large living room, separate kitchen fully equipped and furnished with utility room. Southeast facing terrace with sea view. Very bright, marble floors, new doors. It has a closed urbanization elevator. Closed garage included in the price. It is located in an unbeatable area close to all kinds of services, bars, supermarket, schools, pharmacies, train.. . Six minutes by car from the beach. Do not miss the opportunity and visit it without commitment. We also do virtual tours.",True,good,False,True,1875.0,True,False,False,False,,False,False,True,True,flat,,"Arroyo de la Miel, Benalmádena",Flat in Inmaculada Concepcion Benalmadena,Premium,,
100136258,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/b8/50/1070439920.jpg,T-24-CV,38,,295000.0,chalet,sale,140.0,False,3,2,El Bajondillo,Málaga,Torremolinos,El Bajondillo,es,,36.6199209,-4.5008115,False,https://www.idealista.com/inmueble/100136258/,13315,"The house is located very close to the center and only 5 minutes from the beach. It is ideal for investment due to its rental potential and also because the area is going to be revalued with the 'new Boulevard' project. In addition, an elevator is already approved by the community to avoid the stairs to access the house. On the entrance floor there is the living-dining room, the kitchen and a backyard with a toilet. On the first floor there is a bedroom and a spacious bathroom with a Jacuzzi. On the second floor there is a bedroom with an en-suite bathroom and a private terrace and another bedroom with a spiral staircase with access to a large room or storage room. The community has a swimming pool and private parking is included in the price. One step away from the center and all services, supermarkets, shops, banks, cafeterias, restaurants, public transport (train and bus) and medical center Contact us for a visit! Find more at.",False,good,False,,2107.0,True,False,True,False,,False,False,True,True,chalet,terracedHouse,"El Bajondillo, Torremolinos",Terraced house,Premium,,
100056037,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/11/bd/1067149176.jpg,CCA138,40,,395000.0,countryHouse,sale,200.0,False,8,4,Alquería-Torrealquería,Málaga,Alhaurín de la Torre,Alquería-Torrealquería,es,,36.6744089,-4.6305883,False,https://www.idealista.com/inmueble/100056037/,19374,"Located just 10 minutes by car from Alhaurín de la Torre, this cozy country house with another adjacent house is located in a quiet, bright and warm environment at any time of the year, where you can enjoy its views and natural environment with the family and friends. The exterior of the house, with a total area of 3,000m² completely flat, has as a plus an independent guest house, private pool, panoramic views, large parking area and land to plant fruit trees. The main house, on one level, has a total area of 139m² distributed as follows: spacious living room with fireplace, separate kitchen, five bedrooms and two bathrooms. The guest house has an area of 70m², a living-dining room, three bedrooms, an independent kitchen and two bathrooms. Don't miss out on this great buying opportunity! *In compliance with the RD of the Junta de Andalucía 218/2005 of October 11, Messrs. Consumers that at the indicated prices are not included the expenses derived from the purchase of real estate according to the laws in force, (ITP, notary expenses. etc. ). There are NO real estate brokerage fees additional to the sale price.",False,good,False,,1975.0,False,False,True,False,,False,False,True,True,countryHouse,casale,"Alquería-Torrealquería, Alhaurín de la Torre",Country home,Premium,,
99012693,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/61/c3/993599245.jpg,OVV0609,18,3,230000.0,flat,sale,85.0,True,2,1,"Avenida Antonio Manchado, 50",Málaga,Benalmádena,Solymar - Puerto Marina,es,,36.5954998,-4.5208915,True,https://www.idealista.com/inmueble/99012693/,16568,"Fantastic apartment with two bedrooms and two bathrooms for sale. If you want to enjoy the beautiful beaches of Benalmádena, as well as all its gastronomic and social offer. Located a few meters from the beach, very close to Puerto Marina and in a quiet area. It consists of two spacious bedrooms, equipped with built-in wardrobes and with lots of light. It should be noted that this house is recently renovated and has the latest technology. Fully equipped kitchen with high quality appliances. Do not miss the great opportunity to live next to the Marina, come and visit us!",False,good,False,True,2706.0,True,False,True,False,,False,False,,,flat,,"Solymar - Puerto Marina, Benalmádena","Flat in Avenida Antonio Manchado, 50",Premium,,
97484489,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/b1/c3/980809106.jpg,2206-1994-AGM,63,,390000.0,chalet,sale,250.0,False,4,3,"Chumberas, 2",Málaga,Alhaurín de la Torre,Platero - El Limón,es,,36.65932,-4.5666069,True,https://www.idealista.com/inmueble/97484489/,14675,"Are you looking for the ideal house to find tranquility and peace to live with your family or where you want to start forming that family? Do not move from this ad because I present the ideal house. In one of the best areas of Alhaurín de la Torre (El Limón) and with a unique design focused on maximum efficiency and luminosity, we find this magnificent corner Townhouse divided into 3 floors. Starting with the top floor, we find the best areas of the house to have family gatherings, such as the fabulous terrace with views of the city and the mountains, or where your children have quiet study areas that allow good concentration. On this floor we find, after climbing the wonderful marble stairs of the house, the first and main terrace of the house with wooden beams and an awning where you can enjoy the good weather of the Costa del Sol; a bedroom, a bathroom, a study room that can be another bedroom, a relaxation area with television and sofa, and another terrace. On the first floor, we find the main living room and separated by a sliding door we find the kitchen-dining room. The kitchen has been completely refurbished two years ago, and offers ample space for eating and cooking. After the kitchen we find an interior patio, with a covered area where the laundry is located. This interior patio offers a lot of light to both the rooms and the kitchen. This helps to keep the electricity consumption of the property to a minimum. Continuing on the first floor we find the 3 bedrooms, all with capacity for double beds, and the main bathroom. On the ground floor of this spacious house we find one of the areas that makes the property even more interesting: a 65m² commercial space in which any commercial activity can be developed or converted into an independent home, or even used as a large storage room or living room. of games or meetings. This local annex to the house has an independent entrance to the street. In addition to the premises, on the ground floor we find a room used as an office and the large garage for two small cars, or a car and a motorcycle. This house also has solar panels for hot water. Due to the distribution of the property, it is also interesting to divide the 3 floors and make a block of buildings with up to 4 apartments. The property is ready to receive visits. Are you going to miss it? AGM.",True,good,False,,1560.0,True,False,False,False,,False,False,True,True,chalet,terracedHouse,"Platero - El Limón, Alhaurín de la Torre","Terraced house in Chumberas, 2",Premium,,
100220088,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/53/a4/1073789937.jpg,103-00744,35,9,447000.0,flat,sale,115.0,True,2,2,"Calle Periodista Julio Amado, 2",Málaga,Torremolinos,Playamar,es,Playamar - Benyamina,36.6298719,-4.4942517,True,https://www.idealista.com/inmueble/100220088/,12067,"Are you looking for a spacious apartment with sea views in the towers of Playamar Torremolinos? We offer a bright, high floor with 2 bedrooms and two bathrooms of 115m2 with wonderful views of the sea and mountains. Beautiful and charming kitchen, with renovated plumbing and top brand appliances in perfect condition. Large bright dining room with double-glazed windows and blinds with room for several sofas, with a terrace where you can receive and spend good afternoons with family and friends. Bathrooms with direct light, double windows, new glass partitions and renovated plumbing. One en-suite. The bedrooms include fitted wardrobes made to measure with venetian wooden doors and interior also covered with wood in both rooms. The entire house except the closed balconies have wooden flooring in perfect condition. The balconies have ceramic floors imitating wood less than 3 years old. The house has another terrace currently used as an office with unobstructed views of the sea. This office can also be used as a guest bedroom as it has an enclosure and shutters. Double glazing surrounding the entire house and central air conditioning hot / cold. The urbanization consists of about 27,000 square meters, with several swimming pools with picnic tables, umbrellas, hammocks, leafy trees, a children's playground, mini golf, 2 tennis courts, ping-pong tables, a basketball court and a beach bar for days when you don't want to cook. At the exit of the enclosure we will find two supermarkets (Mercadona and Carrefour), a pharmacy, taxis, several restaurants (Vietnamese, Italian, Indian... ), bus stop, cafeterias and Bajondillo beach at 150m. You can park in the entire enclosure, with a license plate reader, two cars per apartment. The community price includes water, electricity, daily garbage collection on the same floor, security surveillance and maintenance. Do you want to know more details about this fantastic home? Do not hesitate and contact us, we are looking forward to introducing you to your new home!",True,good,False,True,3887.0,True,False,True,False,,False,False,True,True,flat,,"Playamar - Benyamina, Torremolinos","Flat in Calle Periodista Julio Amado, 2",Premium,,
101170837,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/76/82/1113111238.jpg,681,28,4,399000.0,flat,sale,182.0,True,2,2,Avenida Gandhi no number,Málaga,Benalmádena,Parque de la Paloma,es,,36.5934366,-4.5334198,True,https://www.idealista.com/inmueble/101170837/,17380,"This corner property enjoys a huge terrace with unobstructed views and is perfectly located, walking to the beach, in front of the famous Parque de la Paloma and a step away from all the services in Benalmádena Costa. It is a 4th floor apartment located in a renowned urbanization with garden areas and a nice swimming pool. We access the property directly from the parking with the elevator: entrance hall, large and fully equipped kitchen, spacious living room with direct access to the beautiful corner terrace with the possibility of creating a unique outdoor space with barbecue area, jacuzzi etc.. . From the living room we access the bedroom area, both with built-in wardrobes, the main one has an en-suite bathroom and a private terrace + another bathroom with a shower. It is an apartment with lots of natural light, it has double glazing and marble floors, it is located near Avenida de las Palmeras where there are restaurants, a supermarket, a pharmacy, paddle tennis courts, etc. It is sold with a large underground parking space. Negotiable.",True,good,False,True,2192.0,False,False,False,False,,False,False,True,True,flat,,"Parque de la Paloma, Benalmádena",Flat in Avenida Gandhi no number,Premium,,
99811895,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/a3/9f/1055454977.jpg,W-02QP5L,48,,990000.0,chalet,sale,432.0,False,4,6,Calle José María Alonso,Málaga,Málaga,Este,es,Pinares de San Antón,36.7301274,-4.3600163,False,https://www.idealista.com/inmueble/99811895/,5546,"The house that we present here surprises you with the quality and quantity of details and rooms that make it a unique product. Built in 2005 and expanded and renovated by its previous owners, the house stands out for the light in its rooms, thanks to its large windows and the existing glass panels in different areas. The distribution of the main floor is very harmonious, with communications between the different rooms and the outdoor terrace, highlighting the spacious living room with fireplace and the kitchen with a central island. On the upper floors, we find three bedrooms with their private bathrooms (one of them with a large attic and the main one with a dressing area, private terrace, shower cabin and bathtub). The lower floor deserves special mention where we find everything that makes this house unique. These are carefully decorated and equipped spaces such as the bar, the wine cellar, the gym with sauna and shower and the jewel in the crown: a cinema room equipped with the latest technology. The house is completed with different storage spaces, a study for guests or service and a large garage with space for two large cars and motorcycles. If the interior is spectacular, the outdoor areas are not far behind, with a wonderful porch and a large summer terrace facing south and direct access from the living room and dining room where you can enjoy a barbecue with family and/or friends and spectacular views of the sea. At the back it has a small private garden from where you can access the common areas that have pleasant walks, a rest area and two swimming pools.",True,good,False,,2292.0,True,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,True,True,chalet,semidetachedHouse,"Pinares de San Antón, Málaga",Semi-detached house in Calle José María Alonso,Premium,,
100243218,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/f5/d9/1074790390.jpg,2206-2323-JG1,30,,570000.0,chalet,sale,392.0,False,5,3,"Calle Moreno Nieto, 5",Málaga,Málaga,Bailén - Miraflores,es,Victoria Eugenia,36.7297324,-4.4366898,True,https://www.idealista.com/inmueble/100243218/,1666,"Located in the capital of Málaga, this 5-bedroom house has a privilege of being situated within few km from the lively centre of the tourist city of Málaga with all its amazing gastronomic, cultural and shopping offer. An ideal house for year-round living or converting it into a nice boutique hotel with 5 independent apartments.  The tranquillity is breathed by being located in a neighbourhood that is situated outside the historic centre, without losing its connection with the best authentic places and tourist attractions of Málaga which we can reach by car in just 10 minutes. Its strategically perfect location offers the possibility of reaching the train/bus station in 10 minutes, the port of Málaga - 15 minutes and the airport - 20 minutes by car. The property occupies 392 square meters, it is built on a 200 m2 plot, where we can, also, highlight a sunny interior patio. The rooms are designed to provide you peace and plenty of light. The house is distributed in two levels. We enter the first floor where we can find a large living room with a fireplace and a fully equipped kitchen. The first of the 5 bedrooms is located on this first floor. From the same level we have a direct access to the interior patio where you can enjoy the sun and quiet hours of the day. On the upper floor there are 4 bedrooms, 2 bathrooms - one of them is en-suite, and two open terraces. Large windows, sunny interior patio, spacious terraces and privileged location make this property truly wonderful home. Garage for 5 vehicles + 2 motorcycles and storage room - included in the price of the house. Also, it is worth mentioning the solar panels for hot water; and the photovoltaic panels for electricity consumption, installed in May 2021. Book now a visit to this beautiful property. Will it be the house you are searching for? JG1.",False,good,False,,1454.0,False,False,False,False,,False,False,True,True,chalet,terracedHouse,"Victoria Eugenia, Málaga","Terraced house in Calle Moreno Nieto, 5",Premium,,
99482655,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/54/cc/1045379752.jpg,2206-2254-KRD,45,,500000.0,chalet,sale,235.0,False,3,3,"Calle Benahavís, 252",Málaga,Alhaurín de la Torre,Pinos de Alhaurín,es,,36.6433762,-4.5922884,True,https://www.idealista.com/inmueble/99482655/,17537,"Charming independent house on a plot of 2489 m2 with open views to the mountains, in the most exclusive area of Alhaurín de la Torre: Pinos de Alhaurín. With 3 bedrooms, 1 large additional bedroom with living room and toilet in the attic, swimming pool, large gardens, tennis court, covered barbecue area, playground and large garage with capacity for several cars. It is located in a privileged area due to its location and the tranquility of its surroundings: A few minutes from the center of Alhaurín where you can enjoy all its services and a few kilometers from the Center of Malaga, the Airport and the beaches of the coast. Also close to the Lauro Golf course and the Jarapalo Shooting range. If you want to live in one of the best and most valued areas of the Costa del Sol, surrounded by mountains, where you can breathe peace and tranquility without giving up the comfort of having all kinds of services at your fingertips and being able to enjoy the wonderful quality of life on the Costa del Sol, do not hesitate and come and see this wonderful property. This magnificent house is located on a 2489m2 plot and has a constructed area of 235 meters, a 193m2 tennis court, a 48m2 pool and consists of 2 floors: On the ground floor we find a covered barbecue, a beautiful entrance Porsche, a spacious and bright dining room and a living room open to the terrace where we can enjoy unbeatable views of the plot and its beautiful gardens. In the back we find a large kitchen with an additional dining room, a pantry and a bathroom, with access to the outside to a garden and a small park and/or children's play area. Then, going up the stairs, we find a spacious hall with a built-in wardrobe and access via a folding staircase to the attic of the house converted into a renovated open-plan guest room with a living room and a toilet. On the same floor there is a complete bathroom, a very spacious single bedroom with its built-in wardrobe, 2 double bedrooms with built-in wardrobes and access to a large terrace with wonderful views of the gardens and surroundings. From this floor you can access the pool area and the exterior of the house: a tennis court, a small warehouse house, a plot of land divided into 3 terraces with trees and fruit plants. A complete covered barbecue. Independent house or chalet 2 plants 3 bedrooms +1 bedroom in attic 2 bathrooms 1 toilet. 2,483 m² plot Terrace Balcony Parking space included in the price second hand/good condition Built-in cabinets Storage room. equipment Swimming pool Yard Tennis court covered barbecue KRD.",False,good,False,,2128.0,False,False,False,False,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Luxury'}]",False,False,True,True,chalet,independantHouse,"Pinos de Alhaurín, Alhaurín de la Torre","Detached house in Calle Benahavís, 252",Premium,,
100964442,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/1a/3f/1105405358.jpg,2206-2414-BCB,25,,420000.0,chalet,sale,151.0,False,4,3,subdistrict Olletas - Sierra Blanquilla,Málaga,Málaga,Centro,es,Olletas - Sierra Blanquilla,36.736786,-4.4058527,False,https://www.idealista.com/inmueble/100964442/,2206,"Do you want to live in a new house, in a quiet area of Malaga and have a strategic location, close to everything? We exclusively present this charming house, which is ideally located next to the Camino de los Almendrales, a couple of minutes from Pinos del Limonar and a couple of minutes from the A7 motorway and the center of Malaga. In an area where new high standing urban complexes are being built and where the construction of a shopping center is scheduled. The house, which is South facing, has received a comprehensive reform in 2020 with a modern and simple style and has been decorated with furniture in a warm, neutral style and in tune with the light that floods the house. The house is divided into three floors, on the ground floor we find a large garage with capacity for one vehicle and the possibility of installing shelves for extra storage, as well as two halls, one outside, ideal for leaving packages once the door has been opened to through the mobile app and the interior of the house itself. On the first floor we have the rest area, since it is where the 4 bedrooms and two bathrooms are located, one of them en suite, counting the entire floor with parquet flooring. On the second floor there is the living-dining room, the kitchen and a bathroom with a shower, as well as a large terrace where you can enjoy views of the countryside and sun during most of the day, due to its south orientation. It can be seen that a lot of time and resources have been dedicated to the comprehensive reform of the home, paying attention to detail to obtain a home of high quality and comfort. On this same floor we find an ideal patio to enjoy the tranquility and aromas of nature, enjoy children or rest area for your pet. In addition, there is a closed diaphanous space of about 14m2 that is currently used for storage, but which is a very flexible space since it can be set up as an office or even an apartment since it has electricity and water outlets, and a semi-independent entrance. The house stands out for being in full contact with nature since the north side borders the Montes de Málaga Natural Park, being able to enjoy a few minutes of beautiful places where you can go hiking and outdoor activities and impressive views of the sea. Completely ready to move into since the furniture and appliances are included, which, being so new, are under warranty, be sure to come and see it, it is worth it.",False,good,False,,2781.0,False,False,False,False,,False,False,True,True,chalet,semidetachedHouse,"Olletas - Sierra Blanquilla, Málaga",Semi-detached house,Premium,,
99621806,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/fe/5b/1049586373.jpg,22/220,30,bj,995000.0,countryHouse,sale,530.0,False,8,6,Totalan,Málaga,Totalan,,es,,36.7640182,-4.2978771,False,https://www.idealista.com/inmueble/99621806/,11977,"Total surface area 530 m², rural property plot area 10000 m².",False,good,False,,1877.0,False,False,False,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,True,True,countryHouse,countryHouse,Totalan,Estate,Premium,,
100923747,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/6c/c1/1104057849.jpg,MLG40273,39,4,588000.0,flat,sale,112.0,True,3,2,Paseo Marítimo Ciudad de Melilla,Málaga,Málaga,Este,es,Malagueta - Monte Sancha,36.7181995,-4.4106616,False,https://www.idealista.com/inmueble/100923747/,1004,"Lucas Fox presents this wonderful apartment for sale with spectacular frontal views of the bay and the port of Malaga. This beautiful apartment is located in one of the best areas of La Malagueta, a few steps from the seafront promenade, the port and the beaches. It is distributed in three bedrooms and two bathrooms.  Upon entering the property, there is a entrance hall that leads to the kitchen area with its complete dining room. After the kitchen, we find the spacious living room with a dining area with natural light. To the right, we find the night area, which houses the master suite with its private terrace and bathroom and a second bedroom with an ironing area. The property is completed with a third bedroom.  The apartment is located on the seafront promenade, which offers all kinds of amenities such as bus stops, pharmacies, restaurants, shops and leisure area. It has a bus stop that allows us to enjoy all the pleasures of living in Malaga and only 5 minutes from the centre.  Contact Lucas Fox for more information.",False,good,False,True,5250.0,True,False,False,True,,False,False,,,flat,,"Malagueta - Monte Sancha, Málaga",Flat in Paseo Marítimo Ciudad de Melilla,Premium,,
100657226,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/7a/af/1094809728.jpg,5-2,17,5,369995.0,penthouse,sale,151.0,True,3,2,"Calle Valdepeñas, 12",Málaga,Benalmádena,Arroyo de la Miel,es,,36.6050354,-4.5353902,True,https://www.idealista.com/inmueble/100657226/,16450,"Your new home: 3-bedroom, 2-bathroom penthouse in a fantastic 30-unit building. Works in beginning! New home on the Costa Del Sol, in Arroyo de la Miel, Benalmádena, an urban and quiet area with all services. One step away you will have schools, institutes, a pharmacy, supermarkets.. . 900m from the Cercanías Train station, and with easy access to the Autovía del Mediterráneo, just 10 minutes from the airport. The EXCELLENCE BUILDING stands out for its beautiful community pool with views of the sea and the mountains in the solarium, where we will also find showers and changing rooms. Given its location, you will be able to enjoy the sun all day and all year round. Solarium and community pool with great views of the sea on the 6th floor. All the houses are exterior, spacious and bright, as well as wonderful terraces. Your vehicle will be protected, thanks to the garage in the basement, from which you will have easy access to your home. Ventilated façade made up of ceramic plates, which stands out for its high quality, durable finishes, high aesthetic possibilities and indisputable advantages of thermal and acoustic insulation. Aerothermal system that works with a state-of-the-art heat pump designed to provide cooling in summer, heating in winter and hot water all year round. American kitchen fully furnished with a modern design and LED lighting under the wall units and equipped with all energy-efficient appliances according to current times. Modern design and LED lighting in the master bedroom and living room, indirect lighting footlights are placed in ceiling recesses by means of led strips equipped with intensity regulator in both rooms. Aluminum carpentry with thermal bridge and double glazing type ""Climalit"". In the hall, living room, distributor and bedrooms: laminated floating flooring Very comfortable, open, spacious and bright spaces Expected delivery mid-2024 VERIFIED QUALITY: ALL HOMES ARE SUBJECT TO STRICT SUPERVISION BEFORE THEY ARE DELIVERED. Do not hesitate to contact us for more information. TU INVERSIÓN INMOBILIARIA.",False,good,False,True,2450.0,True,False,False,False,,False,False,,,flat,penthouse,"Arroyo de la Miel, Benalmádena","Penthouse in Calle Valdepeñas, 12",Premium,,
99912302,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/ed/0c/1060238359.jpg,MZ-MAL-AURORA,78,8,350000.0,penthouse,sale,114.0,True,4,3,"Avenida de la Aurora, 48",Málaga,Málaga,Cruz de Humilladero,es,Carranque - Haza Cuevas,36.7151908,-4.4403691,True,https://www.idealista.com/inmueble/99912302/,1831,"GESLAWBROKERS IS PLEASED TO PRESENT YOU THIS MAJESTIC PENTHOUSE LOCATED VERY CLOSE TO THE CENTER OF MÁLAGA! WHO DOESN'T WANT TO LIVE IN THE MAGNIFICENT CITY OF MÁLAGA? We have the right size home to start the new chapter of your life... This wonderful home is located very close to the center of Malaga on Avenida de la Aurora and surrounded by shops such as supermarkets, clothing stores, shopping centers, health center, bus stop, near the English court.It has excellent communication with the N-340.- Fantastic Penthouse with 4 bedrooms and 3 bathrooms located on the eighth floor of a building with two elevators with few neighbors as it has 4 apartments per floor, completely renovated: electrical installation, plumbing, etc.With a tourist rental license, ideal as an investment due to its excellent location, it consists of 114 m2 of construction and 95 m2 of utility, an impressive living-dining room with a unique style, thought of in every detail, climalit windows, air conditioning, porcelain floors, and much more...integrated kitchen furnished and equipped with the highest qualities, one with a window with panoramic views of the city, 4 large bedrooms, the main one with a dressing room en suite with a bathtub and hydromassage, the second bedroom with a built-in wardrobe also en suite with a shower and hydromassage and terrace, 3 luxury bathrooms in total the house has.The house is delivered fully furnished.- IBI: €322 ANNUAL COMMUNITY: €50 Brokerage fees are NOT included. DON'T MISS THE OPPORTUNITY OFFERED BY GESLAWBROKERS! If you want to live in a dream place on the Costa del Sol and not miss this OPPORTUNITY, do not hesitate to call us without obligation! we will be delighted to assist you. Request a visit and I will be happy to guide you for free throughout the purchase process.In addition, if you need to finance the purchase of this property, we have an experienced mortgage advisory department to offer you the best financing on the market easily and free of charge. In compliance with the Decree of the Junta de Andalucía 2182005 of October 11 | the client is informed that the notarial expenses | registration | itp | and other expenses inherent to the purchase | are not included in the price.The consumer has the right to receive a copy of the corresponding abbreviated information document of the home."". Do you want to buy or sell a home in Mijas, Torremolinos, Marbella, Fuengirola or Malaga?You can also visit us at: Facebook.com/geslawbrokers instragram.com/geslawbrokers. I am Miguel from Geslawbrokers and I am at your disposal.-.",True,good,False,True,3070.0,True,False,False,False,,False,False,,,flat,penthouse,"Carranque - Haza Cuevas, Málaga","Penthouse in Avenida de la Aurora, 48",Premium,,
101068010,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/fa/19/1108933603.jpg,2206-2432-MCL,26,,400000.0,chalet,sale,127.0,False,4,2,"Calle San Modesto, 4",Málaga,Málaga,Ciudad Jardín,es,Ciudad Jardín,36.73458,-4.4241311,True,https://www.idealista.com/inmueble/101068010/,1502,"Recently renovated, this 127 m2 terraced house with 4 bedrooms and 2 bathrooms is located in a residential area of Ciudad Jardín, in a quiet street with preferential pedestrian access, close to shops and the Rosaleda stadium. It is distributed over 3 floors: a basement, ground floor and first floor and consists of a patio, terrace and garage, with ample storage spaces. On the ground floor we find the large garage, with a bathroom, the living-dining room and kitchen, as well as access to the side patio with a laundry room. The recently renovated kitchen, like the rest of the house, is very functional, and the entire ground floor is accessible without any kind of steps. The patio, large and shaded, guarantees calm and coolness in the summer months. In the basement we find a large open space that can be used as a bedroom, office, games room, etc. since it has exterior ventilation and an air chamber. Through the comfortable stairs, you access the first floor, consisting of 1 bathroom and 3 bedrooms, all of them with built-in wardrobes except for one of them that has a space for a dressing room. The plant also has a solarium terrace. The upper part has many windows, which gives the house a lot of light, both on the first floor and on the ground floor. Lovers of tranquility, comfort and space, this house will know how to give you the comfort you are looking for. MCL.",False,good,False,,3150.0,False,False,False,False,,False,False,,,chalet,terracedHouse,"Ciudad Jardín, Málaga","Terraced house in Calle San Modesto, 4",Premium,,
100943794,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/7a/39/1104722643.jpg,SUS-MOR-ALB,76,,750000.0,chalet,sale,390.0,False,3,3,Calle BERGANTIN,Málaga,Rincón de la Victoria,La Cala del Moral,es,,36.7196103,-4.3148924,False,https://www.idealista.com/inmueble/100943794/,9482,"Geslawbrokers presents BEAUTIFUL INDEPENDENT CHALET, EACH BEDROOM WITH ITS EN-SUITE BATHROOM, made with great taste, high-end qualities, rustic style, in perfect condition, ready to move into, in the Don Miguel Urbanization, in La Cala del Moral, residential area, very quiet and a few minutes from the town of La Cala del Moral and its beaches. House on a 613 m2 plot, a 40 m2 porch with a South West orientation, making it very bright and sunny and 390 m2 built that are distributed as follows: Main floor: large entrance hall with double height ceiling and a large crystal chandelier.To the right is a large built-in wardrobe and, next to it, the access door to the independent peninsula-style kitchen, fully furnished and equipped, a large pantry, a laundry room and at the back a door that leads to the 40 m2 porch.From said porch we go down some small stairs that give access to the garden areas with high-end artificial grass and to the saltwater pool with a counter-current swimmer, night lights and automatic pool cleaner. From the hall to the left we have the stairs that go down from the semi-basement, a toilet and, next, a bedroom with a built-in wardrobe, air conditioning and an en-suite bathroom.In front of the entrance we find a large living room with fireplace, air conditioning and access to a terrace.The dining room with double sliding doors communicates with the kitchen, which is very comfortable. Upstairs we access by a large staircase with large glass windows that illuminate with natural light.To the left is a bedroom with a built-in wardrobe, air conditioning and an en-suite bathroom.In the background, the master bedroom with air conditioning, dressing room, bathroom en suite with hydromassage bathtub and shower tray and a large terrace with sea views.The bedrooms are DOUBLE with wardrobes and en suite, the main one has a dressing room. Basement, we enter the garage through an automatic door with bars and another metal folding door.They are two independent spaces with two doors for each vehicle.In said garage there is also a small room where the heating boiler and the hot water accumulator are located.Next we enter the house through an armored door and access the semi-basement (it has two windows) where we find a large dressing room on the right, followed by a large open space with a bar counter, a living room, an office, a bed marriage and, in the background, a toilet; so this part of the house can be used as an independent apartment. The house is rustic in style, with Porcelanosa stoneware floors and wooden flooring in the living room and basement.The stairs have wooden railings and windows with very beautiful stained glass windows, PVC windows with armored glass, cistern, water tank, pressure group, video intercom, gas central heating with water radiators, automatic garage doors and alarm system. A lot of privacy since there are no houses in front nor can it be built and no one has access to the pool. It is sold furnished ready to move into. IBI: €1258.70 In compliance with the Decree of the Junta de Andalucía 2182005 of October 11 | the client is informed that the notarial expenses | registration | itp | and other expenses inherent to the purchase | are not included in the price.The consumer has the right to receive a copy of the corresponding abbreviated information document of the home."". I am Susana, a salesperson for GESLAWBROKERS in these areas and I am at your disposal.",True,good,False,,1923.0,True,False,False,False,"[{'name': 'villaType', 'text': 'Villa'}]",False,False,True,True,chalet,independantHouse,"La Cala del Moral, Rincón de la Victoria",Detached house in Calle Bergantin,Premium,,
