propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,labels,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished
100231967,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/fa/e2/1074359720.jpg,VV2301066,28,4,824000.0,penthouse,sale,125.0,True,2,2,Calle de Mossèn Femades,València,València,Ciutat Vella,es,Sant Francesc,39.4671066,-0.3758826,False,https://www.idealista.com/inmueble/100231967/,312,"Penthouse for sale with Terrace in San Francesc (Valencia) 78 sqm penthouse with a 37sqm Terrace and views in San Francesc, Valencia. The property has 2 bedrooms, 2 bathrooms, parking space, air conditioning, fitted wardrobes, laundry room, balcony, heating and concierge.",True,good,False,True,6592.0,True,False,False,False,False,False,True,True,flat,"Sant Francesc, València",Penthouse in Calle de Mossèn Femades,,penthouse,,
100335782,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/62/d4/1079501001.jpg,VV2301103,23,5,558000.0,flat,sale,194.0,True,4,2,Avenida de l'Oest,València,València,Ciutat Vella,es,El Mercat,39.4730252,-0.3776849,False,https://www.idealista.com/inmueble/100335782/,367,"Flat for sale in El Mercat (Valencia) 194 sqm flat in El Mercat, Valencia. The property has 4 bedrooms, 2 bathrooms, air conditioning, fitted wardrobes, heating and storage room.",False,good,False,True,2876.0,True,False,False,False,False,False,,,flat,"El Mercat, València",Flat in Avenida de l'Oest,,,,
100203413,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/19/a8/1073043899.jpg,VV2301056,30,2,746000.0,flat,sale,158.0,True,2,2,Calle de Mossèn Femades,València,València,Ciutat Vella,es,Sant Francesc,39.4679354,-0.3739938,False,https://www.idealista.com/inmueble/100203413/,294,"Flat for sale with views in El Mercat (Valencia) 158 sqm flat with views in El Mercat, Valencia. The property has 2 bedrooms, 2 bathrooms, parking space, air conditioning, fitted wardrobes, laundry room, balcony, heating and concierge.",True,good,False,True,4722.0,True,False,False,False,False,False,True,True,flat,"Sant Francesc, València",Flat in Calle de Mossèn Femades,,,,
100266595,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/2c/45/1075588085.jpg,VV2301078,45,en,420000.0,flat,sale,166.0,True,4,2,Paseo de Russafa,València,València,Ciutat Vella,es,Sant Francesc,39.4668395,-0.3744657,False,https://www.idealista.com/inmueble/100266595/,374,"Flat for sale with views in San Francesc (Valencia) 166 sqm flat with views in San Francesc, Valencia. The property has 4 bedrooms, 2 bathrooms, air conditioning and heating.",True,good,False,True,2530.0,True,False,False,False,False,False,,,flat,"Sant Francesc, València",Flat in Paseo de Russafa,,,,
100115051,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/15/fd/1069628273.jpg,VV2301015,28,1,380000.0,flat,sale,130.0,True,2,2,Calle dels Valencians,València,València,Ciutat Vella,es,La Seu,39.4752649,-0.379813,False,https://www.idealista.com/inmueble/100115051/,668,"Luxurious apartment in La Seu This wonderful property of 130m2 is located in the heart of Valencia, in a stately building of high quality, in one of the best areas of Valencia, near the Plaza de la Virgen, the Torres de Serrano, El Mercado, etc. This spectacular property is completely renovated with high quality materials. It has two double bedrooms with full bathrooms incorporated and great storage in the closets. It has a living room with kitchen, very spacious and bright. The kitchen designed to detail with high quality materials and gray main color, also has a large storage capacity This incredible property is close to supermarkets, markets, luxury shops, restaurants, pubs, cinemas, museums, public transport, schools, health centers, etc. An unbeatable location. If you are interested, do not hesitate to visit.",True,good,False,True,2923.0,True,False,False,False,False,False,,,flat,"La Seu, València",Flat in Calle dels Valencians,,,,
100244303,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/ba/03/1074823624.jpg,VV2301071,38,bj,780000.0,flat,sale,204.0,True,3,4,Calle de Buenos Aires,València,València,L'Eixample,es,Russafa,39.4627747,-0.3756816,False,https://www.idealista.com/inmueble/100244303/,794,"Flat for sale with Terrace in Ruzafa (Valencia) Brand new 204 sqm flat with Terrace and views in Ruzafa, Valencia. The property has 3 bedrooms, 4 bathrooms, fireplace, air conditioning, fitted wardrobes, laundry room, garden, heating, concierge and storage room.",True,good,False,False,3824.0,True,False,False,False,False,False,,,flat,"Russafa, València",Flat in Calle de Buenos Aires,,,,
99882734,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/5d/ec/1059070093.jpg,VV2211004,35,1,675000.0,flat,sale,192.0,True,3,2,Calle de les Avellanes,València,València,Ciutat Vella,es,La Seu,39.4723823,-0.3730259,False,https://www.idealista.com/inmueble/99882734/,393,"Flat for sale with Terrace in La Seu (Valencia) 177 sqm flat with Terrace and views in La Seu, Valencia. The property has 3 bedrooms, 2 bathrooms, air conditioning, fitted wardrobes, laundry room, balcony and heating.",True,good,False,True,3516.0,True,False,False,False,False,False,,,flat,"La Seu, València",Flat in Calle de les Avellanes,,,,
100592521,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/5e/4e/1092943368.jpg,04536,36,3,440000.0,flat,sale,182.0,True,4,2,Calle de Conca,València,València,Extramurs,es,Arrancapins,39.4668393,-0.383283,False,https://www.idealista.com/inmueble/100592521/,690,"THIS AD CONTAINS 360º PHOTOGRAPHY, 3D PLANS AND VIDEO VISIT OF THE HOUSE.CLICK ON ITS ICONS. Casas del Mediterráneo offers for sale this fabulous completely renovated property between the Ramón y Cajal and Fernando el Católico streets, one of the residential areas with the greatest commercial activity and best communications in the city of Valencia.The house, with a built area of 182 m2, has been completely renovated with high-end materials. From its hall we directly access its spacious and cozy living room with access to a terrace bathed in the afternoon sun.Its two orientations offer light and provide good energy efficiency, also having the desirable cross ventilation.Next to the living room we find the fully equipped kitchen with custom-made designer furniture and large storage capacity, whose office configuration generates an added value of design and practicality.Four double bedrooms, all of them equipped with built-in wardrobes, a large dressing room, an east-facing balcony and two bathrooms complete the distribution of the house.In addition, it has an optional garage space located in the same building. Completely renovated with magnificent qualities and whose interior design has been taken care of in detail, this property has a distinguished and elegant style to enjoy tranquility and well-being at home. The photographs faithfully show the excellent qualities that this house has.It also has a natural gas boiler heating system with radiators in all rooms.Its marble flooring in large-format pieces gives the house a neutral and timeless character, of high quality, accepting any furniture and decoration. Located in the urban center of Arrancapins, it will allow you to live just a five-minute walk from the city center, enjoy its intense commercial life, its multiple cultural and restaurant offerings, and take advantage of the splendid communication network, both by metro as a bus, which makes this area one of the most recommended, and don't forget that you can have a parking space in the same building that will give you a better quality of life! *The information contained in this publication, both in relation to the physical conditions of the property and the price, is indicative and has no contractual or binding content.",True,good,False,True,2418.0,True,False,True,False,False,False,True,False,flat,"Arrancapins, València",Flat in Calle de Conca,,,30000.0,
99729153,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/dc/e8/1052623113.jpg,VV2211059,37,2,1250000.0,flat,sale,289.0,True,5,4,Paseo de l'Albereda,València,València,El Pla del Real,es,Exposició,39.4752771,-0.3625763,False,https://www.idealista.com/inmueble/99729153/,1319,"Flat for sale with views in Exposició (Valencia) 289 sqm flat with views in Exposició, Valencia. The property has 5 bedrooms, 3 bathrooms, 1 parking space, air conditioning, fitted wardrobes, laundry room, balcony, heating and concierge.",True,good,False,True,4325.0,True,False,False,False,False,False,True,True,flat,"Exposició, València",Flat in Paseo de l'Albereda,,,,
100003189,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/22/cb/1064541174.jpg,VV2212052,30,5,397000.0,penthouse,sale,146.0,True,2,2,Calle de Martínez Aloy,València,València,Extramurs,es,Arrancapins,39.4627061,-0.3877443,False,https://www.idealista.com/inmueble/100003189/,1267,"Penthouse for sale with Terrace in Arrancapins (Valencia) Brand new 84 sqm penthouse with a 62sqm Terrace and views in Arrancapins, Valencia. The property has 2 bedrooms, 2 bathrooms, 1 parking space, air conditioning, fitted wardrobes, balcony and storage room.",True,good,False,True,2719.0,True,False,False,False,False,False,True,True,flat,"Arrancapins, València",Penthouse in Calle de Martínez Aloy,,penthouse,,
100626935,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/fe/c2/1093929824.jpg,VV2302093,56,,500000.0,chalet,sale,358.0,False,5,3,C. Montgó,València,Godella,Campolivar,es,,39.5338363,-0.4343105,False,https://www.idealista.com/inmueble/100626935/,8678,"House for sale with Terrace in Campolivar 177 sqm house with Terrace and views in Campolivar. The property has 5 bedrooms, 3 bathrooms, swimming pool, fireplace, parking space, fitted wardrobes, balcony, garden, heating, concierge and storage room.",True,good,False,,1397.0,True,False,False,False,False,False,True,True,chalet,"Campolivar, Godella",Detached house in C. Montgó,"[{'name': 'villaType', 'text': 'Villa'}]",independantHouse,,
99869308,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/87/f0/1058284562.jpg,VV2212011,42,15,525000.0,flat,sale,150.0,True,4,2,Avenida del Professor López Piñero,València,València,Quatre Carreres,es,Ciutat de les Arts i de les Ciencies,39.456471,-0.357003,False,https://www.idealista.com/inmueble/99869308/,2229,"Flat for sale with Terrace in Ciudad de la Justicia (Valencia) 150 sqm flat with a 5sqm Terrace and views in Ciudad de la Justicia, Valencia. The property has 4 bedrooms, 2 bathrooms, swimming pool, gymnasium, 1 parking space, air conditioning, fitted wardrobes, laundry room, balcony, garden, heating and concierge.",True,good,False,True,3500.0,True,False,False,False,False,False,True,True,flat,"Ciutat de les Arts i de les Ciencies, València",Flat in Avenida del Professor López Piñero,,,,
100013396,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/00/a6/1065039771.jpg,VV2212056,35,1,355000.0,flat,sale,113.0,True,2,2,Calle de Martínez Aloy,València,València,Extramurs,es,Arrancapins,39.4646153,-0.3876655,False,https://www.idealista.com/inmueble/100013396/,1139,"Flat for sale with Terrace in Arrancapins (Valencia) Brand new 84 sqm flat with a 29sqm Terrace and views in Arrancapins, Valencia. The property has 2 bedrooms, 2 bathrooms, 1 parking space, air conditioning, fitted wardrobes and balcony.",True,good,False,True,3142.0,True,False,False,False,False,False,True,True,flat,"Arrancapins, València",Flat in Calle de Martínez Aloy,,,,
99977998,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/9e/bb/1065272814.jpg,VV2212037,33,1,360000.0,flat,sale,130.0,True,2,2,Calle de Martínez Aloy,València,València,Extramurs,es,Arrancapins,39.4622977,-0.3868784,False,https://www.idealista.com/inmueble/99977998/,1241,"Flat for sale with Terrace in Arrancapins (Valencia) Brand new 84 sqm flat with a 47sqm Terrace and views in Arrancapins, Valencia. The property has 2 bedrooms, 2 bathrooms, 1 parking space, air conditioning, fitted wardrobes, balcony and storage room.",True,good,False,True,2769.0,True,False,False,False,False,False,True,False,flat,"Arrancapins, València",Flat in Calle de Martínez Aloy,,,27000.0,
100882368,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/a8/75/1102084373.jpg,VV2303021,30,5,230000.0,penthouse,sale,99.0,True,2,1,subdistrict Albors,València,València,Camins al Grau,es,Albors,39.4676212,-0.352634,False,https://www.idealista.com/inmueble/100882368/,2046,"Penthouse for sale with Terrace in Albors (Valencia) 99 sqm penthouse with a 20sqm Terrace and views in Albors, Valencia. The property has 2 bedrooms, air conditioning, fitted wardrobes, heating and storage room.",True,good,False,True,2323.0,True,False,False,False,False,False,,,flat,"Albors, València",Penthouse,,penthouse,,
99493425,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/72/0f/1092942611.jpg,04502,31,5,380000.0,duplex,sale,148.0,True,4,2,Calle del Literat Azorín,València,València,L'Eixample,es,Russafa,39.4583089,-0.3766326,False,https://www.idealista.com/inmueble/99493425/,1289,"Casas del Mediterráneo offers the sale of this beautiful property full of charm, located in the heart of Russafa, the nerve center of leisure and alternative culture. Undoubtedly the trendy and fashionable neighborhood of the city. The duplex house has a total built area of 148 square meters distributed over two clearly differentiated and currently separate floors. You can join and integrate them by means of a comfortable ladder, or leave them independent according to your needs. On the main floor of 110 square meters we find the living area, a large common space, square, full of light and sun, from which you can easily access the rest of the house. Next to it and separated by a large sliding door, we enter the kitchen, recently renovated, all clad in walnut wood and equipped with Neff appliances, the top of the German high-end. A covered laundry area is integrated into this beautiful space that exudes design and warmth. Three large bedrooms with fitted wardrobes and a fantastic modern and functional bathroom complete the interior layout of the main floor. The upper floor consists of a diaphanous area of 40 square meters provided with a separate toilet; a cozy place that stands out for the beauty of its high sloping ceilings with rehabilitated original wooden beams. A versatile, welcoming space with a soul, with a clear Mediterranean style, ideal as a work or rest area. The house is equipped with a natural gas boiler heating system with radiators in all rooms on the two floors, as well as split air conditioning with heat pump. The tilt-and-turn windows with double glazing help to create a comfortable and pleasant environment. A house to enjoy with your family and friends. Located in the emerging neighborhood of Russafa, cosmopolitan and full of activity. Immerse yourself in its streets and discover its intense cultural life, the creativity of its people, its wide and varied culinary offer, factors that make everyday life in Russafa a lifestyle.",False,good,False,True,2568.0,True,False,True,False,False,False,,,flat,"Russafa, València",Duplex in Calle del Literat Azorín,,duplex,,
96723266,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/dc/4d/1092942378.jpg,04342,54,5,395000.0,duplex,sale,145.0,True,4,3,Calle de Cuba,València,València,L'Eixample,es,Russafa,39.4581467,-0.374383,False,https://www.idealista.com/inmueble/96723266/,1317,"THIS ADVERTISEMENT CONTAINS MULTIMEDIA ELEMENTS THAT YOU CAN EXPLORE BY CLICKING ON THEIR CORRESPONDING ICONS. In Ruzafa, one of the most popular neighborhoods in Valencia, on the fifth floor and facing East, is this unique duplex of 145 meters built, located in a building from 1946, a few meters from the Ruzafa Market and the Central Park. On the ground floor, a spacious and charming double-height living-dining room presided over by a modern design staircase, a fully equipped kitchen with an office, a study, two large bedrooms with practical built-in wardrobes, a full bathroom with a hydromassage bathtub and a toilet. On the first floor, a cozy master bedroom suite with views of the living room, a full bathroom with a large shower cabin and a dressing room. Highlight of the house its modernity, design and rustic details, as well as the spaciousness of its rooms and its integral reform of 2011 with excellent qualities, parquet floors, climalit exterior carpentry, natural gas heating and two split air conditioning (in living room and master bedroom), conserving its magnificent double-height ceilings with natural wood beams in the living room and exposed brick details. Entrance hall adapted for people with reduced mobility and elevator. The Ruzafa neighborhood is one of the most historic and full of life, it has all the services, schools, buses, medical centers, supermarkets, restaurants. Fashionable neighborhood in Valencia, emerging, relaxed and full of contrasts, it shows the best of an open, cosmopolitan and cultural city. The information contained in this publication, both in relation to the physical conditions of the property and the price, is indicative and does not have contractual or binding content.",False,good,False,True,2724.0,True,False,True,False,False,False,,,flat,"Russafa, València",Duplex in Calle de Cuba,,duplex,,
99381477,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/72/55/1100062349.jpg,04497,45,14,452000.0,penthouse,sale,128.0,True,4,2,Avenida de les Corts Valencianes,València,València,Benicalap,es,Benicalap,39.4941114,-0.3995246,False,https://www.idealista.com/inmueble/99381477/,3350,"Casas del Mediterráneo offers the sale of this magnificent penthouse located in the most strategic point of the Sant Pau neighborhood, the renowned and valued Avenida de las Cortes Valencianas. Located on the 14th floor of a modern building with beautiful architecture, this property is especially suitable for buyers who value sun, light and spectacular views; you will be delighted seeing the sea on the horizon. It consists of a constructed area of 128 m2 on a single floor. Its square distribution and with very little corridor is perfect, it is a completely exterior house facing east and west and natural cross ventilation, which will allow you to achieve better refrigerated and comfortable stays. From the entrance, on the right, we access a spacious living room with direct access to a 20 m2 terrace with views of the avenue and its spectacular adjoining buildings; Next to it, on the left, we find the kitchen, comfortable and functional with a dining room set up on the second terrace, a space created to enjoy tranquility and well-being at home. Four double bedrooms, all of them equipped with built-in wardrobes and two bathrooms, one of them incorporated, complete the interior layout of this fabulous penthouse. Equipped with hot/cold air conditioning, it will allow you to create a good atmosphere in all the rooms of the house. It also has a natural gas boiler heating system, so comfortable in the winter months. Windows with Climalit type double glazing, armored door and beautiful marble flooring. Good qualities for a distinguished and special home. It also has a large optional garage space with storage room in the same building. Do not hesitate to contact Casas del Mediterráneo to answer any questions or arrange a visit. We will be happy to assist you. If you want to sell or rent your home, we have the most advanced technologies to manage your property. Because selling or renting your house in the best conditions requires expert management. Casas del Mediterráneo, more than 25 years of prestige, ethics and responsibility. THIS AD CONTAINS 360º PHOTOGRAPHY, 3D PLANS AND VIDEO VISIT OF THE HOUSE. CLICK ON ITS ICONS. *The information contained in this publication, both in relation to the physical conditions of the property and the price, is indicative and has no contractual or binding content.",False,good,False,True,3531.0,True,False,True,False,False,False,True,False,flat,"Benicalap, València",Penthouse in Avenida de les Corts Valencianes,,penthouse,35000.0,
