propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,labels,newDevelopmentFinished,parkingSpace.parkingSpacePrice,highlight.groupDescription
38231457,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/90/17/280893247.jpg,40000148,31,ss,299990.0,flat,sale,84.0,False,1,1,Calle Pelayo,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4247567,-3.7000666,False,https://www.idealista.com/inmueble/38231457/,941,"Vivienda2 offers you the opportunity to acquire this loft renovated on a whim, which has a bedroom in one of the best neighborhoods in the Centro district of Madrid, in the Justicia neighborhood, so named because historically it housed the headquarters of the Supreme Court and the Court of Accounts. The apartment is located in a renovated farm of the year 1910, with a representative and historical facade of the area. The apartment was completely reformed with first qualities and with great pleasure. Porcelain floors, smooth walls and in some respecting its original brick, double glazed windows, ambient lighting, etc. It is possible to mention again its location, in front of the subway, with several bus lines, near one of the main shopping streets of the capital, Fuencarral street, near supermarkets, museums, etc.",False,good,False,False,3571.0,True,False,True,False,False,False,,,flat,,"Chueca-Justicia, Madrid",Flat in Calle Pelayo,,,,
100913566,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/c4/71/1103183258.jpg,JH-MONTECARMELO518K,39,1,495000.0,flat,sale,124.0,True,2,2,"Avenida del Santuario de Valverde, 78",Madrid,Madrid,Fuencarral,es,Montecarmelo,40.5085007,-3.6947062,True,https://www.idealista.com/inmueble/100913566/,10227,"MODUS HOME PUTS AT YOUR DISPOSAL OUTDOOR APARTMENT WITH TWO BEDROOMS LOCATED IN MONTECARMELO. It is a 1st exterior floor of 124 meters built and 98 useful meters, the apartment has a private storage room and parking space, the apartment is distributed in: -2 bedrooms. -2 bathrooms. -Living room. -Kitchen. -Laundryman. All independent rooms. The location of the property within the Montecarmelo neighborhood is extraordinary. Located 3 minutes walk from the Montecarmelo metro line 10 station and 15 minutes from Paco de Lucía (line 9) and the C-3, C-7 and C-8 lines of Cercanías Madrid. Bus stops 170, 178 and 134 100 m from the urbanization. 500m from the German School, 200m from the Santa María la Blanca School and close to pharmacies, supermarkets, restaurants and a multitude of services available in the neighborhood. Detailed description: -2 bedrooms: the main bedroom is en-suite, it has enough space to place a large double bed with bedside tables, a large built-in wardrobe, windows with thermal and acoustic break bridges with exterior shutters. The secondary bedroom has enough space to place a double bed, has a two-section built-in wardrobe and windows with thermal and acoustic break bridge with shutters. -2 Bathrooms: one of the bathrooms is located in the master bedroom and has a shower with screen, toilet, bidet, sink and mirror with lights, the second bathroom is located in the hallway from the living room to the bedrooms and has a shower, sink with mirror, tall storage unit, lights and toilet. -Living/dining room: it has a large gazebo with thermal and acoustic break bridge windows, enough space to place a large sofa, TV cabinet, dining table for 6 people. -Kitchen: fully equipped, it has a large refrigerator, oven, 4-burner gas stove, wall units and low storage units. -Laundry room: it has a washing machine and clothesline. Equipment: - Double glazed windows. - Individualized gas heating. -Hot/cold air conditioning through ducts. -Storage room of 6 square meters. -Parking included in the price. -Master bedroom and living/dining room have electric awnings. Building with doorman and swimming pool. Community: €94 It has no charges or spills. IBI: to confirm.",True,good,False,True,3992.0,True,False,True,False,False,False,True,True,flat,,"Montecarmelo, Madrid","Flat in Avenida del Santuario de Valverde, 78",,,,
100891305,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/90/54/1117673720.jpg,OKM-08091,31,3,435000.0,flat,sale,69.0,True,2,1,"Calle del Moscatelar, 34",Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4567982,-3.6454927,True,https://www.idealista.com/inmueble/100891305/,6644,Two-bedroom apartment on the 3rd floor with elevator. Residential with pool and garden area next to the French Lyceum. Parking space and storage room.,False,renew,False,True,6304.0,True,False,True,False,False,False,True,True,flat,,"Conde Orgaz-Piovera, Madrid","Flat in Calle del Moscatelar, 34",,,,
99785638,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/83/56/1114124934.jpg,1853-MV,32,5,399000.0,flat,sale,86.0,True,3,1,Calle Hermano Gárate,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4576741,-3.6980697,False,https://www.idealista.com/inmueble/99785638/,4573,"EXTRA Real Estate sells, exterior and very bright apartment, located on the fifth floor (height of the sixth) with elevator and doorman. The house is west facing and as it has large windows and high ceilings in all its rooms, it enjoys very good ventilation and plenty of natural light. Unobstructed views to the exterior to Infanta Mercedes street and to the interior to the light patio. Currently the house is distributed in a spacious living room, formerly it had a terrace, which has been added to the living room. Equipped kitchen and utility room, bathroom with shower, three bedrooms, two of which are double and one single. Armored entrance door, and parquet floors. The apartment has many possibilities for redistribution, for this we have current plans and alternative plans. It has an optional garage space for €19,000 Estate from 1967, with concierge service, elevator and central heating with individual meters, as well as an access ramp for people with reduced mobility. The house has a garage space included in the price, located one minute from the farm. At the level of services, the area offers a wide range of them. Public transport, with several bus stops, the closest being lines 3, 5 and 126. Santiago Bernabéu or Cuzco metro (line 10) and Tetuán metro station (line 1) a 7-minute walk away, the Nuevos Ministerios interchange with Cercanías-Renfe a 10-minute walk away. Colegio Patrocinio de San José and Colegio de José Ortega y Gasset nearby. Several supermarkets nearby such as Carrefour Express 24 h. , Simply, Mercadona, Dia, Shopping Centers such as Moda Shopping or El Corte Inglés de Castellana. Category restaurants such as Txistu, Asador Donostiarra, O'Pazo, Gaztelupe, Viavélez, Cazorla, La Tagliatella, Kabuki or Masa Naomi etc. 10 minutes from the Santiago Bernabéu Stadium.",False,good,False,True,4640.0,True,False,True,False,False,False,True,False,flat,,"Cuzco-Castillejos, Madrid",Flat in Calle Hermano Gárate,,,19000.0,
98856912,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/c9/d9/1026121267.jpg,P52,26,3,610000.0,flat,sale,140.0,True,4,2,Calle Francia,Madrid,Pozuelo de Alarcón,Zona Avenida Europa,es,Zona Avenida Europa,40.432992,-3.8100481,False,https://www.idealista.com/inmueble/98856912/,9173,"PROPIEDADES POZUELO sells an EXCLUSIVE corner apartment with 4 bedrooms on Francia street in Pozuelo de Alarcón. Large hall, living room with access to terrace and unobstructed views, kitchen with covered clothesline, master bedroom with bathroom, also exterior with shower, plus three more bedrooms that share a bathroom with bathtub. In one of the bedrooms there is access to a large loft (without conditioning, ideal for a large storage room). 2 parking spaces. Closed urbanization with common area and pool. The house has a constructed area of 140 square meters plus 33.11 square meters of garage. The house has A/A through ducts. Excellent condition to enter. -.",False,good,False,True,4357.0,True,False,True,True,False,False,True,True,flat,,"Zona Avenida Europa, Pozuelo de Alarcón",Flat in Calle Francia,,,,
98262442,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/3f/8b/1005953751.jpg,3433,33,4,990000.0,flat,sale,187.0,True,5,3,"Calle Rodríguez Marín, 84",Madrid,Madrid,Chamartín,es,El Viso,40.4513131,-3.6785854,True,https://www.idealista.com/inmueble/98262442/,4392,"IBIZA 32 IRS sells a splendid exterior corner apartment with two orientations (West and South) and very bright in the prestigious El Viso neighborhood next to Concha Espina, one of the most sought-after areas of Madrid. House to reform with all the possibilities offered by its construction where there are no load-bearing walls that prevent a different configuration. Its 187 m², will allow you to make the house according to your needs and with all the exterior habitable parts. The area is equipped with all kinds of services, nurseries, public, private, subsidized, bilingual schools, shops of all kinds, an excellent offer in leisure and restaurants, the National Music Auditorium, gardens, the Berlin Park, as well as very good communications and easy access to M30, A1, M11, airport, AII, metro (L8 and 9) and countless bus lines. Do not miss the opportunity to create your home in a magical environment. Call us and we will be happy to help you. IMPORTANT: WE DO NOT CHARGE COMMISSION!",True,renew,False,True,5294.0,True,False,False,False,False,False,,,flat,,"El Viso, Madrid","Flat in Calle Rodríguez Marín, 84",,,,
87767212,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/4f/ea/730444933.jpg,LHV2078,11,5,450000.0,flat,sale,61.0,True,1,1,Calle de Bravo Murillo,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4435129,-3.7032326,False,https://www.idealista.com/inmueble/87767212/,2973,"Bright house in perfect condition that consists of living room with fully fitted kitchen, bedroom and bathroom. Floor decking and air conditioning ducts with heat pump. Building with doorman and heated pool. Residential area with all kinds of commerce, restaurants, supermarkets, banks.. . Well connected with Metro Ríos Rosas 4 minutes walk and bus stop 3, 12, 37, 45 and 149 very close.",False,good,False,True,7377.0,True,False,True,False,False,False,True,True,flat,,"Nuevos Ministerios-Ríos Rosas, Madrid",Flat in Calle de Bravo Murillo,,,,
100826177,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/4c/8f/1100152262.jpg,VMO2303004,86,,1195000.0,chalet,sale,815.0,False,7,9,Castillo - Campodón,Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.3604102,-3.8778412,False,https://www.idealista.com/inmueble/100826177/,16017,"Detached house for sale in Urbanización Campodón. VERY BRIGHT HOUSE WITH GARDEN AND POOL IN VILLAVICIOSA DE ODÓN. In this property of 815 m² and 1.804 m² plot, according to the land registry, each space has been conveniently designed for comfort and functionality. The square floor plan with wide central staircase and high ceilings provides this house with fluidity, harmony and luminosity. It is a house designed for the family, with large and cozy common areas and spacious independent bedrooms; all of them with large windows, fitted closets and generous en suite bathrooms, something very unusual. It has underfloor heating and air conditioning in all rooms. The distribution of spaces is presented on 4 floors: Ground floor: Elegant hall, living room with fireplace, kitchen with island, pantry and laundry room. The kitchen and dining room are connected by a distributor that also leads to the terrace and a guest bathroom with shower. This floor includes an office and a bedroom with bathroom en suite. Second floor: The sleeping area is distributed around the staircase and has five bedrooms; four of them en suite, a bedroom fitted out as a living room and a separate bathroom. The master bedroom also has a large dressing room and a luxurious marble bathroom. Attic: It is a diaphanous space of 66 m² with multiple possibilities, which enjoys excellent luminosity and ventilation thanks to its eight ceiling windows. Basement: We find on this floor a living room of 76 m², with fireplace and pre-installation for a bar if desired. A storage room of 15 m², a cellar, a bedroom, two bathrooms, a boiler room and a garage of 95 m² with 5 parking spaces. Outside, it offers beautiful views of its landscaped garden and pool from the charming back porch. The garden also has a built-in barbecue. The whole house is surrounded by a careful selection of trees, fruit trees and aromatic and ornamental plants such as roses, jasmine and pomegranate trees. This construction of 2001 has excellent qualities and noble materials. Its state of conservation is impeccable, ideal to move in. Located in the quiet urbanization of Campodon, Villaviciosa de Odon, the house is just minutes from the city center and renowned private schools such as Euro Colegio Casvi or Villa Alkor. Well connected with public transport, bus lines 510 and 518 and quick access to the roads M506, M50. Can you imagine living here?",True,good,False,,1466.0,True,False,True,False,False,False,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón",Detached house,"[{'name': 'villaType', 'text': 'Villa'}]",,,
101289950,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/7e/5b/1117153542.jpg,ENC2242,56,2,660000.0,flat,sale,134.0,False,4,2,Calle de Bravo Murillo,Madrid,Madrid,Chamberí,es,Trafalgar,40.4352557,-3.7021983,False,https://www.idealista.com/inmueble/101289950/,2059,"GLOBALPISO CHAMBERI SELLS EXCLUSIVELY. Housing located in the Trafalgar neighborhood, specifically on Bravo Murillo street. Located on the second floor of the farm, with a footage of 135m2 built and 120m2 useful. The state of the house is to reform. Upon entering the house we find a hall that has a built-in wardrobe and connects with the distributor corridor that connects us with all the rooms of the property. It consists of four bedrooms, three of which have built-in wardrobes, two complete bathrooms with a shower located along the corridor of the property, a furnished and equipped kitchen with a window that overlooks an outdoor patio. And finally we find the spacious, bright living room with access to a small terrace. All rooms in the house have windows. The floors are herringbone parquet, climalit windows, and individualized central heating and hot water. Building with elevator and doorman. In addition, the apartment has a storage room in the same building included in the price. The community expenses of the house are €160. Do not miss this opportunity to live in one of the best areas, close to shops, leisure areas, health center, parks and schools and transport, Quevedo metro (L2) and Canal (L2 and L7). A few meters from the Glorieta de Quevedo. Do not hesitate to contact us! *Globalpiso never requests documentation or money without visiting the home. In accordance with Decree RD515/1989 of April 21, the client is informed that the notary, registry, I. T. P, or equivalent, financial expenses, and other expenses inherent to the sale are not included in the sale price of the home.",False,renew,False,True,4925.0,True,False,True,False,False,False,,,flat,,"Trafalgar, Madrid",Flat in Calle de Bravo Murillo,,,,
97777593,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/0f/d8/990069400.jpg,CASTILLO,38,,1052030.0,chalet,sale,690.0,False,7,8,"Avenida del castillo, 12",Madrid,Villaviciosa de Odón,Castillo - Campodón,es,,40.3599278,-3.8825826,True,https://www.idealista.com/inmueble/97777593/,16408,"GARSIERRA. ""Beautiful and spacious independent villa with a private garden, garage and pool for sale in Villaviciosa de Odón, in Madrid. The house has 2 floors and a basement and is distributed in a spacious and bright living-dining room equipped with a fireplace, an open-concept fitted kitchen, 7 bedrooms and 8 bathrooms, all of them en suite in the bedrooms except for the main bathroom, which is on the Downstairs. In the basement of the house there is a garage and an open room equipped with a bar and another fireplace. On the upper floor we find the bedrooms, most of them equipped with fitted wardrobes and a terrace, accessible from one of the bedrooms. Outside the house there is a large and beautiful garden that surrounds the house and a swimming pool in the back. In addition, it has a nice porch at the entrance of the house. The house enjoys a lot of natural light thanks to the large dimensions of its windows. The plot is located in a residential area where the independent chalets are the main construction. Less than 10 minutes from the center of Villaviciosa, thus having the services offered there: health center, educational centers, supermarkets, banks, bars and restaurants, etc. About 2 kilometers from the house is the access to the M-506 road, a road that connects you with the main roads that lead you to the center of Madrid in less than 30 minutes. "".",True,good,False,,1525.0,True,False,False,False,False,False,True,True,chalet,independantHouse,"Castillo - Campodón, Villaviciosa de Odón","Detached house in Avenida del castillo, 12","[{'name': 'villaType', 'text': 'Villa'}]",,,
101161122,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/67/02/1112917262.jpg,3336,43,4,895000.0,flat,sale,181.0,True,8,2,Calle de Carretas,Madrid,Madrid,Centro,es,Sol,40.4159584,-3.7042394,False,https://www.idealista.com/inmueble/101161122/,98,"We are pleased to present you with an impressive exterior apartment for sale in one of the most privileged areas of the city. This apartment has an area of 181 square meters distributed on a fourth floor, which guarantees exceptional views. With a total of eight bedrooms and two bathrooms, this home is ideal for large families or those looking for a spacious and comfortable living space. In addition, it has several balconies that provide excellent natural lighting and allow you to enjoy the fresh air and the beauty of the surroundings. The apartment is in excellent condition, ready to move into, and has high-quality finishes that add elegance and distinction to each room. Its privileged location will allow you to easily access all kinds of services, public transport and shopping areas. Do not miss this unique opportunity to acquire a property of these characteristics in an unbeatable location. Contact us to schedule a visit and discover all that this apartment has to offer.",True,renew,False,False,4945.0,True,False,False,False,False,False,,,flat,,"Sol, Madrid",Flat in Calle de Carretas,,,,
100243804,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/e2/03/1074811223.jpg,20.3 OR,43,3,650000.0,flat,sale,123.0,False,3,2,"Calle de Fernán González, 37",Madrid,Madrid,Retiro,es,Ibiza,40.4210267,-3.6741406,True,https://www.idealista.com/inmueble/100243804/,2553,"Tailor & Key presents this spectacular semi-corner apartment on Calle O'Donnell in the heart of the Retiro neighborhood. The property consists of 113m2 distributed in three bedrooms, one of them en suite, two bathrooms, a large living-dining room, a kitchen furnished with completely new appliances and a very spacious entrance hall. The house is newly renovated with LED lighting, white interior carpentry, Kömmerling exterior carpentry with climalit and tilt-and-turn system. As we enter the house we find a spacious entrance hall that leads to one of the rooms with the option of incorporating a work office with a fully covered built-in wardrobe. Next we access the kitchen, fully furnished and equipped with appliances, such as a fridge, microwave, oven and extractor hood, with a large work and cutting space. Through the corridor we access a second spacious room with a built-in wardrobe and white doors. Next we have a courtesy bathroom with a shower tray, top quality coatings and a glass partition and sink cabinet. Moving forward we find the main bedroom en suite, with an en-suite bathroom and a small full dressing room. Both bathrooms have a large window with ventilation. Finally we find the large living room with spectacular natural light with two large windows and a seating and dining area. The heating is centralized by natural gas and the house has excellent cross ventilation. Excellent investment in a neighborhood with a current growing demand. The farm is representative and has a doorman, two elevators and access for people with reduced mobility. IDEAL FOR INVESTMENT At Tailor & Key we are specialized in the Madrid residential market. We offer a comprehensive and personalized service, accompanying our clients throughout the different phases of the real estate cycle, in purchase-sale, rental and comprehensive home renovation operations. If you are interested in this property or would like to receive additional information about our services, do not hesitate to contact us or go to our tailorkey website. com.",True,good,False,True,5285.0,True,False,True,False,False,False,,,flat,,"Ibiza, Madrid","Flat in Calle de Fernán González, 37",,,,
101005182,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/96/7b/1106751796.jpg,HERON 02,21,3,459900.0,penthouse,sale,113.0,True,2,1,Mercedes Formica,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.4970651,-3.8841201,False,https://www.idealista.com/inmueble/101005182/,17676,"Real estate agency of LAS ROZAS DE MADRID area LAS ROZAS Office HOGARES LAS ROZAS - HERON: HOGARES LAS ROZAS SELLS: HOGARES LAS ROZAS SELLS: Impressive penthouse recently renovated in detail in one of the most exclusive areas of Las Rozas de Madrid, El Montecillo, in an urbanization with a swimming pool, 2 parking spaces and a storage room. The house is divided into several rooms: Large terrace with views of 65 m2 with night lights. Living room - Dining room completely open. The living room has been expanded, gaining space to take advantage of it both in summer and winter with a minimalist locksmith. Completely renovated designer kitchen and leading brands. 2 bedrooms with built-in wardrobes made to measure and infinity access doors without frames and hidden hinges. Bathroom completely renovated and redistributed with Roca brand designer furniture, backlit mirror and rain shower. The entire house has home automation and programmable lighting both inside and outside, blinds with voice control and NEST air conditioning.",True,good,False,True,4070.0,True,True,False,False,False,False,True,True,flat,penthouse,"Montecillo, Las Rozas de Madrid",Penthouse in Mercedes Formica,,,,
101220283,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/8c/3f/1114878479.jpg,LCM23584,22,2,135000.0,flat,sale,32.0,False,1,1,Calle Provisiones,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.406694,-3.7048581,False,https://www.idealista.com/inmueble/101220283/,1124,"La Casa Agency Lavapiés manages an apartment for sale on Provisiones street in the Lavapiés - Embajadores neighborhood in central Madrid. This property has 32 m² built and is distributed in the following rooms: - Living room; - Independent kitchen; - Separate bedroom &; - Complete bathroom. This apartment is a good option to buy your first home or to make a small investment. It should be noted that this apartment for sale on Provisiones street has an excellent location. Since at the communications level it is very close to several Madrid Metro stations. It is also close to the Sol-Gran Vía de Cercanías RENFE station. Likewise, several EMT Madrid lines circulate in the area. In addition, it has several public and resident car parks. And it has easy and comfortable access to the main exit and entry routes to Madrid. On the other hand, the neighborhood of Lavapiés - Central district of Madrid has all kinds of being.",True,good,False,False,4219.0,True,False,True,False,False,False,,,flat,,"Lavapiés-Embajadores, Madrid",Flat in Calle Provisiones,,,,
100929933,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/35/fb/1104268143.jpg,3303-03053,34,4,350000.0,penthouse,sale,110.0,True,2,1,"Calle de Ventura de la Vega, 16",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4154148,-3.6990749,True,https://www.idealista.com/inmueble/100929933/,426,"We present a beautiful attic apartment on Ventura de la Vega street in the Barrio de las Letras full of charm and light. It is an open space in which we can distribute one or two bedrooms, living room, kitchen, bathroom and separate kitchen. The light comes from a large number of velux-type windows that provide great light to the entire space. Two charming balconies, one of them facing Ventura de la Vega street and the other facing the roofs of the adjoining buildings, complete the personality of this unique apartment.",False,good,False,True,3182.0,True,False,True,False,False,False,,,flat,penthouse,"Huertas-Cortes, Madrid","Penthouse in Calle de Ventura de la Vega, 16",,,,
101287153,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/61/f7/1117076508.jpg,,22,6,995000.0,flat,sale,120.0,True,3,3,"Paseo de la Castellana, 121",Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4578592,-3.6910777,True,https://www.idealista.com/inmueble/101287153/,4693,"DON PISO BARRIO SALAMANCA sells extraordinary exterior housing in the Paseo de la Castellana.House on the sixth floor and totally exterior that has a large living room, kitchen, 3 bedrooms and 3 bathrooms (all en suite).Both the living room and the main room have floor-to-ceiling windows, so that from any point of the house there are wonderful views of the Paseo de la Castellana.The house has been completely renovated with a design reform, providing it with magnificent qualities and centralized air conditioning through ducts.The living room is a 40m2 space that integrates a beautiful American kitchen with an island.All the rooms are very spacious and have a lot of light, since in addition to being a sixth floor, it has a perfect orientation since it occupies the entire corner of the building and enjoys east/south orientation.In addition, the house has an automatic video intercom and physical doorman. The house has been decorated by a decorator of great national prestige, providing all the spaces with great warmth.The house is sold decorated. The location of the house is unbeatable, in the heart of Paseo de la Castellana, between the Cuzco roundabout and the Santiago Bernabéu stadium and next to several of the most representative and demanded streets of the capital, such as Paseo de la Habana, Alberto Alcocer, Thorn Shell, etc. Of course surrounded by all kinds of services, metro, bus, medical and shopping centers and the gateway to the future Madrid North axis, the most ambitious project in the capital.In addition, a few steps away we find the Santiago Bernabéu stadium, which is already a world reference in architecture and the most important thing after its inauguration will be at a commercial and restaurant level, providing it with 9 floors for commercial use in which there will be all kinds of shops. , Michelin star restaurants, etc.In short, the most important leisure center in Madrid in front of your house. Do not miss the opportunity to live in this wonderful home, exclusive in the area both for its design, views and light. At DONPISO BARRIO SALAMANCA WE DO NOT CHARGE BUYERS FEES. THE SALE AMOUNT OF THIS PROPERTY DOES NOT INCLUDE TAXES (6% ITP) OR NOTARY EXPENSES OR REGISTRATION.",False,good,False,True,8292.0,True,False,True,False,False,False,,,flat,,"Cuzco-Castillejos, Madrid","Flat in Paseo de la Castellana, 121",,,,
101146608,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/ee/af/1111958755.jpg,CA-C183,36,7,240000.0,studio,sale,43.0,True,0,1,Calle de la Dulzaina,Madrid,Madrid,Ciudad Lineal,es,Costillares,40.4828941,-3.665246,False,https://www.idealista.com/inmueble/101146608/,8042,"Excellent studio in good condition on the top floor of the building. Exterior and bright, with good ventilation. It is distributed in an entrance hall with a built-in wardrobe, a complete bathroom with a bathtub, a living room with a large storage cupboard and an independent equipped kitchen. Individual heating. Possibility of easily reforming to a separate bedroom. Located in Dulzaina street, between Jazmín street and Gulf of Thessaloniki. Excellent location in the Barrio de Costillares, surrounded by parks and games for children, where there are a large number of supermarkets such as Carrefour Express and Market, Ahorramás as well as pharmacies and hospitals. Easy connectivity with the Pinar de Chamartín metro station, line 1 and line 4 and buses, such as 129, 125, 29 and 7, just a few minutes walk away.",False,renew,False,True,5581.0,True,False,True,False,False,False,,,flat,studio,"Costillares, Madrid",Studio apartment in Calle de la Dulzaina,,,,
101294875,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/52/a2/1117656884.jpg,2446,42,1,985000.0,flat,sale,265.0,True,4,2,"Calle de Benito Gutiérrez, 27",Madrid,Madrid,Moncloa,es,Argüelles,40.4310717,-3.7197505,True,https://www.idealista.com/inmueble/101294875/,2086,"Feralba Inmuebles does not charge fees to buyers. Fabulous 265 m2 apartment on the first exterior floor but with a second height, with two balconies facing Benito Gutierrez street. It is an apartment to completely reform, ideal for investors as it has all the possibilities to make a foothold for a family looking for spaciousness and tranquility or an apartment for students with all the comforts of the Arguelles area.It can also be used for an office because being a first is allowed. 419 euros of community are paid with central heating and the IBI is 1909 euros per year. In a very good farm with a doorman. Right next to the Arguelles metro and a 5-minute walk from the Moncloa interchange.In one of the best areas of Madrid, Argüelles is a Madrid neighborhood that is located in the Moncloa-Aravaca district. The neighborhood is named after Agustín Argüelles Álvarez, a 19th century Spanish politician.It is delimited by the streets of Irún, Ferraz, Pintor Rosales, Paseo Moret, Princesa, by the Plaza de España and the slope of San Vicente.",True,renew,False,True,3717.0,True,False,True,False,False,False,,,flat,,"Argüelles, Madrid","Flat in Calle de Benito Gutiérrez, 27",,,,
101129478,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/95/d2/1111132536.jpg,LCM23333,55,5,415000.0,flat,sale,110.0,False,3,2,Calle del Parroco Eusebio Cuenca,Madrid,Madrid,Arganzuela,es,Delicias,40.3952327,-3.6880676,False,https://www.idealista.com/inmueble/101129478/,2740,"The Casa Agency Delicias sells a spectacular 110 m² built apartment on Párroco Eusebio Cuenca street located on a fifth exterior floor with an elevator in a building in excellent condition. The apartment is in a perfect location, surrounded by all the necessary services, small shops such as bars, pharmacies, playgrounds... You will have all the means of transport a few meters from your property and only five metro stops and direct exit to M-30 and M-40. Currently, the house is distributed in a spacious, bright living-dining room, a fully equipped, spacious kitchen with a small closed terrace, three large bedrooms, all with built-in wardrobes with a large storage capacity and two complete bathrooms; one of them with a bathtub and the other with a shower tray. The house is exterior and very bright. The house is ready to move into, it also has individual natural gas heating. Do not hesitate to contact us!",False,good,False,True,3773.0,True,False,True,False,False,False,,,flat,,"Delicias, Madrid",Flat in Calle del Parroco Eusebio Cuenca,,,,
100898600,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/84/b5/1104143198.jpg,,66,4,1150000.0,flat,sale,210.0,True,5,4,"Paseo de San Francisco de Sales, 23",Madrid,Madrid,Chamberí,es,Vallehermoso,40.4415083,-3.7146172,True,https://www.idealista.com/inmueble/100898600/,2898,"PASEO DE SAN FRANCISCO DE SALES PRIVATE ESTATE WITH 24H SURVEILLANCE Stately home of 210 square meters built, FULLY OUTSIDE with spacious rooms and LOTS of NATURAL LIGHT with large windows. It has a living/dining room of more than 40m2, kitchen with dining area and pantry, 5 bedrooms with 3 bathrooms and 1 courtesy toilet. The main room has a large dressing room and an en-suite bathroom with a hydromassage bathtub, another of the rooms has access to a glazed terrace. It has an independent entrance and elevator for the service. The apartment is to be reformed, with infinite possibilities thanks to the fact that it DOES NOT HAVE LOADING WALLS, only pillars to redistribute the space to taste. The price includes a GARAGE PLACE ON THE PROPERTY, ANOTHER CITY COUNCIL CONCESSION PLACE AND STORAGE ROOM. The urbanization, private with a concierge service, has large well-kept green areas, a garage, 24-hour surveillance, video surveillance in common areas and a video intercom. **FAVORABLE ITE** The property is located in the sought-after CHAMBERÍ DISTRICT, in the VALLEHERMOSO NEIGHBORHOOD, one of the best and most sought-after areas of Madrid. IT HAS ALL THE POSSIBLE AMENITIES very close to the house (leisure, supermarkets, hospitals, schools, gas stations, sports facilities.. . etc) and with excellent communications mainly due to its proximity to Moncloa, its connection to the A-6 and M30, Bus lines and Metro a few meters from the house. We are a young and dynamic company that understands the needs of our clients and offers solutions for each case. We have been in the real estate sector for years and we are lucky to have formed a great team of people and professionals. We put a lot of effort and use transparency so that things go well, the first thing for us is people, that's why we want to meet you. Because in every purchase, sale or rental, WE THINK OF YOU. VETUCA is your real estate consultant for fast and safe sale and rental. Specialists in the best areas of Madrid, covering all real estate needs, free real estate appraisals, market value. WE SELL YOUR HOUSE. Do not hesitate to call us, we are at your disposal. "".",True,renew,False,True,5476.0,True,False,True,True,False,False,True,True,flat,,"Vallehermoso, Madrid","Flat in Paseo de San Francisco de Sales, 23","[{'name': 'bright', 'text': 'Bright'}]",,,Featured
