propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,labels,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice,highlight.groupDescription,newDevelopmentFinished
100876744,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/20/03/1103143115.jpg,19974,31,3,125000.0,flat,sale,62.0,True,2,1,Asilo - Rebonza - Urbinaga,Vizcaya,Sestao,Asilo - Rebonza - Urbinaga,es,,43.3111818,-2.9999858,False,https://www.idealista.com/inmueble/100876744/,7507,"INMOBILAIRIA IRIZAR FOR SALE EXCLUSIVELY 60 m2 house in Sestao with a large terrace. It consists of a living room, an equipped kitchen, 2 bedrooms and a bathroom. Zero level elevator. Natural gas heating. Quiet area near the subway. The structure is made of concrete and without spills. The municipality of Barakaldo is located in the Greater Bilbao Region, 8 km from the Vizcaya capital and on the left bank of the Nervión, extending over an area of just over 25 square km through which three rivers flow; the Cadagua, the Castaños and the Nervión. Strategically located and perfectly communicated by road, high-speed rail, rail and metro, and 10 minutes from Loiu International Airport, it is positioned as a point of attraction for neighboring provinces. With a dynamic local commerce and large commercial areas, they make Barakaldo the largest commercial hub of the Cantabrian Coast. To this we must add that the Bilbao Exhibition Center (BEC) is also located in Barakaldo, the most modern fairground in Europe.",False,good,False,True,2016.0,True,False,True,False,False,False,flat,"Asilo - Rebonza - Urbinaga, Sestao",Flat,,,,,,,
100664920,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/4a/62/1095055591.jpg,136347,33,2,309000.0,flat,sale,96.0,True,3,2,Calle Urreta,Vizcaya,Galdakao,,es,,43.2331162,-2.8505929,False,https://www.idealista.com/inmueble/100664920/,7600,"From private to private. No commissions. Call us and visit this house. 96 m² apartment in Galdakao, province of Bizkaia. Because of the space it offers, this apartment is ideal for a family with children. It is located on the 2nd floor with an elevator and has a spacious and bright living room, a fitted kitchen, completely independent from the rest of the rooms and equipped with electrical appliances, three bedrooms and two complete bathrooms. In addition, the apartment has a balcony, which brings great light to the entire room and built-in wardrobes, to increase the storage capacity of your home. The property is all exterior and is located on an easily accessible road, it has a garage space, so you can park comfortably, and a storage room, so you can take advantage of all the space in the house. Due to its south orientation, it is a very sunny house in the central hours of the day. The house is sold furnished and in good condition so that you can settle as soon as possible. As for the qualities, this apartment has gas heating, PVC exterior carpentry with double glazed windows, main security door, wooden floors, which give the home a lot of warmth, and ceramic floors, very resistant and easy to clean. This house is located in a well-connected area, very close to the bus stop, the train station and the metro stop scheduled for 2027. For greater comfort, the house is very close to a medical center, a school and all the necessary services. h1o3u6s3e4l7l.",False,good,False,True,3219.0,True,False,True,False,False,False,flat,Galdakao,Flat in Calle Urreta,,True,True,,,,
28900622,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/3b/d8/920323006.jpg,11468,20,1,189000.0,flat,sale,58.0,False,2,1,subdistrict Santutxu-Basarrate,Vizcaya,Bilbao,Begoña - Santutxu,es,Santutxu-Basarrate,43.2541559,-2.912855,False,https://www.idealista.com/inmueble/28900622/,2044,"Apartment for sale in the Santutxu area of Bilbao. Construction of 1961 in concrete with plate, elevator at ground level, platform for people with reduced mobility, facing East. The apartment for sale in Santutxu is in very good condition and has fifty useful square meters, distributed in a living room, two bedrooms, a kitchen and a bathroom. The windows of the house are of the aluminum climalit brand, the house for sale has an individual installation of gas heating and hot water, all the doors are made of sapele wood, the current decoration of the walls is smooth, and a bathroom and tiled kitchen. Large interior and open living room shared with the kitchen. Open kitchen, renovated, and fully equipped with washing machine, oven, hob, microwave, fridge, and extractor fan. The spacious bedrooms are distributed between a master bedroom with about ten square meters and a large built-in wardrobe. Second bedroom furnished and interior, with exclusive access to a large interior terrace with a clothesline. Bathroom of approximately three square meters, has a hydromassage cabin and all the necessary sanitary elements, being the interior room with a window to the patio. This apartment for sale in the Santutxu area, has all electrical installations and television antenna in all rooms. The apartment for sale located in the Santutxu area, shares a territorial area with Begoña and Bolueta and is one of the most densely populated neighborhoods in Europe. It has 1.77 square kilometers, with the highest average number of inhabitants per square meter and about 43,000 inhabitants at the end of 2014. Santutxu has a large number of shops, being an area very easy to access thanks to its respective metro exits, bus stops, and taxi, and being 5 minutes from Casco Viejo. We look for the best mortgage, with solutions tailored to you. Ask us! For more information you can contact us on our website.",True,good,False,True,3259.0,True,False,True,False,False,False,flat,"Santutxu-Basarrate, Bilbao",Flat,,,,,,,
98433844,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/bd/19/1016245882.jpg,,24,4,200000.0,flat,sale,105.0,True,4,2,"Calle Ondarroa, 6",Vizcaya,Bilbao,Otxarkoaga - Txurdinaga,es,,43.2515559,-2.9052167,True,https://www.idealista.com/inmueble/98433844/,2726,"EXCLUSIVE IN TXURDINAGA! BIZKAIA Real Estate presents: THE HOME YOU WERE WAITING FOR! Privileged area that offers all kinds of services, shops, pharmacies, clinics, supermarkets, schools, recreation areas such as Parque Europa and numerous bus and metro stops. FULLY OUTSIDE HOUSE WITH PLENTY OF NATURAL LIGHT. The 105 square meter apartment is in a state to reform, but with many possibilities, good distribution, large windows and large spaces. It consists of 4 complete rooms, a spacious living room, an independent kitchen and 2 bathrooms. IT HAS AN ELEVATOR AT LEVEL 0 WITH ACCESS FOR PEOPLE WITH REDUCED MOBILITY. CONCRETE BUILDING (YEAR 1981). If you want to visit it or receive more information about the property, do not hesitate to contact us. BIZKAIA REAL ESTATE Alameda Gregorio de la Revilla 12. Bilbao.",False,renew,False,True,1905.0,True,False,True,False,False,False,flat,"Otxarkoaga - Txurdinaga, Bilbao","Flat in Calle Ondarroa, 6",,,,,,,
99966302,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/9d/8e/1062735886.jpg,20430,21,5,150000.0,flat,sale,76.0,False,2,1,subdistrict Solokoetxe,Vizcaya,Bilbao,Ibaiondo,es,Solokoetxe,43.2571996,-2.9162292,False,https://www.idealista.com/inmueble/99966302/,1650,"Apartment for sale in Santutxu, between the Maristas school and Zabalbide street, at the confluence between this neighborhood and the Casco Viejo. It is located in a building with a concrete structure and a smooth façade, built in 1950, with the past ITe. Possibility of putting an elevator in the near future, with a study approved by the community. It has 70 useful square meters distributed as follows: A large living room of more than 30m² with two windows to two patios, facing east, very bright. Previously here was the second room, possibility of recovering it without major reforms. Good size interior bedroom. Classic-style fitted kitchen with patio window and sable-style hanger. Cozy bathroom with half tub. It has elondo floors, freshly painted walls and new Climalit PVC windows. Individual natural gas heating. Community fees are €46. Apartment very well located, close to all the necessary services (schools, banks, shops, supermarkets, clinic, etc) and with very good communications. Just 3 minutes from the Karmelo metro and another 5 from Plaza Unamuno, in the heart of Casco Viejo, the nerve center of small businesses in Bilbao.",True,good,False,False,1974.0,True,False,True,False,False,False,flat,"Solokoetxe, Bilbao",Flat,,,,,,,
100664920,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/4a/62/1095055591.jpg,136347,33,2,309000.0,flat,sale,96.0,True,3,2,Calle Urreta,Vizcaya,Galdakao,,es,,43.2331162,-2.8505929,False,https://www.idealista.com/inmueble/100664920/,7600,"From private to private. No commissions. Call us and visit this house. 96 m² apartment in Galdakao, province of Bizkaia. Because of the space it offers, this apartment is ideal for a family with children. It is located on the 2nd floor with an elevator and has a spacious and bright living room, a fitted kitchen, completely independent from the rest of the rooms and equipped with electrical appliances, three bedrooms and two complete bathrooms. In addition, the apartment has a balcony, which brings great light to the entire room and built-in wardrobes, to increase the storage capacity of your home. The property is all exterior and is located on an easily accessible road, it has a garage space, so you can park comfortably, and a storage room, so you can take advantage of all the space in the house. Due to its south orientation, it is a very sunny house in the central hours of the day. The house is sold furnished and in good condition so that you can settle as soon as possible. As for the qualities, this apartment has gas heating, PVC exterior carpentry with double glazed windows, main security door, wooden floors, which give the home a lot of warmth, and ceramic floors, very resistant and easy to clean. This house is located in a well-connected area, very close to the bus stop, the train station and the metro stop scheduled for 2027. For greater comfort, the house is very close to a medical center, a school and all the necessary services. h1o3u6s3e4l7l.",False,good,False,True,3219.0,True,False,True,False,False,False,flat,Galdakao,Flat in Calle Urreta,,True,True,,,,
91718657,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/40/26/920272702.jpg,19164,43,6,690000.0,flat,sale,115.0,True,2,2,subdistrict Albia,Vizcaya,Bilbao,Abando - Albia,es,Albia,43.2636614,-2.9279396,False,https://www.idealista.com/inmueble/91718657/,575,"Apartment for sale in Abando, Uribitarte-Isozaki area. Totally exterior (except for the bathrooms) with privileged views of the Zubizuri bridge and the estuary. The building has a doorman, video intercom, double-height entrance and is adapted, with 3 elevators at ground level. A garage space for a large car and a 7m² storage room on the -1 floor with easy access, both are included in the price. The apartment has 96 useful square meters distributed as follows: An entrance hall with space for a wardrobe. Living-dining room in a single room but creating two different and cozy areas. With exterior window (almost balcony). Fully equipped kitchen, with the space very used for storage, and exterior window. Main room with exterior window and built-in wardrobe. It has access to a large bathroom complete with Jacuzzi bathtub and bidet. Large double room with exterior window. A bathroom with a large shower. It is an apartment that is designed on a whim with high-quality materials, cherry-wood built-in wardrobes, freshly painted smooth walls, solid cherry-wood doors, wide elondo flooring, ceramic wall tiles in the kitchen and top-quality bathrooms. It has a home automation system, A/C through ducts and central heating for individual use (heat pump), exterior carpentry with thermal break with double climalit glazing, home automation: water, gas, and fire alarms (kitchen and bathrooms). The Abando area of Paseo Uribitarte, bordering the Bilbao estuary, is one of the most sought-after areas of Bilbao in terms of housing, quiet, modernized and very well connected, very close to the center, as well as communications by train, metro, tram, buses. It also has all kinds of nearby shops, banks, schools, ambulatory, parks, etc. We look for the best mortgage, with solutions tailored to you. Ask us! For more information, do not hesitate to consult our website.",True,good,False,True,6000.0,True,False,True,False,False,False,flat,"Albia, Bilbao",Flat,,True,True,,,,
97322106,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/a0/04/975878215.jpg,20113,34,10,180000.0,flat,sale,75.0,True,3,1,subdistrict Iturralde,Vizcaya,Bilbao,Ibaiondo,es,Iturralde,43.2585074,-2.9182512,False,https://www.idealista.com/inmueble/97322106/,1444,"Apartment for sale in Casco Viejo, Zona Prim, 75 square meters, building with a concrete structure built in 1962. The building has an elevator, from the portal to the elevator there are 4 steps. Without pending spills, facade and roof made. The property object of sale is very bright and its distribution is detailed below: Living room - Large exterior with window that provides great light. 3 Bedrooms - Exteriors. Main room with built-in wardrobe. Kitchen - Spacious with a window, it is equipped with a fridge, oven, washing machine and ceramic hob. 1 Bathroom - With shower tray and window. The house is completed with hot water and individual gas heating, wooden floors, wooden doors, double glazed and aluminum PVC windows and paper walls. The Casco Viejo is the oldest neighborhood and the original nucleus of the city of Bilbao. It also stands out for being one of the main commercial, leisure and tourism centers in the town of Bilbao. Immersing yourself through the narrow streets of the town is a delight. Walking through the historic center is a must on a visit to the city. Cobbled streets and alleys, which formed the origin of the town and which now maintain that characteristic architecture with its magnificent wooden buildings in which the glazed viewpoints and balconies stand out. In its pedestrian streets, classic shops alternate with the most innovative and with plenty of bars and restaurants where you can taste the best of Basque gastronomy. Without forgetting that, in its corners, we will find the oldest churches and monuments of the city: the Cathedral of Santiago, the Church of San Antón or the Archaeological Museum. We look for the best mortgage, with solutions tailored to you. Ask us! For more information, get in touch or request a visit, through our website.",True,good,False,True,2400.0,True,False,True,False,False,False,flat,"Iturralde, Bilbao",Flat,,,,,,,
93479977,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/09/78/1059543365.jpg,893,43,1,265000.0,flat,sale,53.0,True,2,1,subdistrict Zabalburu-Diputación,Vizcaya,Bilbao,Abando - Albia,es,Zabalburu-Diputación,43.2583219,-2.9334545,False,https://www.idealista.com/inmueble/93479977/,536,"Tourist apartment in full operation in a privileged area, with a tourist housing license and demonstrable income. Two minutes from Alhóndiga, 5 minutes from Metro Moyua and 6 from Plaza Indautxu. In a fully restored building, wooden structure reinforced with concrete beams. The apartment, completely renovated in 2021, has 50 square meters that are distributed as follows: Open living room, exterior. Furnished. It does not have a hall as such but it has a large built-in wardrobe next to the entrance. Open American kitchen with the living room. Totally equiped. Brand new appliances. Two rooms, both exterior and with fitted wardrobes. In addition, the beds are canapés. Bathroom with shower and window to interior patio. Sliding door. It has natural gas heating and hot water with its individual boiler (new). The apartment also has a large storage space, with built-in wardrobes in the two bedrooms, the beds are trundle beds and a large closet next to the entrance. Indautxu is the busiest and most active area of the city. Through its streets, you can walk, work, go shopping, party... It is one of the Bilbao coffers that combines the nightlife with daytime life. It is a very safe and well-connected neighborhood where bus, metro, tram, and train lines converge, essential to move around Bilbao, by public transport. In addition, it is one of the most dynamic economic, commercial and cultural centers of the city, its streets and squares are brimming with activity, in it the commercial and financial area is mixed, with all kinds of services and shops, sports centers, ambulatory, schools, cultural and leisure center, supermarkets, municipal office, banks... , making your life easier. If you want to see this and other apartments visit our website.",False,good,False,False,5000.0,True,False,True,False,False,False,flat,"Zabalburu-Diputación, Bilbao",Flat,,,,,,,
94374243,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/4c/ab/920224290.jpg,19679,26,5,159900.0,flat,sale,72.0,True,1,1,subdistrict Zorrotza,Vizcaya,Bilbao,Basurto - Zorroza,es,Zorrotza,43.2747297,-2.9726233,False,https://www.idealista.com/inmueble/94374243/,3314,"Apartment for sale in the center of Zorroza, in front of the ambulatory. It is located in a building with a concrete structure and a facing façade, with an adapted portal and an elevator renovated in 2019. It consists of 63 useful square meters distributed as follows: Hall hall with hall furniture. Outdoor dining room facing south and balcony. Previously in this space was a second bedroom. Large bedroom with south facing exterior window and bridge style closet. Fully equipped kitchen with integrated appliances, top quality wood paneling. Full bathroom, with bidet and large shower. The apartment is sold fully furnished, with top quality furniture. The interior carpentry is made of cherry wood, the Climalit PVC windows with wooden lining inside, the wallpaper walls and the floating parquet floors. It also has a 12 m² cabin Heating by heat accumulators and electric boiler for hot water. Community fees are €45 per month. Elevator and portal recently renovated, as well as the facade. The work on the roof will be undertaken shortly, for which the spill has already been paid. Zorroza is a neighborhood that is in full transformation. It is linked to Bilbao by train, which leaves us at the Abando station in just nine minutes. But it already has an approved plan to also connect through the metro, also connecting with the Rekalde and Irala neighborhoods. In addition, a bridge is planned that will link the center of the neighborhood with the northern tip of Zorrozaurre, creating a fast path to Deusto and the surrounding neighborhoods. All this is expected to be finished within 6 years, so the area will undergo a great revaluation. To this day, this separation between Zorroza and the rest of Bilbao has created a feeling of belonging among the residents of the neighborhood. However, it has all the necessary services: sports center, ambulatory, supermarkets, banks, schools, etc. We look for the best mortgage, with solutions tailored to you. Ask us! For more information, contact us by visiting our website.",True,good,False,True,2221.0,True,False,True,False,False,False,flat,"Zorrotza, Bilbao",Flat,,,,,,,
92657077,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/ed/21/951688779.jpg,19326,35,2,149900.0,flat,sale,62.0,True,2,1,Casco Viejo,Vizcaya,Bilbao,Casco Viejo,es,,43.2568998,-2.9243928,False,https://www.idealista.com/inmueble/92657077/,1094,"Apartment for sale in Casco Viejo, Siete Calles area. Wooden building with a century old and smooth facade, without pending spills, roof and facade made and ITE passed in 2015. It has 52 square meters distributed in living room, kitchen, 2 bedrooms and 1 bathroom. The spacious room with a balcony overlooking the street, from which you can access a room. The spacious, fully equipped kitchen in good condition with 2 windows to the patio. It has 2 spacious rooms. One communicated with the room and another blind. Bathroom with shower and other necessary toilets with window. The apartment for sale in Casco Viejo, has electric hot water, gas connection in the portal, floors in good condition, gotelé walls, wooden doors and aluminum windows. Likewise, the plumbing and toilets have been reformed. €90/year is paid for the housing community. The Casco Viejo is the oldest neighborhood and the original nucleus of the city of Bilbao. It also stands out for being one of the main commercial, leisure and tourism centers in the town of Bilbao. Immersing yourself through the narrow streets of the town is a delight. Walking through the historic center is a must on a visit to the city. Cobbled streets and alleys, which formed the origin of the town and which now maintain that characteristic architecture with its magnificent wooden buildings in which the glazed viewpoints and balconies stand out. In its pedestrian streets, classic shops alternate with the most innovative and with plenty of bars and restaurants where you can taste the best of Basque gastronomy. We look for the best mortgage, with solutions tailored to you. Ask us! For more information, contact us by visiting our website.",True,renew,False,False,2418.0,True,False,True,False,False,False,flat,"Casco Viejo, Bilbao",Flat,,,,,,,
28900622,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/3b/d8/920323006.jpg,11468,20,1,189000.0,flat,sale,58.0,False,2,1,subdistrict Santutxu-Basarrate,Vizcaya,Bilbao,Begoña - Santutxu,es,Santutxu-Basarrate,43.2541559,-2.912855,False,https://www.idealista.com/inmueble/28900622/,2044,"Apartment for sale in the Santutxu area of Bilbao. Construction of 1961 in concrete with plate, elevator at ground level, platform for people with reduced mobility, facing East. The apartment for sale in Santutxu is in very good condition and has fifty useful square meters, distributed in a living room, two bedrooms, a kitchen and a bathroom. The windows of the house are of the aluminum climalit brand, the house for sale has an individual installation of gas heating and hot water, all the doors are made of sapele wood, the current decoration of the walls is smooth, and a bathroom and tiled kitchen. Large interior and open living room shared with the kitchen. Open kitchen, renovated, and fully equipped with washing machine, oven, hob, microwave, fridge, and extractor fan. The spacious bedrooms are distributed between a master bedroom with about ten square meters and a large built-in wardrobe. Second bedroom furnished and interior, with exclusive access to a large interior terrace with a clothesline. Bathroom of approximately three square meters, has a hydromassage cabin and all the necessary sanitary elements, being the interior room with a window to the patio. This apartment for sale in the Santutxu area, has all electrical installations and television antenna in all rooms. The apartment for sale located in the Santutxu area, shares a territorial area with Begoña and Bolueta and is one of the most densely populated neighborhoods in Europe. It has 1.77 square kilometers, with the highest average number of inhabitants per square meter and about 43,000 inhabitants at the end of 2014. Santutxu has a large number of shops, being an area very easy to access thanks to its respective metro exits, bus stops, and taxi, and being 5 minutes from Casco Viejo. We look for the best mortgage, with solutions tailored to you. Ask us! For more information you can contact us on our website.",True,good,False,True,3259.0,True,False,True,False,False,False,flat,"Santutxu-Basarrate, Bilbao",Flat,,,,,,,
99166455,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/31/e1/1101878333.jpg,19679,26,4,650000.0,flat,sale,158.0,True,5,2,subdistrict Campuzano,Vizcaya,Bilbao,Indautxu,es,Campuzano,43.2633494,-2.934263,False,https://www.idealista.com/inmueble/99166455/,69,"IRIZAR REAL ESTATE SELLS, Beautiful apartment of 140 m2, exterior in an unbeatable location, Moyua area, to update. It is a house, very bright and sunny given its height, distributed in a spacious living room, equipped kitchen, 5 bedrooms and 2 bathrooms. Elevator. The heating is central. Possibility of storage room in the future in the same community. The center of Bilbao, where the house is located, has interesting areas of great cultural, social and commercial interest. Next to the nearby Plaza de Indautxu there are a series of shopping and hotel streets with a varied and diverse offer. In Indautxu is the cultural and sports center ""Azkuna Zentroa"" ""La Alhóndiga"" where you can do and enjoy different activities. Thanks to the metro, tram and Bilbobus services, getting around the center of Bilbao is easy and comfortable.",False,renew,False,True,4114.0,True,False,True,False,False,False,flat,"Campuzano, Bilbao",Flat,,,,,,,
99139160,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/2f/86/1034806833.jpg,20352,71,,675000.0,chalet,sale,290.0,False,5,3,Mungia,Vizcaya,Mungia,,es,,43.34261,-2.83124,False,https://www.idealista.com/inmueble/99139160/,12198,"Detached house for sale in Mungia, 320 m², with 4000 m² of land, with the possibility of enjoying nature and tranquility just a few minutes from Bilbao. The property object of sale is very bright facing South, currently its distribution is as detailed below: SEMI-GROUND PLANT: Garage: with exterior window of 45 m² Storage room: double door with exterior exit of 20 m² LOW LEVEL: Hall: access distributor to the living room and the bedroom/office Living-dining room: Very spacious and bright with its 33 m², four windows and exit to the porch and 60 m² terrace from where we have impressive views facing South, which provides us with warm light. Kitchen: Spacious with 4 fully equipped windows and dining area. Bathroom with shower. FIRST FLOOR: Distributor: with 5 m² is the access to the bedrooms and bathroom. 4 Bedrooms: The master bedroom with a full bathroom with a bathtub en suite, a dressing room and access to a balcony. All with built-in wardrobe and one of them with access to a balcony. Bathroom: Complete with shower tray. This spectacular 320 m² single-family house, with a 4000 m² plot, is 15 minutes from the center of Bilbao and connected to the Bizkaibus line, it has excellent qualities, exterior carpentry from Elondo and interior from Sapeli, the floors on the ground floor The ground floor, bathrooms and semi-basement are stoneware, the house has oil heating and hot water as well as home automation installation. Mungia is one of the historical territory and province of Bizkaia, in the autonomous community of the Basque Country and belongs to the Uribe region. Mungia is located at an altitude of 27 meters above sea level. The mountains that surround it are numerous. Among them stand out: Gondramendi (217 m), Tallu (342 m) and Berreaga (366 m). However, its most important mountains are Sollube (684 m) and Jata (592 m). These mountains surround the valley of the Butrón river, which rises above Mount Bizkargi (536 m) and reaches the sea in the Plentzia estuary. Ideal for a family and enjoy it as a habitual residence, also suitable for investors. ""We look for you the best Mortgage, with solutions to suit you"". Ask us! For more information do not hesitate to contact us or visit.",True,good,False,,2328.0,True,False,True,False,False,False,chalet,Mungia,House,"[{'name': 'luxuryType', 'text': 'Luxury'}]",True,True,,,,
89716411,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/7f/89/1089320722.jpg,18815,24,1,430000.0,flat,sale,86.0,False,2,2,subdistrict Ensanche-Moyua,Vizcaya,Bilbao,Abando - Albia,es,Ensanche-Moyua,43.2662979,-2.9321234,False,https://www.idealista.com/inmueble/89716411/,432,"INMOBILIARIA IRIZAR sells a beautiful apartment in an unbeatable location in the heart of the Eixample next to PLAZA JADO. Very bright. It consists of a living room, equipped kitchen, 2 bedrooms and 2 bathrooms, one of them incorporated into the main room. Modern concrete building. Ready to move into. The Ensanche area, where the house is located, is considered the commercial artery of Bilbao and one of the most sought-after and emblematic areas of the city. Being a quiet area and very well connected with all kinds of public transport: train, tram, metro, bus, with all kinds of shops and services. Considered one of the safest, most modern and tourist areas of Bilbao, in the Ensanche and Abando Ibarra we can find the Guggenheim Museum, the Bilbao Fine Arts Museum, Plaza Euskadi with the Iberdrola Tower and the Doña Casilda Park A large part of the buildings, urban spaces and other most significant elements of Bilbao's monumental heritage are found in this plot.",False,good,False,True,5000.0,True,False,True,False,False,False,flat,"Ensanche-Moyua, Bilbao",Flat,,,,,,,
26153542,https://img3.idealista.com/blur/WEB_LISTING/180/id.pro.es.image.master/d6/50/68/857650878.jpg,921v600,54,1,990000.0,flat,sale,300.0,True,6,4,Neguri,Vizcaya,Getxo,Neguri,es,,43.3389231,-3.0094566,False,https://www.idealista.com/inmueble/26153542/,10370,In the area of El Carmen de Neguri. Very nice layout and with large rooms. Very good house South facing. Very spacious spaces. Living room and separate dining room with a beautiful terrace of 30 m2 approx. Guest toilet Large master bedroom with bathroom and dressing room. Other 4 bedrooms with 2 bathrooms. Large kitchen with your office. Bedroom and bathroom service. 2 parking spaces and a storeroom. Community gardens. Heating and central water.,True,good,False,True,3300.0,True,False,False,False,False,False,flat,"Neguri, Getxo",Flat,,True,True,,,,
98952364,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/c9/de/1029252636.jpg,103875,27,7,290000.0,flat,sale,71.0,True,2,1,Plaza Zabalburu,Vizcaya,Bilbao,Abando - Albia,es,Zabalburu-Diputación,43.2581198,-2.9350105,False,https://www.idealista.com/inmueble/98952364/,543,"Floor, flat total surface area 71,33 m², usable floor area 71,33 m², double bedrooms: 2, 1 bathrooms, age, built-in wardrobes, lift, heating, ext. woodwork, kitchen, dining room, state of repair terrace, lands storeroom, exterior (2 huecos).",False,good,False,True,4085.0,True,False,True,False,False,False,flat,"Zabalburu-Diputación, Bilbao",Flat in Plaza Zabalburu,,,,,,,
100290726,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/46/1d/1076532428.jpg,103971,25,,325000.0,flat,sale,130.0,True,4,2,Calle Labayru,Vizcaya,Bilbao,Rekalde,es,Ametzola,43.2580198,-2.9359074,False,https://www.idealista.com/inmueble/100290726/,560,"Total surface area 130 m², flat usable floor area 130 m², double bedrooms: 4, 1 bathrooms, 1 toilets, wheelchair-friendly, age over 50 years, lift, balcony, heating (central), kitchen, dining room, state of repair: needs remodeling, neighbours per floor: 4, floor no. : 1, facing north.",False,renew,False,True,2500.0,True,False,True,False,False,False,flat,"Ametzola, Bilbao",Flat in Calle Labayru,,,,,,,
101183813,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/11/18/1113582788.jpg,,27,4,307000.0,penthouse,sale,98.0,True,3,2,"Calle Santa Marina Kalea, 23",Vizcaya,"Etxebarri, Anteiglesia de San esteban",,es,,43.2564349,-2.8832781,True,https://www.idealista.com/obra-nueva/101183813/,4250,"Beautiful and spacious homes with terraces of 20 to 30 m2. In an area of full expansion, avenue real estate offers this exclusive product: Homes with 3 and 4 bedrooms with garage and storage room included. Just 7km from Bilbao, with the metro station a 5-minute walk away, you will enjoy a natural environment, with all kinds of services, such as supermarkets, sports centers, pharmacy, health clinic, schools. With its large 20 m2 terraces facing south, you will enjoy the best sunsets in all of Bizkaia, while still emphasizing your privacy and independence, both inside and outside your new home. We finally found the house of your life! Don't let her get away! Call us and we will give you detailed information.",False,newdevelopment,True,True,3133.0,True,False,False,False,False,False,flat,"Etxebarri, Anteiglesia de San esteban","Penthouse in Calle Santa Marina Kalea, 23",,,,penthouse,,,False
100448458,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/e9/7f/1086735279.jpg,2275,62,1,860000.0,flat,sale,240.0,True,5,3,"Calle Los Fueros, 2",Vizcaya,Getxo,Neguri,es,,43.3427212,-3.008057,True,https://www.idealista.com/inmueble/100448458/,10654,"INMOBILIARIA ECHEVARRIA sells a spectacular apartment in Neguri, next to the town hall and San Ignacio square, very close to the metro. The 240-meter house has 5 rooms, all exterior and the building is rehabilitated Large living room and dining room with access to a terrace with views of the Town Hall. Master bedroom en-suite and dressing room. Kitchen, laundry room and separate clothesline Three bedrooms with fitted wardrobes and one also with access to the terrace. service room with bathroom Garage, bike room, cabin / studio Community garden of 350 meters.",False,good,False,True,3583.0,True,False,True,False,False,False,flat,"Neguri, Getxo","Flat in Calle Los Fueros, 2",,True,True,,,,
97218632,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/25/fe/972625479.jpg,103745,32,3,250000.0,flat,sale,46.0,False,2,1,Calle Lersundi,Vizcaya,Bilbao,Abando - Albia,es,Abandoibarra-Guggenheim,43.2659531,-2.9310224,False,https://www.idealista.com/inmueble/97218632/,458,"Total surface area 50 m², flat usable floor area 50 m², double bedrooms: 2, 1 bathrooms, wheelchair-friendly, age over 50 years, lift, heating (electric), ext. woodwork (pvc), kitchen, state of repair: needs remodeling, floor no. : 1, double glazing, interior.",False,renew,False,True,5435.0,True,False,True,False,False,False,flat,"Abandoibarra-Guggenheim, Bilbao",Flat in Calle Lersundi,,,,,,,
101188023,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/82/6b/1113582914.jpg,,27,3,335000.0,flat,sale,109.0,True,4,2,"Calle Santa Marina Kalea, 23",Vizcaya,"Etxebarri, Anteiglesia de San esteban",,es,,43.2564349,-2.8832781,True,https://www.idealista.com/obra-nueva/101188023/,4250,,False,newdevelopment,True,True,3073.0,True,False,False,False,False,False,flat,"Etxebarri, Anteiglesia de San esteban","Flat in Calle Santa Marina Kalea, 23",,,,,,,False
