propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,labels,topNewDevelopment,superTopHighlight,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished
99193253,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/64/09/1036184712.jpg,BCN36928,31,,630000.0,flat,sale,97.0,True,2,2,subdistrict L'Antiga Esquerra de l'Eixample,Barcelona,Barcelona,Eixample,es,L'Antiga Esquerra de l'Eixample,41.3865955,2.1531775,False,https://www.idealista.com/inmueble/99193253/,1695,"Lucas Fox presents in exclusive this 94m2 apartment in Eixample Left. On the 4th floor of a stunning modernist building we find this fully renovated gem composed of 2 bedrooms and 2 bathrooms.  Upon entering the apartment we walk into a cozy hallway that divides the day area from the night area. On the right handside we find a spacious living and dining room that connects with a modern open plan fully equipped kitchen. The day area leads out to a balcony overlooking the street. The dual aspects allows optimal natural lighting throughout the day as well as great cross ventilation.  The night area is composed of two double bedrooms and 2 full bathrooms. Currently, one of the bedrooms is so spacious that it has an office space and a sleeping area. During the renovation the project for a third bedroom was planned ahead, so it would be easy to turn the 2 bedroom into a 3 bedroom apartment as it is prepared to do so.  It must be pointed out that only high quality materials were used during the renovation and the current owners paid close attention to every single detail. Bathco sinks, Bosch appliances and the best aerothermal system are just a few examples of the list of specs. There is also a water softener and osmosis system. The apartment is a beautiful blend of modern and traditional, with original period features such as the original vaulted ceilings.  Another thing to point out is that, optionally, a large parking place at just 40 meters from the property can be purchased separately.   Price on demand.    The apartment is located in a privileged area of Eixample left, right across El Mercat del Ninot. There are countless bars, restaurants, local shops and leisure activity options in the area. The connection by public transportation is great, so overall it's a great option as both 1st and 2nd residence. What are you waiting for? Book your viewing and see it for yourself.",True,good,False,,6495.0,True,False,True,False,,False,False,,,flat,"L'Antiga Esquerra de l'Eixample, Barcelona",Flat,,,
94496557,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/e9/5e/890458989.jpg,BCN28118,36,6,1500000.0,flat,sale,139.0,True,2,2,subdistrict La Dreta de l'Eixample,Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,41.3901548,2.1655207,False,https://www.idealista.com/inmueble/94496557/,867,"Lucas Fox presents this newly renovated and fully furnished apartment for sale, ready to move into, in a Prime location in Barcelona, between Passeig de Gracia and Rambla Catalunya.  It is located on the top floor of a stately building from 1890 with a lift, which has passed the Technical Building Inspection.  All the rooms in this property are spacious and enjoy abundant natural light. Upon entering, on the left hand side we find the day area consisting of the living-dining room with a balcony facing the street and a bioethanol fireplace. This is followed by the elegant kitchen of the Italian firm Modulnova, equipped with a wine cellar and branded appliances.  A wide corridor with built-in wardrobes, we access the night area consisting of two double bedrooms, one of them with a private bathroom. Both bedrooms have large built-in wardrobes and access to a south-east facing terrace. This area is completed with a bathroom with a shower.  The apartment is equipped with heating by gas radiators (which can be controlled via Wifi), air conditioning by ducts with a pump for cold and heat, parquet floors and also has a storage room on the roof of the building.  The renovation has been carried out by a renowned interior architecture studio, with great qualities and creating elegant, warm and characterful environments.  Contact us for more information or to arrange a visit.",True,good,False,True,10791.0,True,False,True,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,,,flat,"La Dreta de l'Eixample, Barcelona",Flat,,,
90331772,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/93/31/1104322151.jpg,BCNP3047,19,3,524000.0,flat,sale,84.0,True,2,2,Calle del Correu Vell,Barcelona,Barcelona,Ciutat Vella,es,El Gòtic,41.3800575,2.1797406,False,https://www.idealista.com/inmueble/90331772/,767,"Completely renovated apartment with two bedrooms, one in suite style, in the historic heart of Barcelona. Located in El Gótico, this regal property is in the heart of the historical soul of Barcelona, a short walk from the beach and Port Vell. An area full of charming corners that transport you back to Roman times. The apartment integrates original elements such as high ceilings with wooden beams and antique paintings with the modernity of high resistance solid oak parquet, lacquered furniture and built-in wardrobes and chrome finishes in the kitchen office. The unit also has soundproof windows with double insulation, sanitary porcelain in the bathrooms, heating and air conditioning for your comfort. It is the oldest district, number 1, the embryo of the city, where all its history begins from the original Barcino, where Roman ruins and medieval Gothic coexist. This district is made up of four neighborhoods, the Gothic, Sant Pere, Santa Caterina, El Born and La Ribera, and Barceloneta, each one more interesting than the other for tourists, since it is the most touristic area of the city, as well as residents. Despite its name, it is one of the most dynamic areas, full of history, art and culture, diversity and very cosmopolitan. Its two markets are especially interesting, La Boquería and Santa Caterina have everything you need from anywhere in the world. The buildings are quite old and many are very well preserved. The floors are generally medium to small, and fantastic historical jewels can be found, such as floors with medieval or Roman walls. So if you are a lover of the city's millenary history, culture, heritage, the most varied gastronomy, the beach, and entertainment, and you want to make a good investment, in this district you can find your ideal neighborhood.",True,good,False,True,6238.0,True,False,True,False,,False,False,,,flat,"El Gòtic, Barcelona",Flat in Calle del Correu Vell,,,
96083719,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/6e/ca/1063736242.jpg,p.primero,40,3,1250000.0,flat,sale,224.0,True,4,3,Gran Via de les Corts Catalanes,Barcelona,Barcelona,Eixample,es,Sant Antoni,41.3839291,2.160336,False,https://www.idealista.com/inmueble/96083719/,1097,"Property located in the heart of Barcelona exactly on the corner of Muntaner and Gran Vía de les Corts Catalanes, in a classic estate built in 1900, surrounded by all kinds of shops, restaurants and services. Two registry units located on a fourth real floor, with more than 8 exterior balconies and an interior balcony terrace. This magnificent apartment has incredible potential to create up to 4 homes in the center of Barcelona, or to continue exploiting the economic activity of PENSION that it has had until now. The current area of 431m² is characterized by its large, incredibly bright spaces and high ceilings that make stays more pleasant. Currently it is distributed in a total of 16 rooms each with a sink and two bathrooms, the floor has been used as a boarding house. Totally exterior with unobstructed views of Gran Vía, Muntaner and also takes advantage of the tranquility of the pleasant block patio that faces South East with a large balcony terrace. The farm has an elevator and is recently painted. The location is excellent to be able to walk and also move easily, since very close to the house there is a metro stop, Plaza Catalunya train, also the Aerobus stop to go to the airport.",False,good,False,True,5580.0,True,False,True,False,,False,False,,,flat,"Sant Antoni, Barcelona",Flat in Gran Via de les Corts Catalanes,,,
100554422,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/e6/d5/1091555201.jpg,SP154AF,50,2,1500000.0,flat,sale,252.0,True,6,2,Rambla de Catalunya,Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,41.3894024,2.166363,False,https://www.idealista.com/inmueble/100554422/,760,"It is not easy to find a charming, cozy apartment in a good location, but I have finally entered this one and I have fallen in love with the mixture between the modernist and contemporary styles, in a spectacular royal estate. We present this fantastic home located in the heart of the city of Barcelona, with spacious rooms, within its 252m2 built area. The day area has a spacious living room with high ceilings, decorated with period moldings, hydraulic floors and a large entrance of light through its windows throughout the entire room, where we also have an exit to a large gallery. Later we go, through a large distributor, to the fully equipped kitchen. To get to the night area, we have to go through a distributor that leads us to the 4 double rooms. One of them is en suite, with a large dressing room that leads to a wide gallery and an area dedicated to gym machines; the other 3 are doubles and have a bathroom that serves them. Undoubtedly, an apartment to make to your liking taking advantage of the classic Catalan style, in one of the best areas of the city of Barcelona. For more information and to arrange a visit, do not hesitate to contact Singular Properties.",True,good,False,True,5952.0,True,False,True,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,,,flat,"La Dreta de l'Eixample, Barcelona",Flat in Rambla de Catalunya,,,
96774447,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/2a/66/956180465.jpg,Freixa,24,1,775000.0,flat,sale,114.0,True,2,2,freixa,Barcelona,Barcelona,Sarrià-Sant Gervasi,es,Sant Gervasi - Galvany,41.3977493,2.1393274,False,https://www.idealista.com/inmueble/96774447/,3173,"Apartment for sale at 3 winds in a building between Tres Torres / Turó in the most residential part, but not far from small shops in Galvany and Sant Gervasi. It has an excellent distribution that consists of a large hall, which separates the night and day areas. The living room and dining room face the street with access to a small balcony. The living room is very spacious, the kitchen and the laundry room have access through the service entrance and the dining room. In the hall there is a courtesy toilet and a coat closet. In the night area two bedrooms en suite. It is sold with 1 parking space and a storage room. For more information or to make a visit, do not hesitate to contact us by WhatsApp at or by e. mail to.",True,good,False,True,6798.0,True,False,True,False,,False,False,True,True,flat,"Sant Gervasi - Galvany, Barcelona",Flat in freixa,,,
100241969,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/54/96/1074747026.jpg,V02253,39,bj,799000.0,flat,sale,170.0,True,4,2,Calle de Sant Gervasi de Cassoles,Barcelona,Barcelona,Sarrià-Sant Gervasi,es,Sant Gervasi - La Bonanova,41.4053683,2.1346014,False,https://www.idealista.com/inmueble/100241969/,3946,"Beautiful flat with a 40 sqm terrace located next to Plaza Bonanova, recently refurbished. Close to schools, supermarket and all amenities. The price includes a parking space. The flat has 180 sqm built. On entering, we find a spacious hall, 3 double bedrooms, 1 bathroom and the laundry area very spacious to be used as a storage room, 1 suite very bright thanks to its large window overlooking the terrace. The spacious bathroom with dressing room and a unique style, has a bathtub and shower.  In the day area, there is a spacious living-dining room with a fully equipped open plan kitchen. Through a large sliding door that allows natural light to enter the interior, we access a large terrace of approximately 40 sqm, which allows us to enjoy different activities.  It has finishes that provide comfort to the property, such as its gas heating, aluminium-climalit windows, parquet floors and automatic blinds.",True,good,False,True,4700.0,True,False,True,False,,False,False,True,True,flat,"Sant Gervasi - La Bonanova, Barcelona",Flat in Calle de Sant Gervasi de Cassoles,,,
100101272,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/e8/79/1069460052.jpg,CBE00648,42,5,525000.0,penthouse,sale,87.0,True,2,1,Calle de la Canuda,Barcelona,Barcelona,Ciutat Vella,es,El Gòtic,41.3859507,2.1737477,False,https://www.idealista.com/inmueble/100101272/,102,"Coldwell Banker Eminent presents a charming recently renovated penthouse, located in a completely restored 1885 building with elevator. Located in the heart of Barcelona, close to shopping areas, and all kinds of services. The house has two double bedrooms, one facing the street and the other inside the patio, but with lots of light, since it is the top floor and it gets a lot of natural light, a three-piece bathroom with a shower Very modern with a glass partition, it has a dining room-living room and a fully equipped kitchen in the same open-plan room with a large skylight to give it more natural light. Finally, from the landing, if we go up some small stairs, we will find a large 30m² terrace, equipped with a table to enjoy this spectacular terrace for private use. The carpentry, made of wood and with chipboard doors, give a rustic but modern touch to this beautiful apartment. It has heating and air conditioning ducts in all rooms, parquet floors throughout the apartment except for the bathroom, which is marbled, and in the kitchen, where we can see mosaic tiles that create the visual effect of the limits of the room. kitchen room..",True,good,False,True,6034.0,True,False,True,False,,False,False,,,flat,"El Gòtic, Barcelona",Penthouse in Calle de la Canuda,penthouse,,
98931682,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/ee/6d/1028295212.jpg,CBE00598,38,1,749000.0,flat,sale,178.0,False,3,2,Muntaner,Barcelona,Barcelona,Eixample,es,L'Antiga Esquerra de l'Eixample,41.3932896,2.153842,False,https://www.idealista.com/inmueble/98931682/,1870,"Coldwell Banker Eminent presents this impressive home in the heart of l'Antiga Esquerra de l'Eixample with a wonderful 60 m2 terrace; a private oasis in the center of the city. Upon entering the house, we find a 12m2 landscaped interior patio integrated by its large windows that generate light to the main hallway with a very functional distribution to the rest of the house. The day area is made up of a spacious living room, with access to the terrace where we find a dividing space for storage. Independent kitchen with central island, semi-open to the rest of the house to facilitate and enjoy the entry of light that is received from the patio. Large windows that go from floor to ceiling, of great height. The night area has three double bedrooms, two of which are suites. The house has hydraulic flooring, gas heating, AACC in all rooms and aluminum carpentry. Due to its excellent location, it is connected by public transport to the different points of interest in Barcelona.",True,good,False,True,4208.0,True,False,True,False,,False,False,,,flat,"L'Antiga Esquerra de l'Eixample, Barcelona",Flat in Muntaner,,,
100105633,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/5f/4d/1069338912.jpg,CBE00644,31,1,512000.0,flat,sale,89.0,True,3,2,Calle de la Marina,Barcelona,Barcelona,Eixample,es,El Fort Pienc,41.3977112,2.1807288,False,https://www.idealista.com/inmueble/100105633/,1533,"Coldwell Banker Eminent exclusively presents this extraordinary apartment for sale in Fort Pienc. It is distributed in a spacious living room with views of Plaza Monumental, it has three bedrooms (two doubles and one medium), a fully equipped kitchen, a complete bathroom and a courtesy toilet. The house is located on a third real floor, which gives it a lot of light. The farm is very well preserved as it has been renovated, has an elevator, and a large communal terrace that has a private storage room. The apartment is located a few steps from the Monumental metro station, and is surrounded by all the services and shops necessary to live with all the comforts. It is an excellent opportunity to acquire a very well located home, ideal for those who want to fully enjoy Barcelona.",True,good,False,True,5753.0,True,False,True,False,,False,False,,,flat,"El Fort Pienc, Barcelona",Flat in Calle de la Marina,,,
83876802,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/89/af/23/627564197.jpg,Sarria LOFT venta,16,1,225000.0,studio,sale,40.0,True,0,1,"mare de deu de nuria, 11",Barcelona,Barcelona,Sarrià-Sant Gervasi,es,Sarrià,41.3984835,2.1240816,True,https://www.idealista.com/inmueble/83876802/,4376,"""NEWLY RENOVATED, FURNISHED AND COMPLETELY EQUIPPED. UNIQUE IN ITS AREA. IT HAS A CERTIFICATE OF HABITABILITY. Beautiful loft-style apartment in a single room, recently renovated, furnished and fully equipped in the heart of the select neighborhood of Sarrià, in a very quiet street but a step away from the Generalitat railways (""sarrià"" stop) and a 5' walk from the main street of Sarrià. The apartment overlooks a pedestrian street (Passage Canet 7) that is extremely quiet. Possibility of renting or buying a parking space on the same property. PORTER SERVICE FROM MONDAY TO FRIDAY. The apartment is RECENTLY RENOVATED with high qualities (climalit electric window with double glazing, parquet, air conditioning with heat pump, fiber optic internet installed, bathroom screen) and fully equipped with both furniture (sofa bed, dining table with chairs, double bed with bedside tables and a large 2-meter built-in wardrobe fully equipped) and household items (bed/house linen, iron, TV, various kitchen and bathroom utensils and utensils), such as electrical appliances: fridge, ceramic hob, dishwasher, oven, microwave, Nexpresso coffee machine, washing machine etc. Ready to move into. With high water, electricity and internet. VERY WELL COMMUNICATED: next to the important Via Augusta avenue in Barcelona and the Ferrocarriles Catalanes de ""Sarria"" stop, 5' from Plaza Artós (several bus lines) and a 5' walk from Calle Major, the epicenter of the commercial life of the neighbourhood. Ideal for investors (good profitability for rent (about €1,100/month) or for singles or couples, as it is located in one of the best neighborhoods in Barcelona. IMPORTANT: ABSTAIN AGENCIES (only direct dealings with those interested in direct purchase without intermediation).",False,good,False,True,5625.0,False,False,False,False,,False,False,,,flat,"Sarrià, Barcelona","Studio apartment in mare de deu de nuria, 11",studio,,
100506418,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/11/49/1089932765.jpg,V02258,25,6,350000.0,flat,sale,65.0,True,1,1,Avenida Xile,Barcelona,Barcelona,Les Corts,es,La Maternitat i Sant Ramon,41.3792578,2.1147588,False,https://www.idealista.com/inmueble/100506418/,4935,"Cosy flat located in Barcelona in the neighbourhood of La Maternitat i Sant Ramon, located on the sixth floor, so it receives a lot of natural light during the whole day.  It has 65 sqm m distributed in a spacious hall that gives access to the flat, followed by a bright living-dining room with open plan kitchen integrated in the same space. In the night area there is a double bedroom and a complete bathroom. There is a communal swimming pool, solarium and playgrounds for children. It has a parking space included in the price. Its location is excellent, close to Camp Nou, with a wide public transport network, supermarkets, sports centres and the faculties of the University of Barcelona.",True,good,False,True,5385.0,True,False,True,False,,False,False,True,True,flat,"La Maternitat i Sant Ramon, Barcelona",Flat in Avenida Xile,,,
99857512,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/52/c3/1105187342.jpg,BCN1226,24,3,975000.0,flat,sale,103.0,True,1,1,Paseo de Gràcia,Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,41.3879368,2.1685305,False,https://www.idealista.com/inmueble/99857512/,517,"Completely refurbished flat with high quality finishes.  Contemporary in style, this property enjoys an excellent location, in a legendary building in the heart of Paseo de Gracia. It enjoys a beautiful natural light that, added to the completely new led and designer lighting, manages to generate a very cosy atmosphere.  At the entrance, we find a double door that separates the hall from the rest of the flat. In this space, we can appreciate the quality lacquered wood details, with a very cozy hall to leave clothes and shoes at the entrance. To the right, also with lacquered slatted doors, we find a utility room with washing machine, brand new tumble dryer in an integrated wall cupboard space. Next, we have the kitchen made up of two different and very practical areas: the sink and worktop area with dishwasher, integrated tap and osmosis device for water for personal consumption and fridge area, freezer and small integrated wine fridge, with niche for electrical appliances; and the breakfast and work area.  We continue through to the living room that faces the facade where there is a bed that folds away into a wall cupboard, a built-in lacquered furniture in the same colour as the whole floor, with handles milled from the same wood that allows to have a sleeping area for guests and its own wardrobe. The living room also has an installation with antenna for tv, WIFI and fibre-optic, in operation.  The living room has a door that leads to the en-suite bedroom, with complete bathroom, double washbasin, integrated mirror with light and demister, separate toilet and shower area. There is a large walk-in wardrobe in the bathroom. The second door gives access from the living room to the bathroom, being separated from the suite. This property has high quality details: bookcase in the living room and under windows up to the suite, tropical wood parquet treated with ecological anti-stain oil, adjustable wooden slatted blinds, electric blinds for the night and a cooling system with very discreet and contemporary linear diffusers. It also has complete lacquered wardrobes integrated into the wall and in the hallway with large hanging and folding capacity, with milled handles on the doors themselves.  The property has been refurbished respecting the energy of the colours chosen to harmonise the spaces in the flat. All this attention to detail gives the flat a special elegance. A flat that inspires quietness and peace in one of the many emblematic buildings of the most prestigious avenue in the city of Barcelona. ""WITHFOR is the first premium ethical real estate agency certified B Corp. We comply with the highest standards of social and environmental impact, and we base our work on trust, transparency and commitment to improving society and our relationship with our clients.",True,good,False,True,9466.0,True,False,True,False,,False,False,,,flat,"La Dreta de l'Eixample, Barcelona",Flat in Paseo de Gràcia,,,
98830660,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/40/a5/1105181722.jpg,BCN974,82,6,2550000.0,flat,sale,271.0,True,3,5,Plaza d'Eusebi Güell,Barcelona,Barcelona,Les Corts,es,Pedralbes,41.3911936,2.1162001,False,https://www.idealista.com/inmueble/98830660/,4820,"Impeccable flat with top quality finishes, recently refurbished by a renowned architect. Its 271 sqm of which 232 sqm are usable accommodation are distributed as follows: The living area stands out for its large open and luminous space of more than 100 sqm, with a south-west facing living-dining room. Architectural elements such as the original brick wall of the building and the concrete column add character to this sophisticated interior. Its open-plan kitchen from Gunni is equipped with high quality materials, Gaggenau appliances, wine cellar, integrated breakfast cupboard and discreet extractor hood. There is direct access to the terrace thanks to a fully opening window system. The terrace is equipped with light fittings, electric blinds and automatic watering system, a very pleasant space to enjoy all year round. At the back of the kitchen there is a space dedicated to the gym equipped with a sauna made of Murano glass mosaics. A service area with gallery houses the laundry and the technical area with access to the boiler, water filtering system and underfloor heating. Home automation. Independent service access in this area. The sleeping area is distributed in 3 suites, all open to the outside and the guest toilet. 2 bedrooms overlook the park and the third one is south facing with an unobstructed view of Barcelona. The water areas are lined with large slate slabs for the master suite and the guest bathroom. Marble is used for the other two bathrooms and shower rooms. Very pure lines and oak elements. Built-in wardrobes.  To complete this property, the communal areas consist of a very spacious reception, garden, large swimming pool, tennis court, mini football pitch shared with the neighbouring building and a multipurpose room. Concierge. 4 parking spaces with direct lift access from the flat allows you to park 4 small cars or one large and two small cars. Storage room of 10m² on the same floor. Confidentiality and security.  One of the most beautiful areas of Pedralbes, a neighbourhood known for its gardens and large green spaces, as well as its universities and international schools.      ""WITHFOR is the first ethical real estate agency in Barcelona based on trust, transparency and commitment. We are convinced that through our work we can improve society and our relationship with the environment"".",True,good,False,True,9410.0,True,False,True,False,"[{'name': 'luxuryType', 'text': 'Luxury'}]",False,False,True,True,flat,"Pedralbes, Barcelona",Flat in Plaza d'Eusebi Güell,,,
98981801,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/e4/53/1030378333.jpg,AP00M361V,86,,990000.0,chalet,sale,380.0,False,6,5,pg carena,Barcelona,Sant Cugat del Vallès,Valldoreix,es,,41.4579564,2.0355496,False,https://www.idealista.com/inmueble/98981801/,14064,"Detached house with 4 winds on two levels plus independent apartment in -1. The original building from 1982 has 380 m2 built on a 838m2 plot. The house has been largely restored. Entering a distributor leads us to a suite (on the ground floor) a courtesy toilet, a comfortable office attached to the living room and the living-dining room with large windows with access to the garden. The modern kitchen is open to the dining room and with direct access to the garden. The terrace in front of the living room has been closed with glazing to use it as an entertainment room with a ping pong table, billiards…. overlooking the garden and pool. The heated pool can be closed or used open and in winter a special heating system can heat the air, to be totally comfortable. In the garden several booths as storage rooms for various utensils. If we go up to the upper floor, a spacious hall leads to two double bedrooms (one with a private glazed terrace), a large bathroom, and a suite with a large terrace overlooking the garden. If we go down to the basement, a couple of large spaces to store what is rarely used, for example, or to use as a pantry, cellar. If you want to connect with the independent apartment, you could easily from this point. Currently the descent to the old garage has been separated from the house, to serve the apartment with two rooms (all exterior) ideal for guests, rental, professional office... etc! Lots of possibilities! Ceramic parquet floors, air conditioning splits, underfloor heating.",True,good,False,,2605.0,True,False,True,False,"[{'name': 'villaType', 'text': 'Villa'}]",False,False,True,True,chalet,"Valldoreix, Sant Cugat del Vallès",Detached house in pg carena,independantHouse,,
97567761,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/49/6b/986137510.jpg,VM-LAI12,40,1,750000.0,flat,sale,134.0,True,3,2,Via Laietana,Barcelona,Barcelona,Ciutat Vella,es,El Gòtic,41.3818766,2.1803202,False,https://www.idealista.com/inmueble/97567761/,677,"LIVES IN BARCELONA. In Via Laietana, unbeatable location, spectacular completely renovated home, brand new. Corner apartment, all rooms are exterior and enjoy natural light, sun and very pleasant views, surrounded by trees and historic buildings. It combines original elements that have been preserved with a high-quality reform, such as exposed brick walls and new windows, made of natural wood, respecting the original aesthetics. The comprehensive reform in a modern and sophisticated style creates a warm and elegant space in which functionality stands out. The living room is a piece that amazes for its spaciousness and its light. The dining room is independent and adjoining the kitchen-office equipped with an induction hob, hood, oven and microwave, all from Siemens. In the night area there is a master bedroom with an en-suite bathroom and two double bedrooms that share the second bathroom. In addition, it has a laundry area and a practical interior patio. To ensure maximum comfort, it is equipped with fitted wardrobes; parquet floors; wooden exterior carpentry with double glass with total thermal and acoustic insulation; Grohe faucets; Heating and air conditioning through ducts throughout the apartment, with different day and night areas, security door and video intercom. Regal and stately building with concierge service and a community terrace from which you can enjoy unimaginable views of the city. Note: Notary fees and taxes not included.",True,good,False,True,5597.0,True,False,True,False,,False,False,,,flat,"El Gòtic, Barcelona",Flat in Via Laietana,,,
100437728,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/76/3e/1088586539.jpg,AB549,34,4,665000.0,flat,sale,158.0,True,4,1,"Gran Via de les Corts Catalanes, 663",Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,41.3939621,2.1736547,True,https://www.idealista.com/inmueble/100437728/,989,"Spacious and elegant apartment for sale in the right Eixample of Barcelona, with fantastic orientation, high and sunny. Apartment in a royal building from 1960, well preserved and with a large elevator, very close to Plaza Tetuán. It is a house of 158m2 built and 143m2 useful, with double orientation, living room facing the street and bedrooms facing the courtyard of the block, the house is to be reformed giving the opportunity to distribute it according to the buyer's convenience. Currently entering it we find a spacious hall / hall, to the left of which a wonderful space for a dining room opens up with two balconies facing the street through which the morning sun enters due to its south-east orientation. To the right of the entrance we find a corridor that leads to the night area, which currently consists of two single bedrooms with a window to an interior patio, a bathroom and two very generous exterior double bedrooms with windows to an open courtyard of the block. l'eixample and northwest orientation with direct afternoon col. Housing with many distribution possibilities, ideal for those who want to reform and leave a personalized space in one of the best areas of Barcelona. For more information or to arrange a visit, contact Alexandra at +34 622 853 198 and she will be delighted to assist you.",True,renew,False,True,4209.0,True,False,True,False,,False,False,,,flat,"La Dreta de l'Eixample, Barcelona","Flat in Gran Via de les Corts Catalanes, 663",,,
100980793,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/ce/75/1105955318.jpg,SPOT  NORD,50,,850000.0,chalet,sale,245.0,False,4,3,NORD,Barcelona,Esplugues de Llobregat,La Mallola,es,,41.3797779,2.0798438,False,https://www.idealista.com/inmueble/100980793/,7827,"Semi-detached house in a closed group of houses, with a pedestrian environment, group of houses surrounded by green spaces and parks, very close to the German school and the American School, with very good communication by public transport close access to the Diagonal and Rondas, the house has 4 rooms, all exterior with built-in wardrobes, large living room with access to the garden, two complete bathrooms, one en suite and courtesy toilet, two terraces, laundry room and kitchen, in the basement a garage for two cars and motorcycles AND A STORAGE ROOM FOR 10 METERS, has heating and air conditioning, the house is semi-furnished, and an equipped kitchen. Area surrounded by all services, with very good communication by public transport, and access to rounds.",False,good,False,,3469.0,True,False,False,False,,False,False,True,True,chalet,"La Mallola, Esplugues de Llobregat",Terraced house in Nord,terracedHouse,,
98935919,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/22/a3/1028498753.jpg,AP00M360V,73,,1150000.0,chalet,sale,350.0,False,5,4,pg carena,Barcelona,Sant Cugat del Vallès,Valldoreix,es,,41.4581288,2.0339258,False,https://www.idealista.com/inmueble/98935919/,14185,"Detached house at 4 winds of 240 useful meters, on a plot of 1210 meters on two levels. Completely renovated in 2020. Entering the garden with the pool area on one side and the part of the open garage on the other, they lead us to the side entrance of the house. A large living room-dining room-kitchen on two levels overlooks the front garden with a BBQ area and an area well hidden by the vegetation to hang clothes. Below are two double rooms that share a bathroom and a well-organized laundry room with an ironing area and a suite with access to the garden. We arrive at the center of the house with a comfortable and spacious hall that takes us up to the first floor where the owner lives with an open office, a terrace and a large suite with bathroom and dressing room. If we return to the ground floor, from the central hall we access a huge games room-friends area with a pingpong table, a table for informal meals, a second basic kitchen and a bathroom. This conservatory goes out to the garden and to the back with another bbq. The house is in a magazine state, ready to move into. Radiator heating, ducted hot/cold air conditioning, alarm system.",True,good,False,,3286.0,True,False,True,False,"[{'name': 'villaType', 'text': 'Villa'}]",False,False,True,True,chalet,"Valldoreix, Sant Cugat del Vallès",Detached house in pg carena,independantHouse,,
